Token,Type,0-banana/banana_1,1-banana/banana_1,2-banana/banana_1,0-corn/corn_3,1-corn/corn_3,2-corn/corn_3,3-corn/corn_3,4-corn/corn_3,0-cube/cube_3,1-cube/cube_3,2-cube/cube_3,3-cube/cube_3,4-cube/cube_3,0-cucumber/cucumber_1,1-cucumber/cucumber_1,2-cucumber/cucumber_1,3-cucumber/cucumber_1,4-cucumber/cucumber_1
,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
an,rgb,0.018343656344078044,0.009068069565154312,0.008577684476305806,0.9998902951482731,0.9997988981603251,0.9997693798610432,0.9997425555253222,0.9997369603332616,1.0,1.0,1.0,1.0,0.9999999999999998,0.3267399051693532,0.5429574342366934,0.5313971294043405,0.9045130924648078,0.9732722165710553
an,shape,0.0021155139504259886,0.003821522270965063,0.015793124059801888,0.9999966029389595,0.9999782647402492,0.9999835966734117,0.9998548906122882,0.9995147490728544,0.00015327578465674458,2.391766022328286e-05,0.00022161611167273242,0.0002608108854265208,0.0002027814362918356,0.9974991476710907,0.9998732177783138,0.9401411022972853,0.7010176558451867,6.161222957325051e-05
an,object,0.12005128704024275,0.07802828281728968,0.2623359750681166,0.9999960993492234,0.9999736960665012,0.9999894866713847,0.9999382427505712,0.9998732543111132,0.9999992609439567,0.9999989649327123,0.9999995872374067,0.9999996226945032,0.9999988794133601,0.9997074713220433,0.9999430188099248,0.9986937877905151,0.9601006168538618,0.8494559410816069
banana,rgb,0.9991744965055384,0.9996174067695118,0.9997223940558451,0.0001691031030075477,0.00032789470905454936,0.00042203526621521564,0.0004777141607075859,0.0004865070123775739,1.041296858648322e-24,1.8388207029788385e-24,3.843890447738052e-24,1.6787237150951914e-23,8.846900295133212e-22,0.0013801816542238843,0.000765461033756525,0.001223930726477407,0.0002511367935461233,9.45917320006691e-05
banana,shape,0.9998823857105359,0.9998688377903776,0.9997485256492076,1.2290445823255823e-05,0.004023740424705349,0.008338553099375019,0.031326271636089885,0.4717613941834365,0.9935999715240339,0.9954606792289947,0.9263432631708844,0.8191059803855582,0.4126130935824482,8.993865654908707e-06,2.2984593844606247e-06,0.004333181254748426,0.5100966081308651,0.40109151875523047
banana,object,0.9998767642368841,0.9999007006630443,0.9997952328630183,1.2225739291870136e-05,0.0007469282342123591,0.0012719129828149371,0.0035178187009717874,0.04985891960086678,2.8976947868884602e-08,4.514127033684607e-08,8.08579570245458e-09,5.631176646886918e-09,7.412138324471609e-09,2.5064762367526204e-05,1.0571800506226408e-05,0.0023230218638444072,0.03311339835673131,0.029199032674626292
block,rgb,3.45299190905536e-06,5.379986396120897e-06,4.722662144908305e-06,1.6802755018775937e-07,1.7051930717814069e-07,1.6028580093474318e-07,1.607165740972857e-07,1.614417750946203e-07,0.9999999997829427,0.9999999993908206,0.9999999979394432,0.9999999802479722,0.9999943571702902,0.015576309379922744,0.005910806102479524,0.0034662000571539344,0.0005483983985456149,0.00018876703315875645
block,shape,0.053231608484407264,0.9679487103559751,0.9565773904200726,2.082578626645879e-05,0.005476071941652774,0.016757179753668507,0.26686985151890097,0.9997641092698217,0.9999023311758369,0.9999958423074163,0.9999905437480554,0.9999837055559998,0.9999779384336206,2.1679892255267396e-05,8.018926705872679e-06,0.10168323374466398,0.00012102082835933385,0.9976905096627786
block,object,0.025772307572791597,0.8969252316870914,0.8235976480227478,1.5199277110343874e-05,0.0034564141759074298,0.009781741043018011,0.16799929095630994,0.9991800931253685,0.999893618522189,0.999996887349521,0.9999920575207623,0.9999869198551419,0.9999784608132044,2.0583886737179103e-05,8.593206528498222e-06,0.07170230740754613,0.00011696890591750533,0.9937049721135458
corn,rgb,0.02012766418087492,0.008524087994652995,0.010480912726190355,0.9999675519663991,0.9999325898574382,0.9999287145399309,0.9999189149774312,0.9999163176915395,0.9999999999999998,0.9999999999999996,0.9999999999999987,0.9999999999999982,0.9999999999999871,2.213136886205137e-05,9.820179889245096e-05,0.00014483003577499308,0.0040593471903974925,0.0337455166232403
corn,shape,4.426878420754561e-10,0.005230790900206425,0.695439725230928,0.9999788802144989,0.9996853199602999,0.999989160040277,0.9999209861148315,0.9999100588782877,0.925766369461966,0.23625752186825694,0.9345348891136642,0.9208992390450836,0.9443138133003965,0.008251464914200257,0.7599267175125628,0.15346914452785654,0.5751788984401067,0.061348450010941254
corn,object,3.3562453345093095e-05,0.025379621926375287,0.5969481217245509,0.9999857381830289,0.9998547954545707,0.9999865138471793,0.9999551864673971,0.9999711926929575,0.9999999269739397,0.9999994114691482,0.9999998941532092,0.9999998629069043,0.9999997406084626,0.0002772165132915812,0.015373804970318353,0.0038351402867335582,0.01242135104623803,0.028784827121847142
cube,rgb,3.45299190905536e-06,5.379986396120897e-06,4.722662144908305e-06,1.6802755018775937e-07,1.7051930717814069e-07,1.6028580093474318e-07,1.607165740972857e-07,1.614417750946203e-07,0.9999999997829427,0.9999999993908206,0.9999999979394432,0.9999999802479722,0.9999943571702902,0.015576309379922744,0.005910806102479524,0.0034662000571539344,0.0005483983985456149,0.00018876703315875645
cube,shape,0.053231608484407264,0.9679487103559751,0.9565773904200726,2.082578626645879e-05,0.005476071941652774,0.016757179753668507,0.26686985151890097,0.9997641092698217,0.9999023311758369,0.9999958423074163,0.9999905437480554,0.9999837055559998,0.9999779384336206,2.1679892255267396e-05,8.018926705872679e-06,0.10168323374466398,0.00012102082835933385,0.9976905096627786
cube,object,0.025772307572791597,0.8969252316870914,0.8235976480227478,1.5199277110343874e-05,0.0034564141759074298,0.009781741043018011,0.16799929095630994,0.9991800931253685,0.999893618522189,0.999996887349521,0.9999920575207623,0.9999869198551419,0.9999784608132044,2.0583886737179103e-05,8.593206528498222e-06,0.07170230740754613,0.00011696890591750533,0.9937049721135458
cucumber,rgb,0.00026997893270782003,0.000313607163844038,0.0001895800858562942,0.0004637014414298528,0.0005175717746652077,0.0004329928254507817,0.00043849092508580373,0.00044480152197424127,0.99994346850133,0.9999690115117693,0.9999732643379914,0.9999277552754489,0.9995880593268447,0.999986556199194,0.9999659635134118,0.9999227272201046,0.9995155293292357,0.9983577073218463
cucumber,shape,0.9999926312849492,0.9999984248499727,0.9974796618296888,0.009133974084089305,0.5154989227758994,0.30230896895771187,0.6842344783386525,0.9999977675099798,0.9996756289450054,0.9999997768150847,0.9999998271120522,0.9999999915479482,0.9999992744119715,0.9999919013866388,0.9990013813408999,0.9999668148441829,0.999609030617151,0.9999941907994625
cucumber,object,0.8320649707558057,0.9671430538411843,0.408800034959302,0.0005521161635627818,0.0039900943632518076,0.003950605346649639,0.007127310511872106,0.857183779170137,0.9669116435408219,0.9993465941477668,0.9996111503205345,0.9998461177704041,0.9976951123295774,0.9999958439298654,0.9996857312768765,0.9999838788597778,0.9997781664231803,0.9999386678248162
ear,rgb,0.02012766418087492,0.008524087994652995,0.010480912726190355,0.9999675519663991,0.9999325898574382,0.9999287145399309,0.9999189149774312,0.9999163176915395,0.9999999999999998,0.9999999999999996,0.9999999999999987,0.9999999999999982,0.9999999999999871,2.213136886205137e-05,9.820179889245096e-05,0.00014483003577499308,0.0040593471903974925,0.0337455166232403
ear,shape,4.426878420754561e-10,0.005230790900206425,0.695439725230928,0.9999788802144989,0.9996853199602999,0.999989160040277,0.9999209861148315,0.9999100588782877,0.925766369461966,0.23625752186825694,0.9345348891136642,0.9208992390450836,0.9443138133003965,0.008251464914200257,0.7599267175125628,0.15346914452785654,0.5751788984401067,0.061348450010941254
ear,object,3.3562453345093095e-05,0.025379621926375287,0.5969481217245509,0.9999857381830289,0.9998547954545707,0.9999865138471793,0.9999551864673971,0.9999711926929575,0.9999999269739397,0.9999994114691482,0.9999998941532092,0.9999998629069043,0.9999997406084626,0.0002772165132915812,0.015373804970318353,0.0038351402867335582,0.01242135104623803,0.028784827121847142
green,rgb,0.0008596276629461075,0.0012219235875416859,0.00040904085674698596,0.0008959408076478422,0.0012335406829552791,0.0008516581075052171,0.00088791885503644,0.0009185092573033956,0.9999999996059992,0.9999999999209279,0.9999999999573697,0.9999999997566971,0.9999999966503699,0.9999999999999989,0.9999999999999922,0.999999999999956,0.9999999999974409,0.9999999999610465
green,shape,0.9999999381450244,0.9999999850437458,0.9998529070102582,0.006607479837389735,0.80561559618649,0.829295630798419,0.9218977065435388,0.9999998752438055,0.9999585334071519,0.9999999971545783,0.999999983587891,0.9999999997069102,0.9999999351884064,0.9999991778717228,0.9990724539873167,0.9999932145848843,0.9995403092903911,0.9999967973601025
green,object,0.9823641139483247,0.9992459285552465,0.9442719725811363,0.0003361079750599169,0.004973901062414149,0.010356897001419266,0.009493434887050987,0.977821633949273,0.3002430584301354,0.9855182082430655,0.9839384927744176,0.9950912224105508,0.9312006199987991,0.9999984222372416,0.9997650811630111,0.9999956139626781,0.9997286278485454,0.9998911906332623
on,rgb,0.9999997495421239,0.9999997986329466,0.9999998891829202,0.9994356610105048,0.9995406122394633,0.9996511988405946,0.999666755734956,0.9996652866882091,1.4149739461989884e-13,1.0772809121398687e-13,1.3294868502296836e-13,6.397962612009277e-13,1.901400589227056e-11,0.000211734278100687,0.0003711534232831489,0.0009585929570759606,0.0023956520896174396,0.004560289706932016
on,shape,0.9441563931272999,0.8850269478282816,0.9974553838930091,0.9999964595122315,0.999906554821025,0.9999006310002636,0.9999131989735098,0.9997811478282445,0.8237178330152675,0.9805435638206599,0.9941529184045133,0.9926867354412063,0.9807648347228949,0.9987515969422507,0.9999901300939774,0.004129916228378216,0.006148376178238423,0.00013110791463601763
on,object,0.9987289172931983,0.9938330805933783,0.9996982905006103,0.999993862549349,0.9999469963485317,0.9999389202109387,0.9999478029399645,0.9998448482204253,0.05636433795965164,0.3133367723645271,0.4085467411643438,0.5240805895285159,0.455886987647213,0.948410224221766,0.9985857863442607,0.0019474056805478185,0.004233168943426621,0.0002847469050846782
the,rgb,0.03491606343814244,0.015667607531277584,0.019060409989753845,0.9999574705841063,0.9999153112380353,0.999910836775294,0.9998993378091533,0.9998962968009727,0.9999999999999989,0.9999999999999964,0.9999999999999922,0.9999999999999891,0.9999999999999323,5.1478526365354905e-05,0.0002106076758645065,0.0003052257540963066,0.007100276910047947,0.05164105552178543
the,shape,9.795217514566463e-10,0.0031907368596007534,0.8138996730517335,0.9999623904921564,0.989781821557519,0.9999442137016109,0.9984433354348551,0.9988102863032974,0.9366910015388328,0.17889323367203216,0.9438091784919463,0.8665401393518446,0.9092844077181409,0.013408713936969293,0.8091046956797067,0.20879980546186058,0.5753117854474293,0.06395214274936467
the,object,4.383422728261831e-05,0.02105677176013552,0.6499609485551873,0.9999788988694904,0.9995167577965971,0.9999712586557045,0.999832743537964,0.9998896988133469,0.9999998414707305,0.9999985536997481,0.9999998036749197,0.9999996894562094,0.9999993961719726,0.0005410021994022561,0.02193102965541979,0.005332486294651316,0.02252522072833827,0.028371696710651637
yellow,rgb,0.9999864437285448,0.9999890691159876,0.9999915057987241,0.5410174954141174,0.6997313141160755,0.7489427411435329,0.7715067873027999,0.774759372111691,1.8503004299980005e-39,1.7857563648315663e-38,2.114832346612984e-37,1.2510378991170434e-35,6.364515463583666e-31,0.011209263034487438,0.015427334573552245,0.03386563154501887,0.03761193733512068,0.035010266950375284
yellow,shape,0.999702906595677,0.9997783353952332,0.9996720656829169,0.9333735022402452,0.9968918184213307,0.9998601720294368,0.9995107451027965,0.08702576409215781,0.7656829794225783,0.31481476660294816,0.8256937284126779,0.0013193697513050964,0.0003457910999765041,6.0626324395859586e-05,0.0216757406524324,0.2066346738268143,0.7871776539846862,6.119930042748705e-05
yellow,object,0.9997142533415119,0.9998269537004203,0.9998563010467014,0.5211472545404033,0.9684394683696119,0.9989370044829314,0.9981953106858704,0.9475731793659785,0.4987366381154713,0.25667951367296193,0.6771020677945718,0.05261438983406744,0.01958173608869638,0.0002680291598730733,0.03133164232355935,0.7457837984515833,0.9788714968699994,0.7004728322954374
