Token,Type,2-corn/corn_2,2-corn/corn_3,2-corn/corn_4,1-corn/corn_4,0-cube/cube_3,4-cube/cube_4,0-cube/cube_1,4-cube/cube_3,0-cube/cube_4,3-banana/banana_4,3-corn/corn_4,3-corn/corn_3,3-corn/corn_2,0-corn/corn_2,0-corn/corn_3,0-corn/corn_4,3-cube/cube_4,3-cube/cube_1,3-cube/cube_3,2-cucumber/cucumber_3,0-banana/banana_4,2-cucumber/cucumber_1,0-banana/banana_2,2-cucumber/cucumber_4,0-banana/banana_1,1-banana/banana_2,1-banana/banana_1,1-banana/banana_4,2-cube/cube_3,5-corn/corn_2,0-cucumber/cucumber_1,0-cucumber/cucumber_3,0-cucumber/cucumber_4,1-corn/corn_3,1-corn/corn_2,3-cucumber/cucumber_4,3-cucumber/cucumber_3,3-cucumber/cucumber_1,4-cucumber/cucumber_4,2-banana/banana_1,5-cucumber/cucumber_3,2-banana/banana_4,4-cucumber/cucumber_1,4-cucumber/cucumber_3,4-corn/corn_4,4-corn/corn_2,4-corn/corn_3,2-cube/cube_4,1-cube/cube_1,2-cube/cube_1,1-cube/cube_4,1-cube/cube_3,1-cucumber/cucumber_4,1-cucumber/cucumber_1,1-cucumber/cucumber_3
,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
look,shape,0.8177765378896441,0.9957830136428552,0.9996146940434255,0.9996698767488023,0.9999996462156188,0.9999631792145633,0.9999983476240047,0.999998554402099,0.9999924113308802,0.9997735530930411,0.999614079672126,0.9961266683624185,0.994845623955845,0.9927637732531507,0.999449199630278,0.9985161139233709,0.9997486229359146,0.9999724256437806,0.9999333499007451,0.4378579559952321,0.9499064271238552,0.13643372776598284,0.019998054878004837,0.0001417132317686278,0.009843925012389785,0.9513949689509068,0.9956678181739569,0.7847312840844036,0.9999902720014547,0.9967768034579307,0.0011648849742508034,0.09921265382729441,9.556578411970967e-05,0.9957591719818671,0.9927637732531507,0.00018337666609096894,7.085408632820066e-05,0.03926865118532734,0.00018384538579806282,0.9991542564867842,0.9999937974532739,0.013932075542614141,0.9998625223814979,0.8822626542803477,0.9997664006459207,0.9934282277157112,0.9999052108836819,0.999973485495603,0.999994773694797,0.9998788928869169,0.9993645349951519,0.9999950803441673,0.0005276326325991401,0.9233679889824665,0.07058534836190491
look,object,0.9662691856501102,0.9997984256061307,0.9997009083200724,0.9997455430934227,0.9999999999843756,0.9999999999992806,0.9999963384502796,0.9999999999643225,0.9999999999997744,0.9998598554431726,0.9997481592158256,0.9998647706926262,0.9975888834512892,0.9973820714854539,0.9997271221047176,0.9989768774356894,0.9999999999950295,0.9999643816367797,0.9999999992320363,0.022676096561015678,0.12884591272777968,0.1282998917713606,0.04584806533252066,0.0001039288487526115,0.39223905416052623,0.675143859575546,0.9998994035259279,0.09037452849088516,0.9999999999034677,0.9997005375533777,0.00011785874033591683,0.005762538046757017,7.079969636179948e-05,0.9994116099965223,0.9968286711305632,0.00015137263019396454,7.472295480852846e-05,0.0038933142848017292,0.0001579625582783455,0.9999691697890845,0.9999903394881396,0.0010384885559907115,0.9999877980786405,0.14006933960918755,0.9998858824786818,0.9979746069820006,0.9999998927185969,0.9999999999995277,0.9999901393461393,0.9998898621274291,0.9999999999818365,0.9999999999617124,0.00036673098882100474,0.09521827483948767,0.0027817434527924174
salad,rgb,0.7228547930629701,0.47754492466473425,0.49963088870830036,0.5214247863645125,0.9999999999999978,1.0754682455775018e-25,6.212594747237529e-06,0.99999999999979,2.1526549492243106e-23,0.005671244712504562,0.4810780314055961,0.4630641281491282,0.6994689005307949,0.7482491655367959,0.6039579084734416,0.5490400778380838,3.0923458384532276e-25,4.6186959098966985e-06,0.9999999999999893,0.9999001298123371,0.04264945827862548,0.9997240290414693,6.165361469851167e-05,0.9997549438850394,0.0003150700386762058,3.6359636477636534e-05,0.00022831508124770045,0.030065500227864014,0.9999999999999971,0.6244600828242088,0.9998806039912741,0.9999141454163567,0.9998367953484701,0.533235288940891,0.7352953155655054,0.9997511625821088,0.9998465201721968,0.9996884757008907,0.9994980114116321,0.0001492875282863096,0.9996128027070974,0.001109954107296552,0.9996485754908034,0.9998089984713932,0.4550042546211054,0.6476782407864573,0.46252117140089477,3.9243183315179013e-25,5.3432445235666445e-06,5.295567454882526e-06,1.949436713064426e-23,0.9999999999999978,0.9997984348529226,0.9998582232242068,0.9999001302170165
salad,shape,0.999999525194203,0.9994007694346725,0.9999996341440016,0.9999996134661358,0.1732879019186496,0.3678574179119693,0.9266363061713319,0.9500887762808296,0.4950553736296401,0.37032365107966464,0.999997661049399,0.9964826850205579,0.9999993409579964,0.9999994724746578,0.9999982111747483,0.9999995072787075,0.8415385308679478,0.8172531827348538,0.7770982711089148,0.9999809897798819,0.9969667479617363,0.9999408368828367,0.9995888172886711,0.9999933159871529,5.699798424323965e-05,0.999990859403027,6.411393683251442e-05,0.9998409294644017,0.5179560495003095,0.9999212715171071,0.9999718844019007,0.9999895285042151,0.9999662013687186,0.999813443887227,0.9999994724746578,0.9999902367223513,0.9999127153269425,0.9999748749005136,0.9998929824807793,7.849069505684947e-05,0.9997403762084789,0.7876350863845764,0.9999125050771276,0.9999744266162279,0.9990334856398478,0.9999579365333852,0.6107073168060951,0.5363382867294755,0.93801317264893,0.9640051672685316,0.817639347019119,0.16586661639013928,0.9999981759131678,0.9999890022756042,0.9999202151819119
salad,object,0.9999957496610231,0.9979726924206189,0.9999957477974224,0.9999956808816566,0.9987113443939776,1.7403881143977512e-06,0.33317412856536627,0.9999086145932076,7.74886094707079e-06,0.19989105802973367,0.9999786217231831,0.9911928031193441,0.9999934504817104,0.9999950684097835,0.9999848818852727,0.9999944335528496,1.37388891564652e-05,0.1818730560087472,0.9998267121016786,0.9999862272772082,0.9841159436800492,0.9999495681423389,0.9843416483523358,0.9999933804091422,4.536590966694242e-05,0.9993476120439313,5.884901980438205e-05,0.9983673407912907,0.9996424916359647,0.9996608191855134,0.9999754875776401,0.9999923637112551,0.9999690536665242,0.9992665661929528,0.999994989461695,0.9999890850438997,0.9999354819081132,0.9999787467137258,0.99991307466554,6.538001689673137e-05,0.999766760227017,0.3971132993241183,0.9999160969915303,0.9999800088853253,0.9969401714522336,0.9998150891600357,0.6290183190085484,3.975980947596954e-06,0.3604165347337532,0.4955070739118986,2.9684662115649488e-05,0.9986510234640003,0.9999978304333287,0.9999893580561091,0.9999419863497797
use,rgb,0.9993753363494341,0.9992251250881659,0.9992331677330168,0.9992409733372122,0.9999986273840167,1.1111096537507217e-05,0.9948892856992783,0.9999975535660431,7.17187091408658e-05,0.9987031161019398,0.9992266337321373,0.9992188880899618,0.9993680837128923,0.9993841148727584,0.999293375000338,0.9992511311620682,1.6568035869141568e-05,0.994350566716769,0.9999984885506442,0.9999781715503474,0.9995249922923233,0.9999714624565191,0.9949563728534951,0.9999671704334141,0.9964469124875573,0.9945574273897907,0.9962555146095482,0.9993335734451175,0.9999988221048611,0.9993223209021018,0.9999791204017731,0.9999782964049586,0.9999720112800029,0.9992693872637058,0.9994007641904474,0.9999669379868953,0.9999755167565597,0.999965467437517,0.9999577440510689,0.9957202863585527,0.9999671696824421,0.9988173816495413,0.9999602466986295,0.9999736503463629,0.9991897183556933,0.9993517063234328,0.9992199867825835,1.755830658802444e-05,0.9946420774296086,0.9946288328933114,6.944183635001165e-05,0.9999987949449214,0.9999691960130687,0.9999766269320399,0.9999796799718346
use,shape,0.9999990148850789,0.9990355154651077,0.9999977364827174,0.9999971797010458,0.01761538707199072,6.536302100792854e-05,0.007206825851190338,0.0002538242574391006,9.256914642201125e-05,0.250313058060216,0.9999957903174129,0.9680959693562405,0.9999956544447274,0.9999951303398278,0.9999881592502944,0.9999988598074256,0.0001122838397967994,0.0009578374096013199,0.00019887716700744683,0.9999649480910136,0.9876099335050881,0.9999508979185882,0.9999932027169606,0.9999823564358202,0.997199745845374,0.9999885163896906,0.06135060004539164,0.9999945321753055,0.0002010965735756435,0.9998190771867794,0.9999604782581344,0.9999920899456711,0.9999541945390261,0.9986273850576124,0.9999951303398278,0.9999946565469525,0.9999537456370157,0.9999726877786929,0.9998900768815391,0.14248754335470418,0.974507923797902,0.9997162675778756,0.9997710996034422,0.9999530737361371,0.9979957211496345,0.999711047260882,0.023474098588400168,6.618049542306059e-05,0.015276357853140647,0.0008638195998187992,0.00013194488030644115,7.729421344271158e-05,0.9999871558894636,0.9999868406553787,0.9999251984957765
use,object,0.9999754863628513,0.9996613841028911,0.9999513584564994,0.9999490445489929,0.9996814045361337,1.2117315970486914e-05,0.8822744161823746,0.9991136822422347,4.188889534056316e-05,0.9947311420045537,0.9999511694688497,0.9987591111906488,0.9999689338434036,0.9999679627743199,0.9999426475780661,0.9999729780747196,2.1823687048328786e-05,0.8490413215394865,0.9993743913496413,0.9999955502114309,0.9992743590307345,0.9999854191556228,0.9995935665851029,0.9999914082756808,0.9985560207202214,0.9994440279129707,0.9579805461282316,0.9999541289421662,0.9994374413001923,0.9998114093534783,0.9999962082526321,0.9999966046241476,0.9999951198868695,0.9996264402641983,0.9999686403841145,0.9999954385910749,0.9999933027122897,0.9999856990770775,0.999950222798107,0.9711720536638472,0.9997186839187537,0.9995855147025453,0.9998968478895657,0.9999898777453656,0.9993686868758456,0.9997079086785471,0.9878783081125535,1.6908528456624002e-05,0.8983861098085111,0.8514174379389625,6.684815402647575e-05,0.9990645340503072,0.9999950425238043,0.9999967292797285,0.9999954078972862
yellow,rgb,0.9999889345547996,0.9999864861917425,0.9999865121382518,0.9999865363911213,0.9999999573513225,6.75960503692356e-06,0.9999683025566023,0.9999999407759461,6.97705018803311e-05,0.9999880496864914,0.9999864975575932,0.9999864391268511,0.9999889455147969,0.9999889419855983,0.9999874309958665,0.9999865792674428,1.1332291868095702e-05,0.9999635481389673,0.9999999602045755,0.9999999118523877,0.999997599948383,0.9999998800744292,0.9999360633996126,0.9999998354263047,0.9999533722474986,0.9999346390283126,0.9999520352906716,0.9999954387917014,0.9999999689221529,0.9999881946551061,0.9999999231352411,0.9999999096434593,0.999999869257463,0.9999873670875775,0.9999896507737221,0.9999998336414998,0.9999998992834541,0.9999998275273647,0.9999997673929529,0.9999431420590411,0.9999998523763498,0.9999940385237648,0.9999997768483365,0.999999888801525,0.9999855440739469,0.9999889343040209,0.9999864819376443,1.1969240703876964e-05,0.9999663139393067,0.9999662236071744,6.711055998000923e-05,0.9999999660782235,0.9999998486936865,0.9999999067489636,0.9999999240726969
yellow,shape,0.9999900211128616,0.9999975167156189,0.9999957895135949,0.9999941852879043,0.9167886069108928,0.00012110084572416524,0.9995296692037043,0.009436488632715618,0.00026231933099130826,0.5147452166681374,0.9999984760581209,0.9998469192548187,0.9999959569544012,0.9999634338468149,0.9999965265349267,0.9999884260396729,0.00013035447892407952,0.9995919831601723,0.001673314510313753,0.9997990817949982,0.998355152091732,0.9999390086577752,0.999993053706607,0.9992247384152121,0.9998917021279912,0.9999982545671863,0.99997855479824,0.9999442974742653,0.6023537545512616,0.999997572821458,0.9999505986371842,0.9998844427915147,0.9999804147251758,0.9999923865911081,0.9999634338468149,0.999999411327719,0.9999979678110771,0.9996749339592079,0.9999431846669216,0.9998190815823774,0.9999999996286006,0.9980873410172487,0.0424232721243888,0.9999908854448952,0.9999910764497907,0.9999817696635287,0.5927080527023257,0.00023082514275587953,0.9994996454053232,0.9994071428599866,4.179821945877001e-05,0.16164497140145728,0.9999337930021162,0.9999870100437528,0.99988343244421
yellow,object,0.9999881117406756,0.9999875019002179,0.999990122994163,0.999990121616818,0.9999931276806624,1.3106492872164485e-05,0.999930022285042,0.999961121539832,5.808279630249475e-05,0.9999703639122935,0.9999895174807543,0.9999719236610705,0.9999856509260774,0.9999798485643714,0.9999881323279223,0.9999827687820738,1.3861571536060903e-05,0.9999456509379265,0.9999517221737366,0.9999997548537548,0.999997841942876,0.9999993308083772,0.9999896361482303,0.9999996148988202,0.9999665029207713,0.9999914655386591,0.9999711438112229,0.999997120406992,0.9999901348771282,0.9999914496741019,0.9999998086311792,0.9999997907302152,0.9999996840744939,0.9999866261970302,0.9999814550638187,0.9999997479823723,0.9999997883816315,0.999999685560485,0.9999996290516221,0.999961599931639,0.9999998834088759,0.9999977013176533,0.9999860337252948,0.9999998698244542,0.9999876572107533,0.9999908258847165,0.9998465160708765,2.4637995893740932e-05,0.999929645100501,0.9999355831147373,3.745261435335994e-05,0.9999766313465654,0.9999996523865287,0.9999998231496812,0.999999796517553
