Token,Type,0-banana/banana_2,1-banana/banana_2,0-corn/corn_3,1-corn/corn_3,2-corn/corn_3,3-corn/corn_3,4-corn/corn_3,0-cube/cube_1,1-cube/cube_1,2-cube/cube_1,3-cube/cube_1,0-cucumber/cucumber_2,1-cucumber/cucumber_2,2-cucumber/cucumber_2,3-cucumber/cucumber_2
ear,shape,0.9017805777071906,0.9999995600051652,0.9999993341457253,0.9999998243442703,0.9999931670359827,0.9999851087458892,0.9993073539209661,1.1394233531388564e-06,1.029461596281761e-06,0.000375996749008358,0.00028661359751599134,0.9960796973704018,0.9999979926604456,0.9130765817351842,4.7574742998536735e-05
ear,object,0.9998696796891806,0.9999996852074778,0.9999956841975073,0.9999979613501878,0.9999876245535185,0.9999789073747399,0.9996490143428335,0.17346670182284665,0.19001988653799112,0.7614778898220009,0.7869270741647683,0.9769015229706484,0.999593197742426,0.8922362725142029,0.015122383873954651
green,rgb,0.9788088521257535,0.9959519311252732,3.8152583714416215e-05,7.329484001563492e-05,7.222084010490025e-05,8.083485685497627e-05,8.341825559414956e-05,0.9999999999616296,0.999999999955314,0.9999999999556901,0.9999999999250988,0.9999663632949458,0.9999844243008031,0.9999566598440459,0.9999949859105774
green,shape,0.9999999350249427,0.9724325546673676,7.910816457311626e-05,0.004945647510126229,0.0001467320730726175,0.012061462539440241,0.9607500914394129,0.9999758874866731,0.9999939114906335,0.9992455348792425,0.9995930859240042,0.999939778762864,0.9996423987184694,0.9998939817357397,0.9998780039751554
green,object,0.999963876128581,0.9728991487297244,2.4986861761213588e-05,9.177158709229748e-05,3.0987704911468606e-05,0.00016940506622781893,0.005113390048563804,0.9999997918284138,0.9999998880893916,0.9999989775067039,0.9999989462464007,0.9999806299673839,0.9999287464941841,0.9999429360235262,0.9999709003963236
laying,rgb,0.9999999999172058,0.9999999999103399,0.9999999928038887,0.9999999933242327,0.9999999944964635,0.9999999946041842,0.9999999945695448,0.999999990835298,0.9999999922708912,0.9999999923018584,0.9999999942352855,0.9954174406002688,0.9964975395378636,0.997648518207785,0.99666051969885
laying,shape,0.9999947313292165,0.999994000639918,0.9999916749761202,0.9999047473037654,0.9994932686454805,0.995729101051832,0.0040748851270290005,5.8535509720589575e-06,1.5152825639620508e-05,2.4321504174102766e-05,6.002757953061815e-05,0.9982929608727498,0.9999975262473101,0.9440571004232664,0.00047275982132694776
laying,object,0.9999982063117533,0.999998869038656,0.9999936988289085,0.9999287418577535,0.9997420598922807,0.9984312666386485,0.07156706662332761,0.0015051221375391782,0.0034712694220415557,0.005515762436784021,0.010218467053258995,0.9983516050780763,0.999987179357458,0.9622849104241584,0.0037242150400894607
lying,rgb,0.9999999315984422,0.9999999633308003,0.9998266048168157,0.9998722164127004,0.9998831511083223,0.9998895143947357,0.9998905851301523,0.999999999741862,0.9999999997475872,0.99999999974887,0.9999999997325455,0.999968190118744,0.999979582146214,0.9999747322317011,0.9999873442037135
lying,shape,0.9999994360508947,0.9999957320313271,0.9999994535252457,0.9999998548091844,0.9999983794682756,0.9999961512874282,0.9995978621638557,7.408466792401693e-06,3.651629411133608e-06,0.0016801678324521378,0.0013543813097539209,0.9989484707123909,0.9999999004571306,0.998168221073615,0.00012939489274971981
lying,object,0.9999963402738515,0.9999998569595199,0.9999598432630865,0.999983852646356,0.9999717856333663,0.9999653257790895,0.9998592333014754,0.9999863485376859,0.9999858172319076,0.9999979977596773,0.9999976026610121,0.9998917844488576,0.9999857960709692,0.9998255295483915,0.9929703169254506
object,rgb,0.006602177728227752,0.01464173490162733,0.0004540837351839526,0.0005525225136728518,0.00047781818394457173,0.0004919673322808008,0.0005002833436268709,0.9995593035663585,0.9994698670837429,0.9994708852654329,0.9991685943540899,0.999964986085638,0.9999691897461477,0.9999365043803353,0.9999803100880491
object,shape,0.997491746421098,0.017304056903859753,0.00017376855240871096,0.007246600314315005,0.12812635335077124,0.3670776548431993,0.9997781627859014,0.9999618077030182,0.9999797560425568,0.9999991273093158,0.9999966186881923,0.9997589813199652,0.36625549242291067,0.9987160190110304,0.9967911652057249
object,object,0.9271422538332398,0.007291339248119496,0.0001007603410972157,0.0016863930379707203,0.012985932309217834,0.0412903801160134,0.9783447206416371,0.9999601842379895,0.9999747086537798,0.9999969241342345,0.9999913899786042,0.9999301990289827,0.9585628586031473,0.9998313254801612,0.9998673438877125
ripe,rgb,0.9999302025550282,0.9999834247607648,0.0005614004518414359,0.0010599192268855606,0.0012776731200413957,0.0014360610748588398,0.0014655338140886983,0.9999999999242002,0.9999999999274043,0.9999999999283227,0.9999999999137312,0.03121090500397276,0.07768916799603885,0.04873275948603999,0.19544877833334645
ripe,shape,0.9998362094386186,0.9998010847657732,0.0002542827750629426,0.005650799645992122,0.0012869848750961775,0.0009668615169666218,0.001342029317810814,0.00032023683777121894,0.0004136368491207593,3.302644166828972e-05,0.0010879315299130515,0.0010860914258397378,0.27821343340722166,0.9479307731248973,3.183466303105993e-05
ripe,object,0.9998982918539813,0.9999009950440575,0.00013644281992536048,0.0013141923534925868,0.0007396903089016489,0.0007978693971920115,0.0017861949713572558,0.9990168596835607,0.9990479192213997,0.9942726724415103,0.9990493944958694,0.006889442237145734,0.05628372987317883,0.4077294847242487,0.0042749391421271245
shape,rgb,0.09689489160333636,0.1967550976499959,0.0011543631435628628,0.0012647048867009854,0.0012361116506370545,0.0012564631770827215,0.0012638026263586998,0.9999507647435951,0.999947811240659,0.9999482961726524,0.9999278472081595,0.519474308931903,0.5779119756663207,0.4735810971302511,0.6759125508711856
shape,shape,0.04805874699039042,4.909714719175686e-07,1.6267169033324662e-06,5.1530330070690286e-06,3.359007823758469e-05,0.0005563794948567917,0.8739723555965792,0.9999768705256586,0.9999917832831015,0.9989554289923449,0.9992166294296401,0.017957853777969716,7.007274177713166e-06,0.10170827856364958,0.9999218157712725
shape,object,0.004478636861798845,2.5623196293136956e-07,2.0619932215243843e-06,6.830161951364219e-06,3.518408451492614e-05,0.000535912267856651,0.6741819907468352,0.9999351899569061,0.9999740545736158,0.9986950561364162,0.9987756515364079,0.007998349288722988,1.0841397729243996e-05,0.057147234262453404,0.9993738520930223
shaped,rgb,0.09929643738028537,0.20161729533957254,0.0011512422862559723,0.0012627588289376916,0.0012343484002494331,0.001254931317351985,0.0012623242244717105,0.9999539278860737,0.9999511565692817,0.999951611648181,0.9999324128876855,0.5256863645784652,0.5843741207449838,0.47978601384742287,0.6821804687610491
shaped,shape,0.03378224955857569,5.367462309883981e-07,1.4589611780688616e-06,6.3121506231297515e-06,3.563282868695128e-05,0.0009056283628417746,0.842024593472994,0.9999926384976617,0.9999975845418039,0.9998016589912911,0.9998605985415315,0.031795960884456326,6.337736505476075e-06,0.2674122028054214,0.9999219388505646
shaped,object,0.0051217267260841,4.085006891941457e-07,1.549712256103196e-06,6.7657186556675084e-06,3.249400840048387e-05,0.0006276817565962021,0.5953799901401066,0.9999899987458595,0.9999962276758058,0.9998405695404816,0.9998770093664711,0.01550708816827599,1.1775776647376247e-05,0.15826768005895755,0.9996395834759139
side,rgb,0.9999999999998406,0.9999999999998663,0.999999999431427,0.9999999995366884,0.9999999996395434,0.9999999996551614,0.9999999996540299,0.9999999999974365,0.9999999999978981,0.9999999999979123,0.9999999999984395,0.9991795494182695,0.9994929480964924,0.9996443462012686,0.9996053549539564
side,shape,0.9999999211153516,0.9999998830528843,0.9999992092204231,0.999999882615302,0.999998942310679,0.9999945604648693,0.9993612418839196,0.0005801855305238802,0.0008739741097885182,0.00034335340738519233,0.0028171715868899982,0.9999990789126945,0.9999989722299658,0.9999709723452544,0.9995002752793585
side,object,0.9999999922392083,0.9999999982010999,0.9999999616831748,0.9999999065763076,0.9999996351690758,0.9999984310220668,0.9997155058343303,0.9098766231399628,0.9451743321519643,0.7611402717217945,0.8917749215446399,0.9999829686120103,0.9999919433484926,0.9998806582020444,0.9996450076383414
square,rgb,0.09929643738028537,0.20161729533957254,0.0011512422862559723,0.0012627588289376916,0.0012343484002494331,0.001254931317351985,0.0012623242244717105,0.9999539278860737,0.9999511565692817,0.999951611648181,0.9999324128876855,0.5256863645784652,0.5843741207449838,0.47978601384742287,0.6821804687610491
square,shape,0.03378224955857569,5.367462309883981e-07,1.4589611780688616e-06,6.3121506231297515e-06,3.563282868695128e-05,0.0009056283628417746,0.842024593472994,0.9999926384976617,0.9999975845418039,0.9998016589912911,0.9998605985415315,0.031795960884456326,6.337736505476075e-06,0.2674122028054214,0.9999219388505646
square,object,0.0051217267260841,4.085006891941457e-07,1.549712256103196e-06,6.7657186556675084e-06,3.249400840048387e-05,0.0006276817565962021,0.5953799901401066,0.9999899987458595,0.9999962276758058,0.9998405695404816,0.9998770093664711,0.01550708816827599,1.1775776647376247e-05,0.15826768005895755,0.9996395834759139
white,rgb,0.9999975744609508,0.9999976435620151,0.9998787011132166,0.9998887652545835,0.9999030606167837,0.999904964276528,0.9999046788425877,0.999975068239004,0.9999777613165316,0.9999778352030965,0.9999814872109029,0.6174244821055865,0.6706582021339482,0.7201435058621315,0.6906719364510523
white,shape,0.9017805777071906,0.9999995600051652,0.9999993341457253,0.9999998243442703,0.9999931670359827,0.9999851087458892,0.9993073539209661,1.1394233531388564e-06,1.029461596281761e-06,0.000375996749008358,0.00028661359751599134,0.9960796973704018,0.9999979926604456,0.9130765817351842,4.7574742998536735e-05
white,object,0.9998696796891806,0.9999996852074778,0.9999956841975073,0.9999979613501878,0.9999876245535185,0.9999789073747399,0.9996490143428335,0.17346670182284665,0.19001988653799112,0.7614778898220009,0.7869270741647683,0.9769015229706484,0.999593197742426,0.8922362725142029,0.015122383873954651
yellow,rgb,0.9999991706011977,0.9999992387561509,0.9999140654519321,0.9999230009230535,0.9999336094622318,0.9999352004285093,0.9999350414753896,0.9999948877377696,0.9999954627230366,0.9999954808393042,0.9999962114025368,0.6680479688864367,0.7257390108147109,0.7677012386173229,0.7514959515157952
yellow,shape,0.9999966772106026,0.9999930726201485,0.999999738151365,0.9999999981592327,0.999999965554416,0.9999999937946826,0.9990158321911999,0.9988651975650313,0.9991247606556523,0.9983414737340187,0.9991613424687713,0.999999998100012,0.9999970696446782,0.9999999990621387,0.01134872052574548
yellow,object,0.9999983483889681,0.9999999205410276,0.9999933581810121,0.9999972173096574,0.9999914159046894,0.9999905075774534,0.9996525178664,0.9998541709004685,0.9999005392234472,0.9998224514873675,0.9999207570721889,0.9940983404538589,0.9981767149833577,0.992608704490721,0.5093826408196759
