Token,Type,2-corn/corn_3,2-corn/corn_1,2-corn/corn_4,0-cube/cube_2,4-cube/cube_4,0-cube/cube_1,4-cube/cube_2,0-cube/cube_4,3-banana/banana_4,3-corn/corn_4,3-corn/corn_3,3-corn/corn_1,1-corn/corn_1,0-corn/corn_1,0-corn/corn_3,0-corn/corn_4,3-cube/cube_4,3-cube/cube_1,3-cube/cube_2,2-cucumber/cucumber_2,2-cucumber/cucumber_3,0-banana/banana_4,0-banana/banana_3,2-cucumber/cucumber_4,0-banana/banana_1,1-banana/banana_3,1-banana/banana_1,1-banana/banana_4,1-corn/corn_4,0-cucumber/cucumber_2,0-cucumber/cucumber_3,0-cucumber/cucumber_4,1-corn/corn_3,3-cucumber/cucumber_4,3-cucumber/cucumber_3,3-cucumber/cucumber_2,4-cucumber/cucumber_4,2-banana/banana_1,5-cucumber/cucumber_3,2-banana/banana_4,4-cucumber/cucumber_3,4-corn/corn_4,4-corn/corn_3,2-cube/cube_4,1-cube/cube_2,1-cube/cube_1,2-cube/cube_1,2-cube/cube_2,1-cube/cube_4,1-cucumber/cucumber_4,1-cucumber/cucumber_3,1-cucumber/cucumber_2
,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ear,shape,0.999989160040277,0.9999121912623415,0.9999641605592009,0.08484761003392816,0.9539271626327893,0.05997757251278947,0.836170216691231,0.35852708241844383,0.9999858083148282,0.999882689525112,0.9999209861148315,0.9996685874395129,0.9999577939871139,0.99951374245657,0.9999788802144989,0.9997572835916071,0.8506225334368442,0.44146043447095334,0.9014650945539517,0.4803386675379332,0.000570564991524957,0.9764619129505314,0.00019502531327609773,0.03182565913439036,4.426878420754561e-10,1.5575266109066858e-08,0.005230790900206425,3.5725865076361423e-05,0.9999849253418122,0.3632983029756163,0.00044577689852285665,0.003496494620553292,0.9996853199602999,0.8096263956812682,0.0002389756381409515,0.9194994974279386,0.6372478965138165,0.695439725230928,0.00018478027234927654,1.228275556611355e-06,0.0005375022216789877,0.999964178375465,0.9999100588782877,0.974819718898147,0.4665951271790994,0.07559807609378794,0.7665176850795182,0.8719614202929344,0.941596173729497,0.9766377125539255,0.0001448085364244678,0.3880030514575176
ear,object,0.9999865138471793,0.9998996440034987,0.9999462906538548,4.962532008446994e-05,0.9999999773176248,4.953480757701196e-06,0.003626407135218112,0.9999997735961434,0.9722070914741187,0.99995645988173,0.9999551864673971,0.9998049306186549,0.9999373505817322,0.9996748704987193,0.9999857381830289,0.9998680538097885,0.9999999464584506,3.300143372842949e-05,0.0014003899937209937,0.01232121065674045,0.00025256512760640434,0.0004789222174118523,0.0001249670968251109,0.003164950482308992,3.3562453345093095e-05,3.4668105422044737e-06,0.025379621926375287,3.255376694678606e-05,0.9999724807526048,0.013350205531389697,0.00020772834284382225,0.001619900841536054,0.9998547954545707,0.10014884713304013,0.00012897636034544147,0.025584433496851782,0.04766535374859115,0.5969481217245509,0.00013668411094290523,8.28325667361274e-08,0.0002599107177210813,0.9999556490804008,0.9999711926929575,0.9999999838938665,0.0003210935166237949,6.499815256145324e-06,5.086048964872782e-05,0.001106122525902697,0.9999999593936776,0.18233619603626391,5.4297305848293156e-05,0.0022000349666709516
green,rgb,0.0008516581075052171,0.0011323521291840258,0.000773897312141846,1.0,6.740927849683743e-59,0.9999726741438516,1.0,3.7006565519646883e-54,0.9493395791942505,0.0008430473886064853,0.00088791885503644,0.0012849469307735248,0.0019507470417767258,0.0018126230990153736,0.0008959408076478422,0.0006303166283747117,9.196425291491936e-58,0.9999096643150145,1.0,0.9999999999998581,0.9999999999999922,0.9999999937180468,0.0008661326580146681,0.9999999999977174,0.0008596276629461075,0.008416514372888253,0.0012219235875416859,0.9999843291229225,0.0007040258828063384,0.9999999999999645,0.999999999999986,0.9999999999996705,0.0012335406829552791,0.9999999999974851,0.9999999999999831,0.9999999999999785,0.9999999999660734,0.00040904085674698596,0.9999999999997238,0.9999999742375207,0.9999999999999638,0.000495426222003855,0.0009185092573033956,8.999646800940518e-58,1.0,0.9999586141252849,0.9999583351706179,1.0,3.13774459307143e-54,0.9999999999987743,0.9999999999999987,0.9999999999999625
green,shape,0.829295630798419,0.9875869770584993,6.802609059618622e-05,0.9999998737596305,0.9999999916007171,0.999999914311708,0.9999999861622246,0.9999999970045517,0.9998210860333819,0.00027382712443165143,0.9218977065435388,0.9999995834730445,0.9250630777242539,0.9550772547567389,0.006607479837389735,0.00060233952872355,0.9999999998814464,0.9999999970817559,0.9999999993430613,0.999885418406182,0.9998984014944449,0.9996718465327658,0.00017614171600783857,0.9997103799720314,0.9999999381450244,0.0002591678728390409,0.9999999850437458,0.9995499594471113,0.00013544292762705603,0.9999636726321822,0.9995481627116406,0.999999206455688,0.80561559618649,0.9997142707191647,0.9999995345420615,0.9998379011787676,0.9997161805111874,0.9998529070102582,0.9997824838224253,0.9997684198012292,0.9990910692502323,0.00023171658499752555,0.9999998752438055,0.9999999938062929,0.9999999995831574,0.9999999783858011,0.9999999995990927,0.9999999996653226,0.9999999998084512,0.9988186566595214,0.9999971286736327,0.9995119672104289
green,object,0.010356897001419266,0.04128764686198315,4.150148428789e-05,0.9999999996417916,3.595673445620679e-09,0.999999622270822,0.9999999988345123,1.4594884046800599e-08,0.9998216683118483,0.00012279315374316355,0.009493434887050987,0.9433223648164044,0.027300328285017356,0.019148124935523213,0.0003361079750599169,0.0002279313703023023,2.3513309863830113e-08,0.999999941231423,0.9999999999428717,0.9999466802224862,0.999960706182203,0.999853539673146,0.00012899872551536736,0.999807852356991,0.9823641139483247,0.0001646508335633565,0.9992459285552465,0.999619762851584,6.356167350375046e-05,0.999990297947231,0.9998962703759801,0.9999836504543146,0.004973901062414149,0.9998457908875961,0.999998065988868,0.9999736446627074,0.9997644201211956,0.9442719725811363,0.9998918699409891,0.9998794047551548,0.9995988252995368,0.00010860773479326757,0.977821633949273,6.203211264289515e-09,0.9999999999550562,0.9999998474095109,0.9999999848923511,0.9999999999799727,7.429958206778538e-08,0.9994795734671259,0.999997050389719,0.9997696268868547
on,rgb,0.9999093241054835,0.9999497826095298,0.9999066410485835,2.221603123703475e-05,1.0,0.9999905975423566,0.00037546585301226224,1.0,0.9999642803580336,0.9999088473286065,0.9999112545228267,0.9999505690311495,0.9999439227453275,0.9999429718781432,0.9998850439344221,0.9999001933578923,1.0,0.9999929702103403,0.00024141936093372598,0.7302447207508792,0.6035865071934967,0.9992605883527305,0.9999984561502981,0.823768176594815,0.9999969845907506,0.9999987913179976,0.9999972251276049,0.9997896556843885,0.99990390914743,0.6268745127752317,0.6066833041576238,0.7537754446631143,0.9998954627910662,0.8265077679076939,0.6690288073933547,0.7090898878086471,0.8997681083058255,0.9999979699615155,0.8119359301317964,0.9998400372163503,0.710398224424963,0.9999180881789749,0.9999110032457107,1.0,4.15935722797254e-05,0.999991629020928,0.9999916619991125,5.4555733441382554e-05,1.0,0.798746781095134,0.544482777049738,0.684252890962034
on,shape,0.9999927151194871,0.9999765041603985,0.9999998315045451,6.3274573478230996e-06,0.0003375928651115853,6.733628629333376e-06,0.0003097742942688038,4.119948610662271e-05,0.999987160444774,0.9999909984909852,0.9999875140458748,0.9990838941124464,0.9999646757476824,0.9999337152930556,0.9999986106697454,0.9999488060889324,0.0010351488121146048,0.0011153680852759211,0.0001349088792508174,0.9926785323145795,0.999950433360191,0.9999575646866797,0.9999890268879698,0.9999714646460071,0.019483804273066365,0.9999377070894051,0.8701878461036644,0.9999065733188748,0.9999999474104152,0.9960713601363921,0.9999705146027591,0.9956961190815212,0.9999998064413621,0.9988540838892358,0.988623201959682,0.0012602369798218882,0.9996425593960303,0.5861582869918399,0.004006649566382995,0.9997120177566358,0.9999995031504634,0.9999999621464585,0.9993355030656587,0.0005878847004748363,6.730618465384686e-05,7.828249965662617e-06,0.0002938699550174723,0.00015905486614465784,0.00016176762068341658,0.9999932662440327,0.996042899105327,0.9999997691650195
on,object,0.9999948506429018,0.999993452272715,0.9999994303856006,4.795092543787192e-06,0.9999999752725426,0.080748352515311,0.00017067334315668827,0.9999998230453586,0.9999873813370506,0.999995140640953,0.9999916925397397,0.9995889804195661,0.9999897983524794,0.9999866759338516,0.9999979179550295,0.9999858685127158,0.9999999843241227,0.5861344692659549,9.061433862238303e-05,0.9691491714265554,0.9975625472732318,0.9999461068931154,0.9999985613887651,0.9993675759102215,0.9914243862296095,0.9999943524477176,0.9987705052124058,0.9999022375102699,0.9999997072209472,0.9725723604340991,0.9982249149526954,0.9836898321323363,0.9999992330806247,0.9932550018176488,0.9545576317029888,0.027725875017808894,0.9976469948419785,0.9986182171869616,0.08168963297162478,0.999771451039202,0.9998484557263634,0.9999996401041521,0.9996820771768994,0.999999978551966,2.6874751978465537e-05,0.09980300680816151,0.38304590374589526,5.2855345200542204e-05,0.9999999063098882,0.9995626770202553,0.9719827486930486,0.9999034298943373
the,rgb,0.999910836775294,0.9990480748790821,0.9999276908687249,2.655645819239797e-06,0.9999991592205869,1.0600258143421747e-11,6.1600028069941e-05,0.9999996634231356,0.0011256466009640534,0.999913431704832,0.9998993378091533,0.9988303708483744,0.998762570127219,0.998931149598707,0.9999574705841063,0.9999544305624716,0.9999990314013654,1.808816744887483e-11,5.1498388646873255e-06,0.0019526942038085766,0.00036997686869820923,4.86596123072864e-08,0.0021589195743800245,0.009429999821224862,0.03491606343814244,2.6918899524144433e-05,0.015667607531277584,2.0925418478158556e-05,0.9999411899206497,0.0018920553859109923,0.0007626742645032173,0.003697557488845087,0.9999153112380353,0.009958148176511451,0.0003528752243198981,0.00023966455495183197,0.027018074782483546,0.019060409989753845,0.0008106065985889146,2.569299370639913e-10,0.00046906849676463805,0.9999328735301841,0.9998962968009727,0.9999993795691514,7.2480540496837315e-06,1.1681760180646851e-11,1.155962557394103e-11,5.8014606492673805e-06,0.9999996477172348,0.007735032960604627,8.196273682703423e-05,0.0007823820431138846
the,shape,0.9999442137016109,0.9998864977471059,0.9999632450300308,0.07738870781654857,0.9312521225073095,0.0650907939168735,0.6256623117847415,0.29097866380955917,0.9999468860247543,0.9999012886039332,0.9984433354348551,0.9996315638066929,0.9998814149464729,0.9994948968846334,0.9999623904921564,0.9998308933291977,0.7567890092152746,0.37928931027647184,0.8868385904378523,0.5492048322268411,0.0010515461394996358,0.94952521984832,0.00035775531479104503,0.062245051806952854,9.795217514566463e-10,7.00626630631045e-08,0.0031907368596007534,5.4653544896614185e-05,0.999979825726351,0.2489811467792998,0.0008554458695639763,0.006041697069855802,0.989781821557519,0.7857841778490647,0.0004203764097553234,0.8826874808426471,0.6889559527983016,0.8138996730517335,0.0003727500526573907,3.9781738000074345e-06,0.0009375442982569825,0.9998833914806512,0.9988102863032974,0.9744238638264114,0.46256864239450296,0.08390853216002543,0.7109323725053404,0.8707917466222254,0.8568199019955904,0.9878350309647635,0.00029668833742929173,0.4052245325663436
the,object,0.9999712586557045,0.9999017454209446,0.9999454126675796,5.786296329147134e-05,0.9999999567169001,7.768584480413545e-06,0.0029872970530938287,0.9999995863477128,0.9515499540831445,0.9999535135854959,0.999832743537964,0.9997890250205965,0.9999023341163527,0.9997445321527346,0.9999788988694904,0.9998768626812471,0.9999999037660087,4.880602454469317e-05,0.0018002226012703523,0.018127763019436378,0.0004195976698869079,0.0007475487452692812,0.00024716414116623053,0.00659443045403493,4.383422728261831e-05,8.470134407768258e-06,0.02105677176013552,6.310395884028366e-05,0.9999682066276084,0.012431462602661807,0.00038195508160174236,0.0029052315936736943,0.9995167577965971,0.11008429064902389,0.00021331376952164153,0.022284931876339557,0.07661521634985882,0.6499609485551873,0.00017277439587714104,2.2426834821919034e-07,0.0004942480469520682,0.9999342160621625,0.9998896988133469,0.9999999743951249,0.00045718364884668873,1.0186413656877884e-05,7.736290717937273e-05,0.0015197701474540016,0.9999999145770944,0.2809821475322792,0.0001247100550627127,0.004150134287852555
yellow,rgb,0.7489427411435329,0.9737302366041661,0.7086845974584298,1.5261687284870475e-12,7.127964930044111e-06,0.986389217568651,5.975904451504989e-10,0.016572497334058984,0.9999017604090306,0.7432074191355013,0.7715067873027999,0.9774492390852926,0.9742752939046196,0.9711226656581242,0.5410174954141174,0.605500427793786,4.785860791666944e-05,0.9921177198819823,4.341053359657253e-10,0.018184046083428346,0.010464709979337216,0.994252513151032,0.9999946492636776,0.027965464212780844,0.9999864437285448,0.9999946800533286,0.9999890691159876,0.9994059567427319,0.665003216057277,0.00791048718022929,0.008865078771518485,0.0184612891472198,0.6997313141160755,0.028340527609489054,0.017355208998566313,0.026094948133760027,0.056929353291114725,0.9999915057987241,0.05086912508274524,0.9890992437166117,0.022601609089894358,0.7352620401842335,0.774759372111691,5.705304020580878e-05,5.571092990990091e-12,0.9880535065463603,0.9879793546694255,1.1643313463676038e-11,0.014894136602083283,0.02261764036341032,0.009513374007474892,0.016011473683604872
yellow,shape,0.9998601720294368,0.9996306488599754,0.7186079094367454,0.09717765657356885,0.00018520041261418476,0.9989778374952505,0.0033579893846947557,0.0016414034333030788,0.9064812778580653,0.9329488540917708,0.9995107451027965,0.9992320242408069,0.9999546726355024,0.9987863461929287,0.9333735022402452,0.0006841652382332975,0.00030901789655707026,0.999456278525821,0.8166562698617071,0.9999999927105323,2.380262512263398e-05,0.9965201491462545,0.9997779551036853,0.3704113178050513,0.999702906595677,0.9998474688206914,0.9997783353952332,0.00037715621920590307,0.6235087097640896,0.13493914527412995,0.0003178167584167584,9.548033331556613e-05,0.9968918184213307,0.13132381789872236,0.0006363035660894932,3.0222267497700453e-05,0.9998702562933847,0.9996720656829169,0.0012228788033874086,0.959814735974763,0.001280756113589832,0.9978402125133121,0.08702576409215781,0.0012830102756466878,0.0404050852952841,0.999109846626911,0.9990422113025537,0.4557403179549432,0.00042898064688497444,0.013054682492459368,0.00014113306652311473,0.4204239598619752
yellow,object,0.9989370044829314,0.9996830146073108,0.21058417294060522,0.9990150099535252,3.563897736826001e-05,0.9996048752241148,0.9971401676921785,0.0006095445604228651,0.9999918270818963,0.4458788304196553,0.9981953106858704,0.9995450908072804,0.9998920402221368,0.9985668353229062,0.5211472545404033,1.2996021338839811e-05,3.403697276018548e-05,0.9998557596517327,0.9999104023848834,0.9999979506110337,4.206261504544424e-05,0.9999772361865957,0.9998271513076029,0.9437709362747053,0.9997142533415119,0.9999312453305754,0.9998269537004203,0.0002468077105956119,0.19425201519446703,0.10668090717233754,0.0004360350325339481,0.00019390777395289954,0.9684394683696119,0.12208396201344378,0.0006258557974065716,0.8426611577500657,0.9999516762669513,0.9998563010467014,0.000855194370748887,0.9999260794683626,0.0013988910339822183,0.9882354120073902,0.9475731793659785,0.0003495436953631225,0.9997454301153204,0.999629522523482,0.9997441743223134,0.9998770347240228,0.0002685906649777945,0.049605785167230555,0.0002339808998255916,0.9098657895249863
