confFiles/written/written_4_30_stemmed_stop.conf
Accuracy:  0.7268749999999999
F1-Score:  0.7869642857142858
Precision:  0.7441666666666666
Recall:  0.9312499999999999
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.9133333333333333,1.0,0.8666666666666666,0.9133333333333333,1,1
squar,0.9550000000000001,1.0,0.9166666666666666,0.9466666666666667,1,1
corn,0.38,0.40166666666666667,0.8666666666666668,0.5278571428571428,1,1
cucumb,0.7416666666666666,0.7166666666666667,0.9333333333333332,0.7633333333333333,1,1
green,0.41833333333333333,0.41833333333333333,1.0,0.5652380952380953,2,1
ear,0.5166666666666667,0.475,1.0,0.6321428571428571,1,1
banana,0.5833333333333333,0.6833333333333333,0.7333333333333333,0.6933333333333332,1,1
block,0.8800000000000001,1.0,0.85,0.9066666666666666,1,1
Folder Number:  6000
Accuracy:  0.6735416666666667
F1-Score:  0.7435714285714285
Precision:  0.711875
Recall:  0.8958333333333333
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.9166666666666666,1.0,0.9166666666666666,0.9466666666666667,1,1
squar,1.0,1.0,1.0,1.0,1,1
corn,0.3816666666666667,0.5016666666666666,0.8166666666666667,0.6078571428571429,1,1
cucumb,0.76,0.725,0.9166666666666666,0.7723809523809524,1,1
green,0.44000000000000006,0.44000000000000006,1.0,0.5911904761904763,2,1
ear,0.3516666666666667,0.4683333333333334,0.8333333333333333,0.5788095238095239,1,1
banana,0.8800000000000001,0.8666666666666668,0.9333333333333332,0.8633333333333333,1,1
block,0.8966666666666667,1.0,0.85,0.9066666666666666,1,1
Folder Number:  6000
Accuracy:  0.7033333333333334
F1-Score:  0.7833630952380953
Precision:  0.7502083333333334
Recall:  0.9083333333333332
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.95,1.0,0.9333333333333332,0.9600000000000002,1,1
squar,0.9166666666666666,1.0,0.8666666666666666,0.9133333333333333,1,1
corn,0.4083333333333334,0.515,0.85,0.6161904761904762,1,1
cucumb,0.6633333333333333,0.8,0.8166666666666667,0.7733333333333333,1,1
green,0.43666666666666665,0.43666666666666665,1.0,0.5835714285714286,2,1
ear,0.36333333333333334,0.3733333333333333,0.9333333333333332,0.5114285714285713,1,1
banana,0.8266666666666665,0.8333333333333333,0.9,0.8400000000000001,1,1
block,0.9800000000000001,1.0,0.9666666666666666,0.9800000000000001,1,1
Folder Number:  6000
Accuracy:  0.693125
F1-Score:  0.7722321428571428
Precision:  0.7447916666666666
Recall:  0.9083333333333332
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.5833333333333333,0.5933333333333333,0.9333333333333332,0.7016666666666667,1,1
squar,0.5916666666666666,0.575,0.95,0.7023809523809523,1,1
corn,0.6833333333333333,0.7333333333333333,0.8166666666666667,0.7266666666666667,1,1
yellow,0.9066666666666666,0.85,1.0,0.9047619047619048,2,1
cucumb,0.7883333333333333,0.8083333333333332,0.9,0.8323809523809524,1,1
green,0.3516666666666667,0.3516666666666667,1.0,0.5083333333333334,1,1
ear,0.7433333333333334,0.6916666666666667,0.9166666666666666,0.7738095238095238,1,1
banana,0.7666666666666666,0.7666666666666666,0.8666666666666666,0.7933333333333333,1,1
block,0.5483333333333332,0.535,0.9333333333333332,0.6573809523809524,1,1
Folder Number:  6000
Accuracy:  0.6625925925925925
F1-Score:  0.7334126984126984
Precision:  0.6561111111111111
Recall:  0.924074074074074
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.5599999999999999,0.5599999999999999,0.9166666666666666,0.6616666666666667,1,1
squar,0.5700000000000001,0.55,0.8833333333333332,0.6547619047619049,1,1
corn,0.73,0.7666666666666667,0.8666666666666666,0.7866666666666667,1,1
yellow,0.86,0.8083333333333332,0.9666666666666666,0.8657142857142857,2,1
cucumb,0.6866666666666666,0.6833333333333333,0.85,0.7266666666666667,1,1
green,0.4133333333333334,0.4466666666666666,0.9666666666666666,0.5823809523809523,1,1
ear,0.7666666666666666,0.85,0.85,0.8266666666666665,1,1
banana,0.6916666666666667,0.75,0.7333333333333333,0.7,1,1
block,0.625,0.5249999999999999,1.0,0.6657142857142857,1,1
Folder Number:  6000
Accuracy:  0.6559259259259259
F1-Score:  0.7189153439153438
Precision:  0.6599999999999999
Recall:  0.8925925925925924
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.5449999999999999,0.5616666666666665,0.9166666666666666,0.6790476190476189,1,1
squar,0.5599999999999999,0.5666666666666667,0.8666666666666666,0.6785714285714286,1,1
corn,0.7266666666666666,0.7,0.8833333333333332,0.7633333333333334,1,1
yellow,0.8816666666666666,0.9083333333333332,0.9333333333333332,0.9057142857142859,2,1
cucumb,0.6883333333333332,0.675,0.9166666666666666,0.7623809523809524,1,1
green,0.44666666666666666,0.5466666666666666,0.9,0.6583333333333333,1,1
ear,0.78,0.8,0.8999999999999998,0.8200000000000001,1,1
banana,0.7016666666666665,0.9166666666666666,0.7333333333333334,0.7833333333333333,1,1
block,0.55,0.5516666666666666,0.9,0.6573809523809524,1,1
Folder Number:  6000
Accuracy:  0.6533333333333332
F1-Score:  0.7453439153439154
Precision:  0.6918518518518518
Recall:  0.8833333333333333
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.5916666666666666,0.625,0.8833333333333332,0.6857142857142857,1,1
squar,0.6083333333333333,0.575,0.9333333333333332,0.6823809523809523,1,1
corn,0.6466666666666667,0.7333333333333333,0.8333333333333333,0.7666666666666667,1,1
yellow,0.8966666666666667,0.9,0.9333333333333332,0.8933333333333332,2,1
cucumb,0.73,0.675,0.9166666666666666,0.7623809523809524,1,1
green,0.46333333333333326,0.4883333333333333,0.9666666666666666,0.6328571428571429,1,1
ear,0.7883333333333333,0.6916666666666667,0.9666666666666666,0.7857142857142857,1,1
banana,0.8016666666666665,0.7666666666666666,0.8666666666666666,0.7933333333333333,1,1
block,0.6083333333333333,0.65,0.9,0.718095238095238,1,1
Folder Number:  6000
Accuracy:  0.6816666666666666
F1-Score:  0.7467195767195767
Precision:  0.6783333333333333
Recall:  0.911111111111111
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.5266666666666666,0.5666666666666667,0.8666666666666666,0.6466666666666667,1,1
squar,0.6516666666666667,0.6333333333333333,0.9166666666666666,0.7147619047619049,1,1
corn,0.76,0.7083333333333333,0.9166666666666666,0.7657142857142857,1,1
yellow,0.9349999999999999,0.8833333333333332,1.0,0.9266666666666665,2,1
cucumb,0.8166666666666667,0.7916666666666667,0.9333333333333332,0.8257142857142858,1,1
green,0.39,0.41500000000000004,0.9666666666666666,0.5676190476190477,1,1
ear,0.7083333333333333,0.7,0.8999999999999998,0.7533333333333333,1,1
banana,0.805,0.7,0.9166666666666666,0.7766666666666666,1,1
block,0.625,0.6499999999999999,0.8833333333333332,0.7,1,1
Folder Number:  6000
Accuracy:  0.6909259259259258
F1-Score:  0.7419047619047618
Precision:  0.6720370370370369
Recall:  0.922222222222222
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.5416666666666666,0.5083333333333333,0.95,0.6490476190476191,1,1
squar,0.635,0.6333333333333333,0.8999999999999998,0.7233333333333334,1,1
corn,0.6833333333333333,0.75,0.85,0.77,1,1
yellow,0.8383333333333333,0.8583333333333332,0.9333333333333332,0.8723809523809525,2,1
cucumb,0.6666666666666666,0.675,0.8666666666666666,0.739047619047619,1,1
green,0.3416666666666667,0.425,0.8666666666666666,0.5495238095238096,1,1
ear,0.7766666666666666,0.6916666666666667,0.9666666666666666,0.7904761904761906,1,1
banana,0.8166666666666667,0.7166666666666667,0.9666666666666666,0.8066666666666666,1,1
block,0.465,0.51,0.8833333333333332,0.6197619047619047,1,1
Folder Number:  6000
Accuracy:  0.6405555555555555
F1-Score:  0.7244708994708995
Precision:  0.6409259259259259
Recall:  0.9092592592592591
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.4216666666666667,0.6083333333333333,0.7999999999999999,0.6523809523809524,1,1
squar,0.6233333333333333,0.6,0.9333333333333332,0.7004761904761904,1,1
corn,0.7666666666666667,0.675,0.95,0.7757142857142857,1,1
yellow,0.9,0.8916666666666666,0.9666666666666666,0.9123809523809523,2,1
cucumb,0.7183333333333334,0.8,0.8666666666666666,0.7966666666666666,1,1
green,0.425,0.4833333333333333,0.9333333333333332,0.6226190476190476,1,1
ear,0.775,0.7166666666666667,0.9166666666666666,0.7766666666666666,1,1
banana,0.71,0.6833333333333333,0.9,0.7466666666666667,1,1
block,0.5766666666666667,0.6666666666666667,0.8666666666666666,0.741904761904762,1,1
Folder Number:  6000
Accuracy:  0.6574074074074073
F1-Score:  0.7472751322751323
Precision:  0.6805555555555556
Recall:  0.9037037037037037
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.48,0.5499999999999999,0.8166666666666667,0.6152380952380951,1,1
squar,0.5199999999999999,0.595,0.85,0.6928571428571428,1,1
corn,0.6083333333333333,0.675,0.8166666666666667,0.709047619047619,1,1
yellow,0.8666666666666666,0.9,0.9333333333333332,0.9000000000000001,2,1
cucumb,0.7133333333333333,0.75,0.8666666666666666,0.7847619047619048,1,1
green,0.375,0.4333333333333333,0.9166666666666666,0.5695238095238095,1,1
ear,0.6799999999999999,0.6833333333333333,0.9333333333333332,0.7714285714285714,1,1
banana,0.8099999999999999,0.8,0.9166666666666666,0.82,1,1
block,0.5216666666666667,0.5599999999999999,0.8666666666666668,0.6454761904761905,1,1
Folder Number:  6000
Accuracy:  0.6194444444444444
F1-Score:  0.7231481481481482
Precision:  0.6607407407407407
Recall:  0.8796296296296295
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.6316666666666666,0.725,0.85,0.7671428571428571,1,1
squar,0.5016666666666667,0.5,0.85,0.6014285714285715,1,1
corn,0.7566666666666666,0.7666666666666667,0.9333333333333332,0.8266666666666668,1,1
yellow,0.9133333333333333,0.85,1.0,0.9066666666666666,2,1
cucumb,0.7416666666666667,0.7166666666666667,0.9,0.78,1,1
green,0.26666666666666666,0.39166666666666666,0.9,0.5171428571428571,1,1
ear,0.8716666666666667,0.8916666666666666,0.9333333333333332,0.8923809523809524,1,1
banana,0.6966666666666667,0.7833333333333333,0.8666666666666666,0.8,1,1
block,0.43,0.485,0.9,0.6078571428571429,1,1
Folder Number:  6000
Accuracy:  0.6455555555555555
F1-Score:  0.7443650793650795
Precision:  0.6788888888888889
Recall:  0.9037037037037037
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.5483333333333332,0.5916666666666667,0.8666666666666666,0.6761904761904762,1,1
squar,0.5650000000000001,0.575,0.8999999999999998,0.6623809523809524,1,1
corn,0.7166666666666667,0.7,0.8999999999999998,0.76,1,1
yellow,0.865,0.8166666666666668,0.9666666666666666,0.8733333333333334,2,1
cucumb,0.755,0.775,0.8833333333333332,0.7923809523809524,1,1
green,0.48166666666666663,0.5399999999999999,0.9333333333333332,0.669047619047619,1,1
ear,0.7016666666666667,0.7833333333333333,0.85,0.7914285714285715,1,1
banana,0.8916666666666668,0.9166666666666666,0.9166666666666666,0.8933333333333333,1,1
block,0.4616666666666666,0.6183333333333334,0.8166666666666667,0.6811904761904763,1,1
Folder Number:  6000
Accuracy:  0.6651851851851852
F1-Score:  0.7554761904761905
Precision:  0.7018518518518517
Recall:  0.8925925925925926
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.8166666666666667,0.7166666666666666,0.9666666666666666,0.8,1,1
corn,0.73,0.6583333333333333,1.0,0.7857142857142857,1,1
yellow,0.44833333333333336,0.61,0.7166666666666667,0.6288095238095238,1,1
cucumb,0.425,0.4849999999999999,0.8,0.5807142857142857,1,1
green,0.6233333333333333,0.5166666666666666,1.0,0.6680952380952381,3,1
ear,0.665,0.5499999999999999,0.9666666666666666,0.6799999999999999,1,1
banana,0.775,0.7833333333333333,0.8833333333333332,0.8,1,1
block,0.7766666666666666,0.7666666666666666,0.8666666666666666,0.7766666666666666,1,1
Folder Number:  6000
Accuracy:  0.6575
F1-Score:  0.7150000000000001
Precision:  0.6358333333333333
Recall:  0.8999999999999999
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.7516666666666666,0.75,0.9,0.7866666666666667,1,1
corn,0.5783333333333334,0.5666666666666667,0.8833333333333332,0.6819047619047619,1,1
yellow,0.4333333333333333,0.5166666666666666,0.8666666666666666,0.6204761904761904,1,1
cucumb,0.875,1.0,0.9,0.93,1,1
green,0.6283333333333333,0.5683333333333332,1.0,0.6997619047619048,3,1
ear,0.5133333333333333,0.575,0.8166666666666667,0.6461904761904762,1,1
banana,0.8066666666666666,0.7333333333333333,0.9666666666666666,0.8133333333333335,1,1
block,0.745,0.6583333333333333,0.9,0.7390476190476191,1,1
Folder Number:  6000
Accuracy:  0.6664583333333334
F1-Score:  0.739672619047619
Precision:  0.6710416666666665
Recall:  0.9041666666666667
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.7866666666666666,0.7166666666666667,0.9166666666666666,0.7733333333333333,1,1
corn,0.6083333333333333,0.7,0.8666666666666668,0.7266666666666668,1,1
yellow,0.4916666666666667,0.5333333333333333,0.8666666666666666,0.6271428571428571,1,1
cucumb,0.93,1.0,0.9,0.9400000000000001,1,1
green,0.5633333333333332,0.5083333333333333,1.0,0.657142857142857,3,1
ear,0.7083333333333334,0.6666666666666667,0.9666666666666666,0.7714285714285715,1,1
banana,0.7266666666666667,0.7833333333333333,0.85,0.78,1,1
block,0.5583333333333333,0.6916666666666667,0.8,0.7304761904761905,1,1
Folder Number:  6000
Accuracy:  0.6716666666666666
F1-Score:  0.7507738095238095
Precision:  0.7
Recall:  0.8958333333333333
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.755,0.6916666666666667,0.9166666666666666,0.7523809523809525,1,1
corn,0.67,0.6166666666666666,0.9666666666666666,0.7385714285714285,1,1
yellow,0.44499999999999995,0.5,0.85,0.6138095238095238,1,1
cucumb,0.4916666666666666,0.4666666666666666,0.9666666666666666,0.6128571428571428,1,1
green,0.6716666666666666,0.6383333333333334,1.0,0.7583333333333333,3,1
ear,0.6533333333333334,0.6333333333333333,0.8666666666666666,0.7033333333333334,1,1
banana,0.7166666666666667,0.7333333333333333,0.8166666666666667,0.7214285714285714,1,1
block,0.7649999999999999,0.7,0.9166666666666666,0.7814285714285714,1,1
Folder Number:  6000
Accuracy:  0.6460416666666666
F1-Score:  0.7102678571428571
Precision:  0.6224999999999999
Recall:  0.9125
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.7266666666666667,0.65,0.9333333333333332,0.7214285714285713,1,1
corn,0.5216666666666667,0.65,0.7166666666666667,0.6599999999999999,1,1
yellow,0.5866666666666667,0.4816666666666666,1.0,0.6361904761904762,1,1
cucumb,0.46833333333333327,0.5016666666666667,0.8833333333333332,0.6083333333333334,1,1
green,0.7016666666666667,0.625,1.0,0.7492857142857142,3,1
ear,0.685,0.7,0.9,0.7433333333333333,1,1
banana,0.7833333333333334,0.8083333333333332,0.8666666666666666,0.7923809523809524,1,1
block,0.7316666666666667,0.7,0.8833333333333332,0.7566666666666666,1,1
Folder Number:  6000
Accuracy:  0.650625
F1-Score:  0.7084523809523808
Precision:  0.6395833333333333
Recall:  0.8979166666666666
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.8800000000000001,0.8,0.9666666666666666,0.8466666666666667,1,1
corn,0.55,0.65,0.7833333333333333,0.65,1,1
yellow,0.5266666666666666,0.5066666666666666,0.9166666666666666,0.6442857142857144,1,1
cucumb,0.9083333333333332,1.0,0.8999999999999998,0.93,1,1
green,0.6366666666666666,0.6083333333333333,1.0,0.7369047619047618,3,1
ear,0.5733333333333333,0.6433333333333333,0.8333333333333333,0.7016666666666667,1,1
banana,0.76,0.725,0.9166666666666666,0.7890476190476191,1,1
block,0.7583333333333333,0.7,0.9166666666666666,0.7766666666666666,1,1
Folder Number:  6000
Accuracy:  0.6991666666666667
F1-Score:  0.7594047619047619
Precision:  0.7041666666666666
Recall:  0.9041666666666666
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.8800000000000001,0.8583333333333332,0.95,0.8957142857142856,1,1
corn,0.6599999999999999,0.6083333333333333,0.9166666666666666,0.6957142857142856,1,1
yellow,0.265,0.48999999999999994,0.7,0.5514285714285715,1,1
cucumb,0.45166666666666677,0.43,0.95,0.5733333333333333,1,1
green,0.47833333333333333,0.42666666666666664,1.0,0.5850000000000001,3,1
ear,0.6083333333333333,0.6583333333333334,0.85,0.7123809523809523,1,1
banana,0.8166666666666667,0.7833333333333333,0.9,0.8099999999999999,1,1
block,0.7683333333333333,0.7166666666666666,0.9,0.7847619047619048,1,1
Folder Number:  6000
Accuracy:  0.6160416666666667
F1-Score:  0.7010416666666666
Precision:  0.6214583333333332
Recall:  0.8958333333333334
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.8150000000000001,0.8166666666666668,0.9166666666666666,0.8314285714285713,1,1
corn,0.46833333333333327,0.55,0.75,0.6138095238095238,1,1
yellow,0.5183333333333333,0.5433333333333333,0.85,0.6383333333333334,1,1
cucumb,0.6566666666666666,0.6166666666666666,0.9666666666666666,0.7023809523809524,1,1
green,0.61,0.56,1.0,0.6973809523809523,3,1
ear,0.74,0.7083333333333333,0.9166666666666666,0.7757142857142857,1,1
banana,0.6216666666666667,0.75,0.8,0.7400000000000001,1,1
block,0.7833333333333333,0.7666666666666666,0.9,0.7966666666666666,1,1
Folder Number:  6000
Accuracy:  0.6516666666666666
F1-Score:  0.7244642857142857
Precision:  0.6639583333333333
Recall:  0.8875
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.8216666666666667,0.7833333333333333,0.9,0.7933333333333332,1,1
corn,0.6033333333333333,0.6166666666666667,0.8333333333333333,0.6780952380952381,1,1
yellow,0.4916666666666666,0.4833333333333333,0.9166666666666666,0.6100000000000001,1,1
cucumb,0.585,0.5900000000000001,0.9333333333333332,0.6938095238095239,1,1
green,0.475,0.41666666666666663,1.0,0.5647619047619048,3,1
ear,0.55,0.5166666666666666,0.8833333333333332,0.6133333333333334,1,1
banana,0.7666666666666666,0.825,0.8833333333333332,0.819047619047619,1,1
block,0.705,0.8333333333333333,0.8,0.7680952380952382,1,1
Folder Number:  6000
Accuracy:  0.6247916666666666
F1-Score:  0.6925595238095239
Precision:  0.6331249999999999
Recall:  0.8937499999999999
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.6766666666666666,0.8083333333333332,0.85,0.799047619047619,1,1
corn,0.5933333333333334,0.4833333333333332,1.0,0.64,1,1
yellow,0.5483333333333333,0.5599999999999999,0.9166666666666666,0.6697619047619048,1,1
cucumb,0.5366666666666666,0.55,0.85,0.6504761904761905,1,1
green,0.5983333333333334,0.5466666666666666,1.0,0.694047619047619,3,1
ear,0.6683333333333333,0.65,0.8833333333333332,0.7166666666666666,1,1
banana,0.5916666666666666,0.7,0.8,0.7266666666666668,1,1
block,0.85,0.7666666666666667,1.0,0.8466666666666667,1,1
Folder Number:  6000
Accuracy:  0.6329166666666666
F1-Score:  0.7179166666666666
Precision:  0.6331249999999999
Recall:  0.9125000000000001
