confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
Precision:  0.8208333333333333
Recall:  0.8854166666666666
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.85,1.0,0.8666666666666666,0.9100000000000001,1,1
squar,0.9666666666666666,1.0,0.95,0.9666666666666666,1,1
corn,0.44333333333333336,0.4583333333333333,0.8833333333333332,0.5821428571428572,1,1
cucumb,0.8166666666666667,0.7583333333333333,0.9666666666666666,0.8257142857142856,1,1
green,0.975,1.0,0.9666666666666666,0.9800000000000001,2,1
ear,0.45999999999999996,0.4666666666666667,0.8666666666666666,0.5788095238095238,1,1
banana,0.8549999999999999,0.8666666666666666,0.9166666666666666,0.86,1,1
block,0.975,1.0,0.9666666666666666,0.9800000000000001,1,1
Folder Number:  6000
Accuracy:  0.7927083333333332
F1-Score:  0.8354166666666667
Precision:  0.8187500000000001
Recall:  0.9229166666666666
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,1.0,1.0,1.0,1.0,1,1
squar,0.9216666666666666,1.0,0.8999999999999998,0.9400000000000001,1,1
corn,0.42833333333333334,0.465,0.9166666666666666,0.5823809523809523,1,1
cucumb,0.9333333333333332,1.0,0.9333333333333332,0.9600000000000002,1,1
green,0.975,1.0,0.9666666666666666,0.9800000000000001,2,1
ear,0.5216666666666667,0.5266666666666666,0.8666666666666666,0.6307142857142858,1,1
banana,0.7916666666666666,0.9166666666666666,0.8166666666666667,0.8566666666666667,1,1
block,0.9216666666666666,1.0,0.8833333333333332,0.9266666666666665,1,1
Folder Number:  6000
Accuracy:  0.8116666666666666
F1-Score:  0.8595535714285714
Precision:  0.8635416666666667
Recall:  0.9104166666666667
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.9,1.0,0.8833333333333332,0.9166666666666666,1,1
squar,0.8666666666666666,1.0,0.85,0.8966666666666667,1,1
corn,0.44333333333333336,0.495,0.8999999999999998,0.6054761904761905,1,1
cucumb,0.9416666666666667,1.0,0.9166666666666666,0.9466666666666667,1,1
green,1.0,1.0,1.0,1.0,2,1
ear,0.5216666666666667,0.52,0.9166666666666666,0.6466666666666667,1,1
banana,0.7616666666666666,0.8583333333333332,0.8166666666666667,0.8123809523809525,1,1
block,0.95,1.0,0.9166666666666666,0.9466666666666667,1,1
Folder Number:  6000
Accuracy:  0.798125
F1-Score:  0.8463988095238095
Precision:  0.8591666666666666
Recall:  0.8999999999999999
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.975,1.0,0.9666666666666666,0.9800000000000001,1,1
squar,0.9666666666666666,1.0,0.9666666666666666,0.9800000000000001,1,1
corn,0.44000000000000006,0.4266666666666666,0.9333333333333332,0.5714285714285714,1,1
cucumb,0.8216666666666667,0.7583333333333333,0.95,0.8290476190476191,1,1
green,0.4416666666666667,0.4416666666666667,1.0,0.5857142857142857,2,1
ear,0.4083333333333333,0.5333333333333333,0.8166666666666667,0.6138095238095238,1,1
banana,0.725,0.8,0.75,0.7566666666666666,1,1
block,1.0,1.0,1.0,1.0,1,1
Folder Number:  6000
Accuracy:  0.7222916666666667
F1-Score:  0.7895833333333333
Precision:  0.745
Recall:  0.9229166666666666
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.8333333333333333,1.0,0.7666666666666667,0.8533333333333333,1,1
squar,1.0,1.0,1.0,1.0,1,1
corn,0.48,0.42333333333333323,0.9666666666666666,0.5745238095238095,1,1
cucumb,0.8933333333333333,0.85,0.9666666666666666,0.8847619047619049,1,1
green,0.9416666666666667,1.0,0.9333333333333332,0.96,2,1
ear,0.37,0.37666666666666665,0.95,0.5183333333333333,1,1
banana,0.73,0.8833333333333332,0.8333333333333333,0.8066666666666666,1,1
block,0.9083333333333332,1.0,0.9,0.9400000000000001,1,1
Folder Number:  6000
Accuracy:  0.7695833333333333
F1-Score:  0.817202380952381
Precision:  0.8166666666666667
Recall:  0.9145833333333333
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.9216666666666666,1.0,0.8833333333333332,0.9266666666666665,1,1
squar,0.8633333333333333,1.0,0.8333333333333333,0.9,1,1
corn,0.4416666666666667,0.41999999999999993,0.9666666666666666,0.5671428571428572,1,1
cucumb,0.8516666666666666,0.7666666666666666,0.9666666666666666,0.8266666666666665,1,1
green,0.42333333333333334,0.42333333333333334,1.0,0.58,2,1
ear,0.3466666666666667,0.4833333333333333,0.8166666666666668,0.5711904761904762,1,1
banana,0.8766666666666667,0.8833333333333332,0.9333333333333332,0.8866666666666667,1,1
block,0.8416666666666666,1.0,0.7833333333333334,0.8566666666666667,1,1
Folder Number:  6000
Accuracy:  0.6958333333333333
F1-Score:  0.764375
Precision:  0.7470833333333333
Recall:  0.8979166666666667
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.9166666666666666,1.0,0.9,0.9400000000000001,1,1
squar,0.9083333333333332,1.0,0.9,0.9400000000000001,1,1
corn,0.36666666666666664,0.4083333333333333,0.8833333333333332,0.5347619047619047,1,1
cucumb,0.7383333333333333,0.6833333333333333,0.9166666666666666,0.7633333333333334,1,1
green,0.425,0.45,0.9666666666666666,0.59,2,1
ear,0.39333333333333337,0.5249999999999999,0.8166666666666667,0.6180952380952381,1,1
banana,0.885,0.8666666666666666,0.9333333333333332,0.8733333333333334,1,1
block,0.975,1.0,0.9666666666666666,0.9800000000000001,1,1
Folder Number:  6000
Accuracy:  0.7010416666666666
F1-Score:  0.7799404761904762
Precision:  0.7416666666666667
Recall:  0.9104166666666667
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.8183333333333334,0.7166666666666666,0.9666666666666666,0.7933333333333333,1,1
squar,0.8416666666666666,0.8333333333333333,0.9333333333333332,0.8533333333333333,1,1
corn,0.7966666666666666,0.725,1.0,0.8238095238095239,1,1
yellow,0.7216666666666667,0.65,0.9333333333333332,0.7514285714285713,2,1
cucumb,0.37833333333333335,0.4699999999999999,0.8833333333333332,0.5938095238095238,1,1
green,0.33333333333333337,0.4833333333333333,0.8666666666666666,0.5954761904761906,1,1
ear,0.7233333333333334,0.7333333333333333,0.85,0.7614285714285713,1,1
banana,0.9466666666666667,1.0,0.9333333333333332,0.96,1,1
block,0.76,0.8333333333333333,0.8833333333333332,0.8333333333333334,1,1
Folder Number:  6000
Accuracy:  0.7022222222222223
F1-Score:  0.7739947089947089
Precision:  0.716111111111111
Recall:  0.9166666666666666
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.5833333333333333,0.4666666666666666,1.0,0.6266666666666667,1,1
squar,0.6266666666666667,0.55,1.0,0.6895238095238094,1,1
corn,0.6283333333333333,0.625,0.85,0.7023809523809524,1,1
yellow,0.8833333333333332,0.9,0.9333333333333332,0.8933333333333333,2,1
cucumb,0.44666666666666666,0.48,0.9666666666666666,0.6297619047619047,1,1
green,0.36666666666666664,0.39166666666666666,0.9666666666666666,0.5426190476190477,1,1
ear,0.7,0.7416666666666667,0.8999999999999998,0.7857142857142858,1,1
banana,0.9333333333333332,1.0,0.9333333333333332,0.96,1,1
block,0.5616666666666665,0.5099999999999999,0.9666666666666666,0.6516666666666666,1,1
Folder Number:  6000
Accuracy:  0.6366666666666666
F1-Score:  0.7201851851851852
Precision:  0.6294444444444444
Recall:  0.9462962962962962
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.505,0.6166666666666666,0.8,0.6580952380952381,1,1
squar,0.385,0.5333333333333333,0.7666666666666667,0.5933333333333334,1,1
corn,0.6249999999999999,0.6833333333333333,0.85,0.7433333333333334,1,1
yellow,0.7816666666666666,0.7083333333333333,0.9333333333333332,0.7723809523809524,2,1
cucumb,0.34833333333333333,0.3983333333333333,0.9333333333333332,0.5414285714285714,1,1
green,0.35666666666666663,0.4149999999999999,0.9166666666666666,0.5597619047619048,1,1
ear,0.7966666666666666,0.8416666666666666,0.9,0.8590476190476191,1,1
banana,0.73,1.0,0.6833333333333333,0.7866666666666666,1,1
block,0.5333333333333333,0.5583333333333333,0.8666666666666666,0.6590476190476191,1,1
Folder Number:  6000
Accuracy:  0.5624074074074072
F1-Score:  0.6858994708994709
Precision:  0.6394444444444445
Recall:  0.85
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.47833333333333333,0.55,0.8666666666666666,0.647142857142857,1,1
squar,0.605,0.5083333333333333,1.0,0.6623809523809524,1,1
corn,0.8016666666666665,0.875,0.9,0.8657142857142859,1,1
yellow,0.975,0.95,1.0,0.9666666666666666,2,1
cucumb,0.3916666666666667,0.4916666666666666,0.8833333333333332,0.6057142857142858,1,1
green,0.33166666666666667,0.38166666666666665,0.9166666666666666,0.5264285714285714,1,1
ear,0.73,0.675,0.95,0.7757142857142857,1,1
banana,0.9416666666666667,1.0,0.9333333333333332,0.9600000000000002,1,1
block,0.45166666666666666,0.5333333333333333,0.8,0.6166666666666666,1,1
Folder Number:  6000
Accuracy:  0.6340740740740739
F1-Score:  0.7362698412698412
Precision:  0.6627777777777778
Recall:  0.9166666666666666
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.7849999999999999,0.8416666666666666,0.8666666666666666,0.839047619047619,1,1
squar,0.8466666666666667,0.8666666666666666,0.8999999999999998,0.8533333333333333,1,1
corn,0.9333333333333332,1.0,0.9,0.9333333333333332,1,1
yellow,0.8183333333333334,0.75,0.9666666666666666,0.8266666666666668,2,1
cucumb,0.31666666666666665,0.4416666666666667,0.8666666666666666,0.5626190476190476,1,1
green,0.4833333333333334,0.4833333333333334,1.0,0.6335714285714286,1,1
ear,0.975,1.0,0.95,0.9666666666666666,1,1
banana,0.8383333333333333,1.0,0.7833333333333334,0.8666666666666666,1,1
block,0.85,0.8166666666666668,0.9333333333333332,0.8533333333333333,1,1
Folder Number:  6000
Accuracy:  0.7607407407407406
F1-Score:  0.815026455026455
Precision:  0.7999999999999999
Recall:  0.9074074074074073
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.6933333333333332,0.625,1.0,0.7538095238095237,1,1
squar,0.625,0.56,0.9,0.675,1,1
corn,0.75,0.7916666666666666,0.85,0.8023809523809524,1,1
yellow,0.8600000000000001,0.8666666666666666,0.9333333333333332,0.8800000000000001,2,1
cucumb,0.36,0.51,0.8166666666666667,0.6050000000000001,1,1
green,0.29833333333333334,0.39,0.8833333333333332,0.5142857142857143,1,1
ear,0.7466666666666667,0.6666666666666667,1.0,0.7914285714285714,1,1
banana,0.9333333333333332,1.0,0.9,0.9333333333333332,1,1
block,0.5816666666666666,0.5166666666666666,0.95,0.6580952380952381,1,1
Folder Number:  6000
Accuracy:  0.649814814814815
F1-Score:  0.7348148148148148
Precision:  0.6585185185185185
Recall:  0.9148148148148147
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.5233333333333332,0.5916666666666666,0.8666666666666668,0.6919047619047618,1,1
squar,0.4683333333333334,0.4166666666666667,0.9,0.5599999999999999,1,1
corn,0.7383333333333333,0.825,0.8833333333333332,0.8423809523809525,1,1
yellow,0.8566666666666667,0.7166666666666666,1.0,0.8133333333333332,2,1
cucumb,0.37666666666666665,0.42666666666666664,0.9166666666666666,0.5654761904761905,1,1
green,0.3333333333333333,0.4666666666666666,0.8166666666666667,0.5714285714285714,1,1
ear,0.7416666666666666,0.7,0.9333333333333332,0.78,1,1
banana,0.905,1.0,0.8333333333333333,0.8933333333333333,1,1
block,0.5549999999999999,0.5499999999999999,0.9,0.660952380952381,1,1
Folder Number:  6000
Accuracy:  0.6109259259259259
F1-Score:  0.7087566137566137
Precision:  0.6325925925925925
Recall:  0.8944444444444445
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.505,0.5666666666666667,0.8333333333333333,0.6623809523809523,1,1
squar,0.4266666666666666,0.4833333333333333,0.8,0.5733333333333334,1,1
corn,0.7649999999999999,0.675,1.0,0.7971428571428572,1,1
yellow,0.8216666666666667,0.725,0.9666666666666666,0.8123809523809523,2,1
cucumb,0.41666666666666663,0.4416666666666666,0.9666666666666666,0.5819047619047619,1,1
green,0.135,0.40499999999999997,0.65,0.4828571428571428,1,1
ear,0.63,0.7166666666666667,0.7833333333333334,0.7233333333333334,1,1
banana,0.9083333333333332,1.0,0.8833333333333332,0.9266666666666665,1,1
block,0.575,0.5333333333333333,0.9166666666666666,0.6471428571428571,1,1
Folder Number:  6000
Accuracy:  0.5759259259259258
F1-Score:  0.6896825396825397
Precision:  0.6162962962962963
Recall:  0.8666666666666667
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.565,0.5766666666666667,0.9,0.6869047619047619,1,1
squar,0.5866666666666667,0.5916666666666667,0.9333333333333332,0.7038095238095238,1,1
corn,0.8166666666666667,0.8416666666666666,0.9333333333333332,0.8657142857142857,1,1
yellow,0.9016666666666667,0.8666666666666666,0.9666666666666666,0.8980952380952381,2,1
cucumb,0.4,0.4333333333333334,0.9666666666666666,0.5821428571428572,1,1
green,0.5183333333333333,0.5516666666666666,0.95,0.6852380952380952,1,1
ear,0.8383333333333333,0.7833333333333333,0.9666666666666666,0.8400000000000001,1,1
banana,0.7333333333333333,1.0,0.7333333333333333,0.8300000000000001,1,1
block,0.4583333333333333,0.5333333333333333,0.8166666666666668,0.6142857142857143,1,1
Folder Number:  6000
Accuracy:  0.6464814814814814
F1-Score:  0.7451322751322752
Precision:  0.6864814814814815
Recall:  0.9074074074074073
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.43499999999999994,0.55,0.8166666666666668,0.6204761904761905,1,1
squar,0.5683333333333332,0.5583333333333333,0.9333333333333332,0.6690476190476191,1,1
corn,0.7966666666666666,0.725,0.9666666666666666,0.8123809523809523,1,1
yellow,0.82,0.725,0.9666666666666666,0.8123809523809523,2,1
cucumb,0.44833333333333336,0.5183333333333333,0.9,0.6500000000000001,1,1
green,0.30333333333333334,0.48166666666666674,0.8,0.575952380952381,1,1
ear,0.705,0.675,0.9,0.7390476190476191,1,1
banana,0.9,1.0,0.85,0.9066666666666666,1,1
block,0.45166666666666655,0.55,0.7833333333333333,0.6276190476190477,1,1
Folder Number:  6000
Accuracy:  0.6031481481481481
F1-Score:  0.7126190476190477
Precision:  0.6425925925925926
Recall:  0.8796296296296295
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.8099999999999999,0.8,0.9333333333333332,0.8514285714285714,1,1
corn,0.8383333333333333,0.8166666666666667,0.9333333333333332,0.8466666666666669,1,1
yellow,0.5499999999999999,0.6416666666666666,0.9,0.7,1,1
cucumb,0.4716666666666667,0.45,0.9,0.5790476190476191,1,1
green,0.5183333333333333,0.4583333333333333,1.0,0.6178571428571429,3,1
ear,0.8383333333333333,0.775,0.95,0.819047619047619,1,1
banana,0.8666666666666666,1.0,0.8833333333333332,0.9166666666666666,1,1
block,0.825,0.7666666666666666,0.9666666666666666,0.8333333333333333,1,1
Folder Number:  6000
Accuracy:  0.7147916666666666
F1-Score:  0.7705059523809524
Precision:  0.7135416666666666
Recall:  0.9333333333333333
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.8133333333333332,0.875,0.8666666666666666,0.849047619047619,1,1
corn,0.9416666666666667,1.0,0.9333333333333332,0.96,1,1
yellow,0.725,0.65,0.9666666666666666,0.74,1,1
cucumb,0.6016666666666667,0.65,0.85,0.7033333333333334,1,1
green,0.6366666666666667,0.5333333333333333,1.0,0.6814285714285714,3,1
ear,0.9083333333333332,1.0,0.8999999999999998,0.9400000000000001,1,1
banana,0.9166666666666666,1.0,0.8833333333333332,0.9266666666666665,1,1
block,0.8350000000000002,0.875,0.8833333333333332,0.8457142857142859,1,1
Folder Number:  6000
Accuracy:  0.7972916666666667
F1-Score:  0.8307738095238095
Precision:  0.8229166666666666
Recall:  0.9104166666666665
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.6933333333333332,0.8333333333333333,0.8333333333333334,0.78,1,1
corn,0.9333333333333332,1.0,0.9333333333333332,0.96,1,1
yellow,0.73,0.6433333333333333,1.0,0.755,1,1
cucumb,0.44499999999999995,0.5666666666666667,0.7666666666666666,0.6304761904761904,1,1
green,0.73,0.65,1.0,0.7614285714285713,3,1
ear,0.9333333333333332,1.0,0.9333333333333332,0.96,1,1
banana,0.8166666666666667,1.0,0.7833333333333334,0.8666666666666666,1,1
block,0.735,0.7166666666666667,0.8333333333333333,0.7533333333333333,1,1
Folder Number:  6000
Accuracy:  0.7520833333333332
F1-Score:  0.8083630952380951
Precision:  0.80125
Recall:  0.8854166666666666
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.7699999999999999,0.6583333333333333,0.9666666666666666,0.7704761904761904,1,1
corn,0.9800000000000001,1.0,0.9666666666666666,0.9800000000000001,1,1
yellow,0.7166666666666667,0.7783333333333334,0.9,0.8157142857142856,1,1
cucumb,0.5050000000000001,0.5066666666666666,0.8999999999999998,0.616904761904762,1,1
green,0.4766666666666667,0.44000000000000006,1.0,0.6059523809523808,3,1
ear,0.9666666666666666,1.0,0.95,0.9666666666666666,1,1
banana,0.8683333333333332,1.0,0.8333333333333333,0.9,1,1
block,0.7666666666666666,0.8166666666666667,0.8,0.7766666666666666,1,1
Folder Number:  6000
Accuracy:  0.75625
F1-Score:  0.8040476190476191
Precision:  0.775
Recall:  0.9145833333333333
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.7416666666666666,0.7333333333333333,0.9166666666666666,0.8033333333333333,1,1
corn,0.8383333333333333,1.0,0.7833333333333333,0.8566666666666667,1,1
yellow,0.6533333333333333,0.5833333333333333,0.8833333333333332,0.6838095238095239,1,1
cucumb,0.48166666666666663,0.4833333333333333,0.8833333333333332,0.602857142857143,1,1
green,0.65,0.615,1.0,0.7466666666666667,3,1
ear,0.925,1.0,0.8833333333333332,0.9266666666666665,1,1
banana,0.9416666666666667,1.0,0.9166666666666666,0.9466666666666667,1,1
block,0.8216666666666667,0.7833333333333333,0.9666666666666666,0.8533333333333333,1,1
Folder Number:  6000
Accuracy:  0.7566666666666666
F1-Score:  0.8025
Precision:  0.7747916666666667
Recall:  0.9041666666666666
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.8466666666666667,0.7833333333333333,0.9666666666666666,0.8400000000000001,1,1
corn,0.9550000000000001,1.0,0.9333333333333332,0.96,1,1
yellow,0.5566666666666666,0.5666666666666667,0.8,0.6466666666666667,1,1
cucumb,0.5433333333333332,0.4666666666666666,0.9666666666666666,0.6,1,1
green,0.5966666666666667,0.5083333333333333,1.0,0.6547619047619049,3,1
ear,0.9666666666666666,1.0,0.9666666666666666,0.9800000000000001,1,1
banana,0.9666666666666666,1.0,0.9666666666666666,0.9800000000000001,1,1
block,0.875,0.9666666666666666,0.8833333333333332,0.9133333333333333,1,1
Folder Number:  6000
Accuracy:  0.7883333333333333
F1-Score:  0.8218452380952381
Precision:  0.7864583333333333
Recall:  0.9354166666666666
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.8100000000000002,0.725,0.9666666666666666,0.8057142857142857,1,1
corn,0.95,1.0,0.9166666666666666,0.9466666666666667,1,1
yellow,0.6900000000000001,0.6416666666666666,0.9166666666666666,0.7390476190476191,1,1
cucumb,0.45999999999999996,0.5766666666666665,0.8166666666666667,0.645,1,1
green,0.7016666666666667,0.65,1.0,0.775,3,1
ear,0.8333333333333333,1.0,0.85,0.8966666666666667,1,1
banana,0.9083333333333332,1.0,0.9,0.9400000000000001,1,1
block,0.7116666666666667,0.6916666666666667,0.8833333333333332,0.7457142857142857,1,1
Folder Number:  6000
Accuracy:  0.7581249999999999
F1-Score:  0.8117261904761905
Precision:  0.785625
Recall:  0.90625
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.7383333333333333,0.8916666666666666,0.8333333333333333,0.8323809523809524,1,1
corn,0.875,1.0,0.8333333333333333,0.8833333333333332,1,1
yellow,0.5516666666666666,0.6333333333333333,0.85,0.6933333333333332,1,1
cucumb,0.5116666666666667,0.5166666666666666,0.8666666666666666,0.6366666666666668,1,1
green,0.6183333333333334,0.5533333333333333,1.0,0.7014285714285714,3,1
ear,1.0,1.0,1.0,1.0,1,1
banana,0.8916666666666666,1.0,0.8666666666666666,0.9133333333333333,1,1
block,0.6133333333333334,0.7166666666666667,0.8,0.7333333333333333,1,1
Folder Number:  6000
Accuracy:  0.725
F1-Score:  0.7992261904761905
Precision:  0.7889583333333333
Recall:  0.8812499999999999
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.5683333333333332,0.65,0.7833333333333333,0.6880952380952381,1,1
corn,0.8333333333333333,1.0,0.7666666666666666,0.8533333333333333,1,1
yellow,0.6183333333333333,0.55,0.9333333333333332,0.6633333333333333,1,1
cucumb,0.45833333333333337,0.4666666666666666,0.9333333333333332,0.5766666666666668,1,1
green,0.5416666666666666,0.4933333333333333,1.0,0.643095238095238,3,1
ear,0.9333333333333332,1.0,0.9166666666666666,0.9466666666666667,1,1
banana,0.9416666666666667,1.0,0.9333333333333332,0.9600000000000002,1,1
block,0.8100000000000002,0.7833333333333333,0.8833333333333332,0.7933333333333333,1,1
Folder Number:  6000
Accuracy:  0.713125
F1-Score:  0.7655654761904762
Precision:  0.7429166666666667
Recall:  0.8937499999999998
confFiles/written/written_4_30_stemmed_stop.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.7716666666666666,0.7666666666666666,0.9,0.818095238095238,1,1
corn,0.875,1.0,0.85,0.9066666666666666,1,1
yellow,0.6883333333333332,0.6666666666666666,0.9,0.7366666666666667,1,1
cucumb,0.44333333333333336,0.5666666666666667,0.8166666666666667,0.6323809523809525,1,1
green,0.61,0.535,1.0,0.6764285714285714,3,1
ear,0.9666666666666666,1.0,0.95,0.9666666666666666,1,1
banana,0.8083333333333333,1.0,0.7666666666666667,0.8533333333333333,1,1
block,0.8800000000000001,0.8083333333333332,1.0,0.879047619047619,1,1
Folder Number:  6000
Accuracy:  0.7554166666666666
F1-Score:  0.8086607142857143
Precision:  0.7929166666666667
Recall:  0.8979166666666667
