Token,Type,2-corn/corn_2,2-corn/corn_3,2-corn/corn_1,0-cube/cube_2,0-cube/cube_3,0-cube/cube_1,4-cube/cube_2,4-cube/cube_3,3-corn/corn_3,3-corn/corn_2,3-corn/corn_1,1-corn/corn_1,0-corn/corn_1,0-corn/corn_2,0-corn/corn_3,3-cube/cube_1,3-cube/cube_3,3-cube/cube_2,2-cucumber/cucumber_2,2-cucumber/cucumber_1,0-banana/banana_2,0-banana/banana_3,2-cucumber/cucumber_4,0-banana/banana_1,1-banana/banana_3,1-banana/banana_2,1-banana/banana_1,0-cucumber/cucumber_1,0-cucumber/cucumber_2,5-corn/corn_2,0-cucumber/cucumber_4,1-corn/corn_3,1-corn/corn_2,3-cucumber/cucumber_4,3-cucumber/cucumber_2,3-cucumber/cucumber_1,4-cucumber/cucumber_4,2-banana/banana_1,4-cucumber/cucumber_1,4-corn/corn_2,4-corn/corn_3,1-cube/cube_3,1-cube/cube_2,1-cube/cube_1,2-cube/cube_1,2-cube/cube_2,2-cube/cube_3,1-cucumber/cucumber_4,1-cucumber/cucumber_1,1-cucumber/cucumber_2
like,shape,0.9998657486463205,0.9999734248440388,0.9999214788245906,0.9999660262366763,0.9999430440850948,0.9999600711296591,0.9999758396800836,0.9999940229067992,0.9999403450429001,0.9999954481962698,0.9999944525643064,0.9999580641306186,0.9999168578986966,0.9999694322120519,0.9999792202779235,0.9999756823766517,0.9999933626474355,0.9999925733610174,0.9834576362986082,0.9999620313608888,0.0006099841609713384,4.8830216222588653e-05,0.35841992249352034,0.873187154294673,3.8480243476454876e-05,0.008106277093189056,0.9968311367554464,0.999947630841126,0.9999903865841057,0.9999918252349379,0.9999414257522184,0.9997342677249736,0.9999694322120519,0.9999925133075627,0.9999825794294236,0.6648940348112534,0.8744902035269461,0.9997479823565258,0.9997367612890797,0.9994915115582239,0.9999981276803822,0.999981159893768,0.9999759726281262,0.9999785832597169,0.9999894408087318,0.999992486294575,0.9999896621603006,0.9999006020903155,0.9999785168682949,0.2921891881215949
like,object,0.9998874213873918,0.9999827499723764,0.9999298583890381,0.9999792980019555,0.9999991541702409,0.9998860866092767,0.9999771892126225,0.9999999147944517,0.999969116582652,0.9999964727782484,0.9999969164543073,0.9999697164328862,0.9999349447636922,0.9999768231715775,0.9999832644457176,0.9998934115105135,0.9999999215446821,0.9999930323126583,0.9901422029725967,0.9999532844583845,0.0005522201312814059,4.418321625855353e-05,0.3299026472727465,0.9273076476816936,3.705179652231248e-05,0.003446318812651108,0.996042530200716,0.9998873132533954,0.9999868954227602,0.9999923893104841,0.9999160289465953,0.9998470566206762,0.9999752731115504,0.9999891783927958,0.9999753825370971,0.616063777593976,0.8930159108488331,0.9994075946763803,0.9998645239632697,0.9995635060778444,0.9999985548604985,0.9999998996738749,0.9999863208673532,0.9999335523305249,0.9999506110371733,0.99999271643154,0.9999998979329512,0.9997558888688417,0.99994264949606,0.21797792081572973
look,rgb,0.991760637735068,0.9708115078742454,0.7708171070951192,0.9978648634426754,1.0,0.9918989961599931,0.9538685777812131,1.0,0.9670025528956874,0.9886354029629022,0.7376588789100904,0.7284157249959281,0.7528718901219974,0.9942512183095513,0.9868453878168945,0.9896884053028859,1.0,0.9398308191764209,0.012142859465109004,0.006349515125919634,0.028645770316629505,0.028337827753538852,0.01709971309200373,0.026047218881280653,0.052390698094637984,0.03035826348722007,0.023444596939493974,0.006611020939080689,0.015942479848163597,0.9830685608109118,0.014539536700028843,0.972827849936877,0.9882598420308178,0.017341741493764495,0.006561008080787353,0.01414559350108649,0.01983353393137707,0.029290384684795282,0.029940432898711577,0.9787345033745273,0.9660371194636057,1.0,0.9958610138593474,0.9921419565110747,0.992270192966768,0.9931580291131782,1.0,0.01716005153482387,0.007562385381187894,0.009970121183648357
look,shape,0.8177765378896441,0.9957830136428552,0.9875917203214146,0.9999994095032979,0.9999996462156188,0.9999983476240047,0.9998281433749705,0.999998554402099,0.9961266683624185,0.994845623955845,0.9999915727415062,0.9680657611377768,0.3478209317946994,0.9927637732531507,0.999449199630278,0.9999724256437806,0.9999333499007451,0.9999067760070856,0.6476023504122083,0.13643372776598284,0.019998054878004837,0.38541310695475384,0.0001417132317686278,0.009843925012389785,0.0004140100117610669,0.9513949689509068,0.9956678181739569,0.0011648849742508034,0.0024497628787907367,0.9967768034579307,9.556578411970967e-05,0.9957591719818671,0.9927637732531507,0.00018337666609096894,0.9999989335579633,0.03926865118532734,0.00018384538579806282,0.9991542564867842,0.9998625223814979,0.9934282277157112,0.9999052108836819,0.9999950803441673,0.9999779457144315,0.999994773694797,0.9998788928869169,0.9998920691565275,0.9999902720014547,0.0005276326325991401,0.9233679889824665,0.2952943437608839
look,object,0.9662691856501102,0.9997984256061307,0.9992901429000615,0.999996575526271,0.9999999999843756,0.9999963384502796,0.9997775252568771,0.9999999999643225,0.9998647706926262,0.9975888834512892,0.9999999866106386,0.9984156918482525,0.8534296286736891,0.9973820714854539,0.9997271221047176,0.9999643816367797,0.9999999992320363,0.999902255163557,0.4871738037036345,0.1282998917713606,0.04584806533252066,0.16663258584508525,0.0001039288487526115,0.39223905416052623,0.0015078535303769622,0.675143859575546,0.9998994035259279,0.00011785874033591683,0.0015705641402737037,0.9997005375533777,7.079969636179948e-05,0.9994116099965223,0.9968286711305632,0.00015137263019396454,0.9999978693700241,0.0038933142848017292,0.0001579625582783455,0.9999691697890845,0.9999877980786405,0.9979746069820006,0.9999998927185969,0.9999999999617124,0.999969521607567,0.9999901393461393,0.9998898621274291,0.9998669355133436,0.9999999999034677,0.00036673098882100474,0.09521827483948767,0.01208733704948853
salad,rgb,5.3898847922482754e-05,7.401966731021732e-05,0.0002423126043317867,0.9999999999847291,4.137132852791482e-05,0.9999980115939882,0.9999999981000076,7.828220724070705e-05,7.930825730165384e-05,6.45768358925216e-05,0.0002776001215491429,0.00032521518415257834,0.00029678172493362656,4.439693207659672e-05,5.3563532844559656e-05,0.9999961969235064,0.00010371081141641051,0.9999999997877169,0.9999238776737557,0.9999785156898849,0.09190613831448953,0.10856715636676946,0.9996053977557501,0.029348135671715406,0.6892720738004092,0.242922116866631,0.04804929750714569,0.9999972786983559,0.9999519884045882,7.062195134430691e-05,0.9998646418867858,8.131449644125196e-05,7.567125259032664e-05,0.9995821486224863,0.9999847977141395,0.9996425535760203,0.9984412005808201,0.03157723979403722,0.9977619701465479,9.243084182331168e-05,8.127051907254852e-05,0.00010532508019055598,0.9999999999445299,0.9999976242430019,0.9999976327232554,0.9999999999396718,0.00017149563860962048,0.9997061599364169,0.999989712998196,0.999967966647536
salad,shape,0.9987194657430787,0.0008410983592736755,6.857009962148931e-05,0.784543819145843,0.856195743114389,0.8730787601385317,0.08868184301837194,0.05640640789337277,0.021012516578522617,0.9985079224570742,0.00012739239093283292,6.10397327214999e-05,0.00031138153689692254,0.9999990576873863,0.10757202361090279,0.05074473298081512,0.017859391589574825,0.05144046915915014,0.9998082130993329,0.9998831523217894,0.9999999882673162,0.9977509533444023,0.999936143002904,0.9999266575712018,0.9999999421367256,0.9807544550433323,0.3887235447726892,0.9999726438841028,0.9999450611293824,0.006666319180565681,0.9999477107801487,0.023613913350924404,0.9999990576873863,0.9996275286665192,0.9997862261512221,0.9999694501716152,0.9998744391838633,0.969355760616547,0.9999422344084018,0.9574035213775368,0.016427699340582216,0.18199230684600848,0.13506984825447269,0.9480337511158219,0.04546277297133414,0.035031103627497985,0.03714735815403187,0.9996181545324366,0.9996774960542588,0.999918069888263
salad,object,0.7876769348956034,0.00016105938583043747,5.598567469896337e-05,0.9998841505466692,0.013688868444993538,0.9974455410717519,0.9928835300743292,0.0010141093744768215,0.001727683267783198,0.5656743761240051,9.13814120599117e-05,4.991136814750196e-05,0.00021512879833478118,0.9956565463575838,0.0038947389121348347,0.9229203761314465,0.0004364327364493012,0.9958605851752071,0.9998903050670189,0.9999400692746022,0.9999925639116476,0.986816593102963,0.9999509909431733,0.9955099763235208,0.9999944227204318,0.953704418811226,0.25571512996012163,0.9999856735478104,0.999959480206773,0.0005920683706310147,0.9999238117052446,0.0015710735859040296,0.9964443762167622,0.9996594427646783,0.9999003199323985,0.9999687996646187,0.9998799059323235,0.8436433613715536,0.9998969149927063,0.22497302290615648,0.0016999224305532137,0.00203221957840045,0.998719691082057,0.9986461496618451,0.9323648830868683,0.9964007010315189,0.0008561096135211031,0.9996883236648498,0.9998223824202783,0.9999592005245985
use,rgb,0.9862817765587191,0.9588055859908179,0.8180118981573571,0.9999999995585742,1.0,1.5660677349618836e-06,0.9999999945943425,0.9999999999999942,0.9558616500922139,0.984103081681907,0.8033493559227292,0.8260003558057383,0.8365892186478601,0.9883910239947321,0.9765538219887652,1.3103181655156418e-06,0.9999999999999998,0.9999999922841373,0.9998165376942831,0.999587808794123,0.000325343766832918,0.0002949444076002167,0.9997897809929721,0.002174242447194157,3.792520490061655e-05,0.00015195840023930022,0.0014193745386671239,0.9997403850507621,0.9999016812979626,0.9773843031824683,0.9998299787685879,0.9663441095190973,0.9862990333333408,0.999788771204894,0.9996478395519177,0.9997263627814914,0.9996630106442153,0.0009981802104556798,0.9997812917064423,0.9785123274720218,0.9555751955636358,1.0,0.9999999993162361,1.3884139291699827e-06,1.3746871575900974e-06,0.9999999989414778,1.0,0.9998178964851316,0.9997598041731148,0.9998075410261271
use,shape,0.9993662915374509,0.9948763995541299,0.999357400356282,0.999835369451819,0.9995064689794272,0.9999215962686692,0.9999830480152562,0.9999743031630912,0.9995111991311005,0.9999946289914551,0.999950108730449,0.9951987680461702,0.9999868232472537,0.9999911159267442,0.9981756011019428,0.999986167124325,0.999993957311023,0.9999959273090618,0.9998888244747761,0.9999854232922408,7.02459902999234e-05,0.15579390939965648,0.9997867875765019,0.9991640926246927,0.03841504668062761,8.643543418469443e-05,0.9997268793027053,0.9999925681850537,0.9999817587675385,0.9979569828812652,0.9999932101500181,0.9972567050012366,0.9999911159267442,0.9999839369752623,0.9999268129356733,0.9999749792987425,0.9999232894323179,0.9990583624422953,0.999945872856167,0.9916973704277445,0.9999827892526351,0.999947740988658,0.999988041475637,0.9999666458835251,0.9999967748863233,0.999996564419025,0.999981816293897,0.999919732986473,0.9999837771963856,0.9995939593657555
use,object,0.9992700396318865,0.9940386978321551,0.9982278349543089,0.9999959038074709,0.9999999082198217,0.9822108622838062,0.9999987797468819,0.9999999680288153,0.9991283526288554,0.9999835611136338,0.9997463588263512,0.9915996702083826,0.9999316001462921,0.9999764059714209,0.9980170124851981,0.9953885263416152,0.999999995466166,0.999999548763784,0.9999160106811645,0.9999809168759312,5.507563472089565e-05,0.031140845707010933,0.9998464064444683,0.9845018088884454,0.005255846138869794,6.610771104257772e-05,0.9916169846536489,0.9999914941056544,0.9999837873745123,0.997667137917307,0.9999929893014672,0.9965745324181415,0.9999752101543092,0.9999837804424162,0.9999331978510331,0.9999750071029763,0.9999394694662963,0.9782665716149467,0.999953944783018,0.9933190942042598,0.9999304684833326,0.9999999834130529,0.999999429079492,0.9906829057340761,0.9985254209739008,0.9999997667124254,0.999999992124932,0.9999467181316266,0.9999856407491403,0.9996962513537396
yellow,rgb,0.9997972452707079,0.9998675230553775,0.999909878343737,1.721921377597782e-05,0.00036309766694976326,0.999844665537907,0.0002843867103541269,0.0035996655258853693,0.9998690569530597,0.9997997976420224,0.9999099423857106,0.9998984504322613,0.9998978741595757,0.9997936240836517,0.9998431862651905,0.9998851916662699,0.0007103241928477076,0.00016092161200708456,0.5580025581387077,0.5463492203095786,0.9999915309628137,0.9999913807110865,0.6985740279960235,0.99998669532091,0.9999908625899268,0.9999911479479362,0.9999869971263966,0.32810955778729606,0.4481391903667457,0.9998258473749144,0.5959369117239413,0.9998494884294711,0.9997741091699005,0.7030031830652602,0.4995524798126088,0.7170416807190079,0.8193944944110026,0.9999903836566284,0.8070648346610003,0.9998056390146794,0.9998684512983457,0.00030217075347744845,3.272253162767107e-05,0.9998613353971506,0.9998617499683692,4.136819901913076e-05,0.0003249846515648552,0.6629931810484176,0.42355710204810065,0.4919606446882419
yellow,shape,0.9999136988488856,0.9999911594465026,0.9999383423160403,0.00031967445081656354,0.7153277474864396,0.9991660108359767,0.0001857523942172153,0.0006367748227671229,0.9999978269330021,0.9999971465978867,0.9991521553712246,0.9999810236599801,0.9999675814734373,0.9999651333477767,0.9999920484246863,0.9994903529999315,0.00046153992867135495,0.0003844027109275876,0.9999999981830325,0.997923702753861,0.9999823961873515,0.9999989704496733,0.9961900024013656,0.9998956734935774,0.9998930222346715,0.9999957380097363,0.9999292642847252,0.999964168587923,0.9999957552396934,0.9999900217635399,0.9999882042130732,0.9999986181179308,0.9999651333477767,0.9999971029094222,0.027329706885658337,0.9999713809514866,0.9999973952016901,0.9996858527702065,0.03068964341272558,0.9999992791358535,0.008480372052821034,0.008010209399124016,0.0002502408161905196,0.999222104623683,0.998215296564004,0.0002169893326674698,0.003653443802526784,0.9998569477839302,0.99998920382146,0.9999581529380491
yellow,object,0.9999571354614601,0.9999515038986473,0.9999544472429843,3.667139668228555e-05,1.4188255327397757e-06,0.9998905225828566,7.88395720161225e-05,1.247654268921308e-06,0.9999003909992598,0.9999770535715299,0.9996212666208227,0.999962157031402,0.9999805732752081,0.9999589955832909,0.999985350436403,0.9999189549179659,3.68781251207829e-07,9.865211927516665e-05,0.9920242843464716,0.8707535957501115,0.9999987871401375,0.9999999282926262,0.9936965578446303,0.9999692085522576,0.9999963749752567,0.9999999667197776,0.999989234231337,0.9914334380648103,0.9781640569457742,0.9999708221617815,0.9940760199219153,0.9999793504858304,0.9999607577481404,0.9951094238809585,0.24889783508053376,0.9969092884586629,0.9921828969444627,0.9999109234704927,0.14370459319971343,0.9999842650349491,0.9567748258495431,1.8274823274728421e-07,4.359406962997005e-05,0.9998843278867282,0.9998358225436418,3.6339290948821315e-05,1.6998786445098116e-07,0.999002969155678,0.9979746202269973,0.9986101167483571
