confFiles/spoken/spoken_4_pure_raw_clean.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
corn,0.5716666666666667,0.5716666666666667,1.0,0.724047619047619,1,1
yellow,0.95,1.0,0.9666666666666666,0.9800000000000001,2,0
fruit,0.8016666666666665,1.0,0.7333333333333333,0.8233333333333335,1,1
green,0.28500000000000003,0.355,0.8833333333333332,0.4895238095238096,1,1
cucumber,0.9666666666666666,1.0,0.9666666666666666,0.9800000000000001,1,1
banana,0.18333333333333335,0.3616666666666667,0.75,0.4685714285714287,1,1
Folder Number:  6000
Accuracy:  0.7041666666666666
F1-Score:  0.7990178571428572
Precision:  0.7860416666666667
Recall:  0.8979166666666666
confFiles/spoken/spoken_4_pure_raw_clean.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.9666666666666666,1.0,0.9666666666666666,0.9800000000000001,1,1
like,1.0,1.0,1.0,1.0,2,0
corn,0.35333333333333333,0.4533333333333333,0.9333333333333333,0.5900000000000001,1,1
yellow,0.95,1.0,0.9666666666666666,0.9800000000000001,2,0
fruit,0.7833333333333333,1.0,0.7333333333333333,0.8233333333333335,1,1
green,0.29999999999999993,0.3783333333333333,0.8666666666666666,0.5176190476190475,1,1
cucumber,0.9333333333333332,1.0,0.9166666666666666,0.9466666666666667,1,1
banana,0.29000000000000004,0.34833333333333333,0.9333333333333332,0.4780952380952382,1,1
Folder Number:  6000
Accuracy:  0.6970833333333333
F1-Score:  0.7894642857142857
Precision:  0.7725
Recall:  0.9145833333333333
confFiles/spoken/spoken_4_pure_raw_clean.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.8666666666666666,1.0,0.8333333333333333,0.8933333333333333,1,1
like,1.0,1.0,1.0,1.0,2,0
corn,0.42666666666666664,0.485,0.9166666666666666,0.6211904761904762,1,1
yellow,1.0,1.0,1.0,1.0,2,0
fruit,0.7583333333333333,1.0,0.7666666666666666,0.85,1,1
green,0.265,0.3350000000000001,0.8666666666666666,0.45809523809523806,1,1
cucumber,0.9166666666666666,1.0,0.9166666666666666,0.9466666666666667,1,1
banana,0.2833333333333333,0.475,0.75,0.5633333333333334,1,1
Folder Number:  6000
Accuracy:  0.6895833333333334
F1-Score:  0.791577380952381
Precision:  0.786875
Recall:  0.88125
confFiles/spoken/spoken_4_pure_raw_clean.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.9666666666666666,1.0,0.95,0.9666666666666666,1,1
like,1.0,1.0,1.0,1.0,2,0
corn,0.4416666666666666,0.4749999999999999,0.9666666666666666,0.6157142857142858,1,1
yellow,0.95,1.0,0.9666666666666666,0.9800000000000001,2,0
fruit,0.825,1.0,0.7999999999999999,0.8699999999999999,1,1
green,0.29500000000000004,0.395,0.9,0.5133333333333334,1,1
cucumber,0.875,1.0,0.8666666666666666,0.9099999999999999,1,1
banana,0.11499999999999999,0.3433333333333334,0.7,0.4319047619047619,1,1
Folder Number:  6000
Accuracy:  0.6835416666666667
F1-Score:  0.785952380952381
Precision:  0.7766666666666666
Recall:  0.8937499999999999
confFiles/spoken/spoken_4_pure_raw_clean.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.9083333333333332,1.0,0.8833333333333332,0.9266666666666667,1,1
like,1.0,1.0,1.0,1.0,2,0
corn,0.9550000000000001,1.0,0.9333333333333332,0.96,1,1
yellow,0.275,0.39499999999999996,0.85,0.5076190476190476,1,1
cucumber,0.18666666666666665,0.31166666666666665,0.7833333333333333,0.4276190476190477,1,1
looks,0.65,1.0,0.8166666666666667,0.8800000000000001,1,0
green,0.42666666666666664,0.42666666666666664,1.0,0.5795238095238096,3,1
banana,0.4699999999999999,0.49499999999999994,0.9666666666666666,0.6307142857142856,1,1
Folder Number:  6000
Accuracy:  0.6089583333333333
F1-Score:  0.7390178571428572
Precision:  0.7035416666666667
Recall:  0.9041666666666666
confFiles/spoken/spoken_4_pure_raw_clean.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.9166666666666666,1.0,0.8833333333333332,0.9266666666666667,1,1
like,1.0,1.0,1.0,1.0,2,0
corn,0.9166666666666666,1.0,0.8666666666666666,0.9133333333333333,1,1
yellow,0.375,0.4666666666666666,0.8833333333333332,0.5892857142857143,1,1
cucumber,0.3616666666666667,0.38666666666666666,0.95,0.5435714285714286,1,1
looks,0.55,1.0,0.8333333333333333,0.8800000000000001,1,0
green,0.495,0.495,1.0,0.6490476190476191,3,1
banana,0.34500000000000003,0.395,0.95,0.5414285714285716,1,1
Folder Number:  6000
Accuracy:  0.62
F1-Score:  0.7554166666666667
Precision:  0.7179166666666668
Recall:  0.9208333333333333
confFiles/spoken/spoken_4_pure_raw_clean.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.9466666666666667,1.0,0.9333333333333332,0.96,1,1
like,0.95,1.0,0.9666666666666666,0.9800000000000001,2,0
corn,0.9333333333333332,1.0,0.9166666666666666,0.9466666666666667,1,1
yellow,0.3783333333333333,0.47833333333333333,0.9,0.5823809523809523,1,1
cucumber,0.35833333333333334,0.4416666666666666,0.8833333333333332,0.5671428571428572,1,1
looks,0.95,1.0,0.9666666666666666,0.9800000000000001,1,0
green,0.44000000000000006,0.44000000000000006,1.0,0.5954761904761904,3,1
banana,0.3416666666666667,0.42833333333333334,0.8833333333333332,0.540952380952381,1,1
Folder Number:  6000
Accuracy:  0.6622916666666666
F1-Score:  0.769077380952381
Precision:  0.7235416666666667
Recall:  0.9312499999999999
confFiles/spoken/spoken_4_pure_raw_clean.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.8916666666666666,1.0,0.8333333333333333,0.8933333333333333,1,1
like,0.95,1.0,0.9666666666666666,0.9800000000000001,2,0
corn,0.9333333333333332,1.0,0.9333333333333332,0.9600000000000002,1,1
yellow,0.3116666666666667,0.4033333333333333,0.9,0.5180952380952382,1,1
cucumber,0.3466666666666667,0.43,0.8666666666666666,0.5497619047619048,1,1
looks,0.75,1.0,0.85,0.9066666666666668,1,0
green,0.4083333333333334,0.4083333333333334,1.0,0.5561904761904761,3,1
banana,0.36500000000000005,0.515,0.8666666666666666,0.6228571428571429,1,1
Folder Number:  6000
Accuracy:  0.6195833333333334
F1-Score:  0.7483630952380953
Precision:  0.7195833333333334
Recall:  0.9020833333333332
confFiles/spoken/spoken_4_pure_raw_clean.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.9166666666666666,1.0,0.9,0.9400000000000001,1,1
like,1.0,1.0,1.0,1.0,2,0
corn,0.8800000000000001,1.0,0.8333333333333333,0.8933333333333333,1,1
yellow,0.39166666666666666,0.5166666666666666,0.8666666666666668,0.6102380952380952,1,1
cucumber,0.3616666666666667,0.4616666666666667,0.8666666666666668,0.5866666666666667,1,1
looks,0.95,1.0,0.9666666666666666,0.9800000000000001,1,0
green,0.49833333333333324,0.49833333333333324,1.0,0.6583333333333333,3,1
banana,0.42000000000000004,0.465,0.9333333333333332,0.6092857142857142,1,1
Folder Number:  6000
Accuracy:  0.6772916666666666
F1-Score:  0.7847321428571429
Precision:  0.7427083333333333
Recall:  0.9208333333333334
confFiles/spoken/spoken_4_pure_raw_clean.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.93,1.0,0.9,0.9400000000000001,1,1
like,1.0,1.0,1.0,1.0,2,0
corn,0.925,1.0,0.8833333333333332,0.9266666666666665,1,1
yellow,0.41,0.4683333333333334,0.9333333333333332,0.5976190476190477,1,1
cucumber,0.3283333333333333,0.4366666666666667,0.85,0.5530952380952381,1,1
looks,0.9,1.0,0.95,0.9666666666666666,1,0
green,0.38666666666666666,0.38666666666666666,1.0,0.5454761904761904,3,1
banana,0.4616666666666666,0.5066666666666666,0.9333333333333332,0.645,1,1
Folder Number:  6000
Accuracy:  0.6677083333333333
F1-Score:  0.7718154761904762
Precision:  0.7247916666666667
Recall:  0.9312499999999999
confFiles/spoken/spoken_4_pure_raw_clean.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.9333333333333332,1.0,0.9333333333333332,0.96,1,1
like,1.0,1.0,1.0,1.0,2,0
corn,1.0,1.0,1.0,1.0,1,1
yellow,0.39166666666666666,0.45,0.9166666666666666,0.5778571428571428,1,1
cucumber,0.22333333333333333,0.365,0.8,0.48619047619047623,1,1
looks,0.7,1.0,0.8666666666666666,0.9099999999999999,1,0
green,0.33666666666666667,0.33666666666666667,1.0,0.49214285714285716,3,1
banana,0.3616666666666667,0.42833333333333334,0.9166666666666666,0.5599999999999999,1,1
Folder Number:  6000
Accuracy:  0.6183333333333333
F1-Score:  0.7482738095238095
Precision:  0.6975
Recall:  0.9291666666666666
confFiles/spoken/spoken_4_pure_raw_clean.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.9666666666666666,1.0,0.9666666666666666,0.9800000000000001,1,1
like,0.9,1.0,0.9333333333333332,0.9600000000000002,2,0
corn,0.8916666666666666,1.0,0.8166666666666667,0.8799999999999999,1,1
yellow,0.2833333333333333,0.35333333333333333,0.8833333333333332,0.4854761904761905,1,1
cucumber,0.4366666666666667,0.495,0.9,0.6233333333333333,1,1
looks,0.75,1.0,0.85,0.9066666666666666,1,0
green,0.44333333333333325,0.44333333333333325,1.0,0.5988095238095238,3,1
banana,0.25666666666666665,0.37666666666666665,0.8333333333333333,0.5057142857142858,1,1
Folder Number:  6000
Accuracy:  0.6160416666666666
F1-Score:  0.7425
Precision:  0.7085416666666666
Recall:  0.8979166666666666
confFiles/spoken/spoken_4_pure_raw_clean.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.975,1.0,0.9666666666666666,0.9800000000000001,1,1
like,0.95,1.0,0.9666666666666666,0.9800000000000001,2,0
corn,0.8833333333333332,1.0,0.85,0.9066666666666666,1,1
yellow,0.425,0.425,1.0,0.579047619047619,1,1
cucumber,0.30833333333333335,0.36666666666666664,0.9166666666666666,0.5104761904761904,1,1
looks,0.65,1.0,0.7833333333333333,0.8666666666666668,1,0
green,0.48166666666666663,0.48166666666666663,1.0,0.628095238095238,3,1
banana,0.25999999999999995,0.39333333333333337,0.8333333333333333,0.5014285714285716,1,1
Folder Number:  6000
Accuracy:  0.6166666666666666
F1-Score:  0.7440476190476191
Precision:  0.7083333333333333
Recall:  0.9145833333333333
confFiles/spoken/spoken_4_pure_raw_clean.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.975,1.0,0.9666666666666666,0.9800000000000001,1,1
like,1.0,1.0,1.0,1.0,2,0
corn,0.975,1.0,0.9666666666666666,0.9800000000000001,1,1
yellow,0.3,0.4333333333333334,0.9,0.5521428571428573,1,1
cucumber,0.3083333333333333,0.45,0.85,0.565952380952381,1,1
looks,1.0,1.0,1.0,1.0,1,0
green,0.335,0.335,1.0,0.4854761904761905,3,1
banana,0.24,0.36,0.85,0.4776190476190476,1,1
Folder Number:  6000
Accuracy:  0.6416666666666666
F1-Score:  0.7551488095238096
Precision:  0.6972916666666666
Recall:  0.9416666666666667
confFiles/spoken/spoken_4_pure_raw_clean.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.8166666666666667,1.0,0.7666666666666666,0.8533333333333333,1,1
like,0.85,1.0,0.9166666666666666,0.9466666666666667,1,0
corn,0.975,1.0,0.9666666666666666,0.9800000000000001,1,1
used,0.9083333333333332,1.0,0.8833333333333332,0.9266666666666667,1,1
fruit,0.1983333333333333,0.3983333333333333,0.7666666666666667,0.4966666666666667,1,1
green,0.39666666666666667,0.49666666666666676,0.8833333333333332,0.6121428571428571,1,1
yellow,1.0,1.0,1.0,1.0,2,0
cucumber,0.875,1.0,0.8666666666666666,0.9199999999999999,1,1
banana,0.29166666666666663,0.39999999999999997,0.85,0.5161904761904763,1,1
looks,0.7,1.0,0.8166666666666667,0.8866666666666667,1,0
Folder Number:  6000
Accuracy:  0.7011666666666667
F1-Score:  0.8138333333333332
Precision:  0.8295
Recall:  0.8716666666666665
confFiles/spoken/spoken_4_pure_raw_clean.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.9166666666666666,1.0,0.9,0.9400000000000001,1,1
like,0.7,1.0,0.8666666666666666,0.9099999999999999,1,0
corn,0.9333333333333332,1.0,0.9166666666666666,0.9466666666666667,1,1
used,0.8833333333333332,1.0,0.8666666666666666,0.9133333333333333,1,1
fruit,0.14999999999999997,0.3916666666666667,0.75,0.47523809523809524,1,1
green,0.33333333333333337,0.4666666666666666,0.8333333333333333,0.5766666666666667,1,1
yellow,1.0,1.0,1.0,1.0,2,0
cucumber,0.9416666666666667,1.0,0.9333333333333332,0.9600000000000002,1,1
banana,0.195,0.38666666666666666,0.7499999999999999,0.48952380952380947,1,1
looks,0.85,1.0,0.9166666666666666,0.9466666666666667,1,0
Folder Number:  6000
Accuracy:  0.6903333333333332
F1-Score:  0.8158095238095239
Precision:  0.8245000000000001
Recall:  0.8733333333333333
confFiles/spoken/spoken_4_pure_raw_clean.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.8416666666666666,1.0,0.8666666666666666,0.9099999999999999,1,1
like,0.8,1.0,0.8833333333333332,0.9266666666666665,1,0
corn,0.9166666666666666,1.0,0.9,0.9333333333333332,1,1
used,0.8833333333333332,1.0,0.8666666666666668,0.9099999999999999,1,1
fruit,0.21166666666666661,0.2783333333333333,0.9333333333333333,0.4166666666666667,1,1
green,0.12,0.31999999999999995,0.8166666666666667,0.42333333333333334,1,1
yellow,1.0,1.0,1.0,1.0,2,0
cucumber,0.8,1.0,0.75,0.8400000000000001,1,1
banana,0.33333333333333337,0.4583333333333333,0.8666666666666668,0.5614285714285716,1,1
looks,0.9,1.0,0.9333333333333332,0.9600000000000002,1,0
Folder Number:  6000
Accuracy:  0.6806666666666666
F1-Score:  0.788142857142857
Precision:  0.8056666666666665
Recall:  0.8816666666666666
confFiles/spoken/spoken_4_pure_raw_clean.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.9666666666666666,1.0,0.95,0.9666666666666666,1,1
like,0.8,1.0,0.9333333333333332,0.95,1,0
corn,0.9333333333333332,1.0,0.9166666666666666,0.9466666666666667,1,1
used,0.9333333333333332,1.0,0.9166666666666666,0.9466666666666667,1,1
fruit,0.18833333333333332,0.3383333333333334,0.8,0.4504761904761906,1,1
green,0.32999999999999996,0.4333333333333333,0.85,0.5495238095238095,1,1
yellow,0.95,1.0,0.9666666666666666,0.9800000000000001,2,0
cucumber,0.875,1.0,0.85,0.9066666666666666,1,1
banana,0.26166666666666666,0.41500000000000004,0.8166666666666668,0.5266666666666666,1,1
looks,0.75,1.0,0.85,0.9066666666666668,1,0
Folder Number:  6000
Accuracy:  0.6988333333333333
F1-Score:  0.813
Precision:  0.8186666666666668
Recall:  0.885
confFiles/spoken/spoken_4_pure_raw_clean.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.9166666666666666,1.0,0.8833333333333332,0.9266666666666667,1,1
like,0.9,1.0,0.9333333333333332,0.96,1,0
corn,0.8833333333333332,1.0,0.85,0.9066666666666666,1,1
used,0.9416666666666667,1.0,0.9333333333333332,0.96,1,1
fruit,0.225,0.375,0.8,0.480952380952381,1,1
green,0.21333333333333332,0.375,0.75,0.48261904761904767,1,1
yellow,1.0,1.0,1.0,1.0,2,0
cucumber,0.9083333333333332,1.0,0.8833333333333332,0.9266666666666665,1,1
banana,0.2533333333333333,0.44499999999999995,0.75,0.5323809523809524,1,1
looks,1.0,1.0,1.0,1.0,1,0
Folder Number:  6000
Accuracy:  0.7241666666666666
F1-Score:  0.8175952380952382
Precision:  0.8195
Recall:  0.8783333333333333
confFiles/spoken/spoken_4_pure_raw_clean.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.8666666666666666,1.0,0.8333333333333333,0.8933333333333332,1,1
like,0.85,1.0,0.9166666666666666,0.9466666666666667,1,0
corn,0.9083333333333332,1.0,0.8666666666666666,0.9133333333333333,1,1
used,0.9,1.0,0.9333333333333332,0.95,1,1
fruit,0.155,0.40499999999999997,0.75,0.48761904761904756,1,1
green,0.355,0.4333333333333333,0.9,0.5566666666666668,1,1
yellow,0.9,1.0,0.9333333333333332,0.96,2,0
cucumber,1.0,1.0,1.0,1.0,1,1
banana,0.12,0.35333333333333333,0.7166666666666667,0.43714285714285717,1,1
looks,0.8,1.0,0.8833333333333332,0.9266666666666665,1,0
Folder Number:  6000
Accuracy:  0.6855
F1-Score:  0.8071428571428572
Precision:  0.8191666666666666
Recall:  0.8733333333333333
confFiles/spoken/spoken_4_pure_raw_clean.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,1.0,1.0,1.0,1.0,1,1
like,0.95,1.0,0.9666666666666666,0.9800000000000001,1,0
corn,0.975,1.0,0.9666666666666666,0.9800000000000001,1,1
used,0.975,1.0,0.9666666666666666,0.9800000000000001,1,1
fruit,0.23166666666666663,0.38166666666666665,0.8,0.48809523809523814,1,1
green,0.375,0.4333333333333333,0.9333333333333332,0.562857142857143,1,1
yellow,0.9,1.0,0.9333333333333332,0.9600000000000002,2,0
cucumber,0.9333333333333332,1.0,0.9166666666666666,0.9466666666666667,1,1
banana,0.13333333333333333,0.45,0.6333333333333333,0.5038095238095238,1,1
looks,0.65,1.0,0.8,0.8733333333333334,1,0
Folder Number:  6000
Accuracy:  0.7123333333333334
F1-Score:  0.8274761904761906
Precision:  0.8265
Recall:  0.8916666666666666
confFiles/spoken/spoken_4_pure_raw_clean.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.8833333333333332,1.0,0.8666666666666668,0.9200000000000002,1,1
like,0.8,1.0,0.9,0.9333333333333332,1,0
corn,0.8666666666666666,1.0,0.8833333333333332,0.9166666666666666,1,1
used,0.85,1.0,0.8166666666666667,0.8799999999999999,1,1
fruit,0.21999999999999997,0.41166666666666674,0.75,0.5004761904761904,1,1
green,0.29000000000000004,0.34833333333333333,0.9166666666666666,0.48476190476190484,1,1
yellow,1.0,1.0,1.0,1.0,2,0
cucumber,0.8583333333333332,1.0,0.85,0.9066666666666666,1,1
banana,0.275,0.4083333333333333,0.8,0.5214285714285716,1,1
looks,0.65,1.0,0.8,0.8733333333333334,1,0
Folder Number:  6000
Accuracy:  0.6693333333333333
F1-Score:  0.7936666666666666
Precision:  0.8168333333333333
Recall:  0.8583333333333334
confFiles/spoken/spoken_4_pure_raw_clean.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.9416666666666667,1.0,0.9166666666666666,0.9466666666666667,1,1
like,0.55,1.0,0.7333333333333333,0.8333333333333334,1,0
corn,0.9416666666666667,1.0,0.9333333333333332,0.96,1,1
used,0.9166666666666666,1.0,0.8833333333333332,0.9266666666666665,1,1
fruit,0.2816666666666667,0.43166666666666664,0.8333333333333334,0.5209523809523811,1,1
green,0.365,0.41833333333333333,0.9,0.5580952380952381,1,1
yellow,0.9,1.0,0.9333333333333332,0.96,2,0
cucumber,0.9666666666666666,1.0,0.9666666666666666,0.9800000000000001,1,1
banana,0.23166666666666663,0.30666666666666664,0.8666666666666666,0.4404761904761904,1,1
looks,0.9,1.0,0.9333333333333332,0.96,1,0
Folder Number:  6000
Accuracy:  0.6995
F1-Score:  0.8086190476190476
Precision:  0.8156666666666667
Recall:  0.8899999999999999
confFiles/spoken/spoken_4_pure_raw_clean.conf
token,accuracy,precision,recall,f1,num_positive_instances,num_negative_instances
cube,0.875,1.0,0.8666666666666666,0.9199999999999999,1,1
like,0.75,1.0,0.85,0.9066666666666666,1,0
corn,0.9,1.0,0.9333333333333332,0.95,1,1
used,0.975,1.0,0.9666666666666666,0.9800000000000001,1,1
fruit,0.2516666666666667,0.4,0.8,0.5014285714285714,1,1
green,0.2633333333333333,0.40499999999999997,0.7833333333333333,0.5176190476190476,1,1
yellow,1.0,1.0,1.0,1.0,2,0
cucumber,0.9166666666666666,1.0,0.9,0.9400000000000001,1,1
banana,0.15666666666666665,0.3966666666666666,0.7,0.47666666666666674,1,1
looks,0.65,1.0,0.8333333333333334,0.89,1,0
Folder Number:  6000
Accuracy:  0.6738333333333333
F1-Score:  0.8082380952380953
Precision:  0.8201666666666666
Recall:  0.8633333333333333
