Token,Type,2-corn/corn_2,2-corn/corn_1,2-corn/corn_4,1-corn/corn_4,0-cube/cube_2,0-cube/cube_3,4-cube/cube_4,4-cube/cube_2,4-cube/cube_3,0-cube/cube_4,3-banana/banana_4,3-corn/corn_4,3-corn/corn_2,3-corn/corn_1,1-corn/corn_1,0-corn/corn_1,0-corn/corn_2,2-cube/cube_3,0-corn/corn_4,3-cube/cube_4,3-cube/cube_3,3-cube/cube_2,2-cucumber/cucumber_3,0-banana/banana_4,2-cucumber/cucumber_1,0-banana/banana_3,2-cucumber/cucumber_4,0-banana/banana_1,1-banana/banana_3,1-banana/banana_1,1-banana/banana_4,5-corn/corn_2,0-cucumber/cucumber_1,0-cucumber/cucumber_3,0-cucumber/cucumber_4,1-corn/corn_2,3-cucumber/cucumber_4,3-cucumber/cucumber_3,3-cucumber/cucumber_1,4-cucumber/cucumber_4,2-banana/banana_1,5-cucumber/cucumber_3,2-banana/banana_4,4-cucumber/cucumber_1,4-cucumber/cucumber_3,4-corn/corn_4,4-corn/corn_2,2-cube/cube_4,1-cube/cube_2,2-cube/cube_2,1-cube/cube_4,1-cube/cube_3,1-cucumber/cucumber_4,1-cucumber/cucumber_1,1-cucumber/cucumber_3
,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
like,shape,0.9998657486463205,0.9999214788245906,0.9991966863053485,0.9997468895753687,0.9999660262366763,0.9999430440850948,0.9999899070755537,0.9999758396800836,0.9999940229067992,0.9999568286014925,0.9999917409501037,0.9999851218067434,0.9999954481962698,0.9999944525643064,0.9999580641306186,0.9999168578986966,0.9999694322120519,0.9999896621603006,0.9999725150900225,0.9999887971020379,0.9999933626474355,0.9999925733610174,0.9998629289180158,0.9889308288483524,0.9999620313608888,4.8830216222588653e-05,0.35841992249352034,0.873187154294673,3.8480243476454876e-05,0.9968311367554464,0.9898267119132848,0.9999918252349379,0.999947630841126,0.9996417427177656,0.9999414257522184,0.9999694322120519,0.9999925133075627,0.9999132316097641,0.6648940348112534,0.8744902035269461,0.9997479823565258,0.9987262017524636,0.04915810659098197,0.9997367612890797,0.9907399924558072,0.999868707512547,0.9994915115582239,0.999991432355294,0.9999759726281262,0.999992486294575,0.9999814020525332,0.999981159893768,0.9999006020903155,0.9999785168682949,0.9996545055329923
like,object,0.9998874213873918,0.9999298583890381,0.9992920092945323,0.9997419885688869,0.9999792980019555,0.9999991541702409,0.9999908370129451,0.9999771892126225,0.9999999147944517,0.9999866693927482,0.999923932151362,0.9999870058438538,0.9999964727782484,0.9999969164543073,0.9999697164328862,0.9999349447636922,0.9999768231715775,0.9999998979329512,0.9999777868313567,0.9999917511812284,0.9999999215446821,0.9999930323126583,0.9996413922410003,0.9273600603758884,0.9999532844583845,4.418321625855353e-05,0.3299026472727465,0.9273076476816936,3.705179652231248e-05,0.996042530200716,0.9712404829276351,0.9999923893104841,0.9998873132533954,0.9989942414758514,0.9999160289465953,0.9999752731115504,0.9999891783927958,0.9999018292555303,0.616063777593976,0.8930159108488331,0.9994075946763803,0.9992702641437771,0.01064594768577935,0.9998645239632697,0.982932075494214,0.999890532915159,0.9995635060778444,0.9999927634322785,0.9999863208673532,0.99999271643154,0.9999887441522095,0.9999998996738749,0.9997558888688417,0.99994264949606,0.9993326863504371
looks,rgb,0.9992994598888121,0.9757118690757489,0.9961246991412362,0.9964125928525143,1.0,1.0,8.295824560828836e-52,1.0,1.0,5.417555278281001e-48,0.9929066957215334,0.9958737926288852,0.9992324485239146,0.9750546103743108,0.9839639687059947,0.9845694077817471,0.9993758198640946,1.0,0.9967668038875378,5.617001033502244e-51,1.0,1.0,1.0,0.9999999836909097,1.0,0.0023653796894646246,0.9999999999999996,0.012766300903402203,0.002928981645558376,0.011391352856868004,0.9999939275835212,0.998623817934771,1.0,1.0,1.0,0.9995129194972198,0.9999999999999993,1.0,0.9999999999999991,0.9999999999999931,0.0037495842566259026,0.9999999999999998,0.9999993077966252,0.9999999999999953,1.0,0.9938126549566679,0.9990648357846375,6.390055908331721e-51,1.0,1.0,4.6560420694453805e-48,1.0,0.9999999999999998,1.0,1.0
looks,shape,0.999489809957967,0.9997904659932465,0.9998036659727486,0.9999261302117852,0.9999842673687516,0.9999192181799174,0.9999737307933168,0.9999614027417494,0.9999905063774084,0.9999717610527027,0.9999735549238105,0.9999929774363998,0.999992327223093,0.9999928033780835,0.9999838349254868,0.9999455119705096,0.9999037480228876,0.9999847243704691,0.9999432205057487,0.9999781868746126,0.9999841628815382,0.9999860004568913,0.999700679927341,0.9647334970454384,0.999977335627107,5.278529298967694e-05,0.5673587734417228,0.9867049371775012,4.0550499273745065e-05,0.9986057089324819,0.9863503825296841,0.9999793111643264,0.999910349268038,0.9976835281203986,0.9999197094688357,0.9999037480228876,0.9999949718620157,0.9999296835737732,0.2660542275462891,0.30854375986041654,0.9972232752694049,0.9985801932664417,0.0294235078447699,0.9999286393860761,0.9965747013248251,0.9997868621600753,0.937835990232842,0.9999795088598022,0.9999760159912112,0.9999882506731065,0.9999653907521496,0.9999852888685273,0.9998965087025149,0.9999747202000181,0.9993792093294968
looks,object,0.9996297763899714,0.9998004404261822,0.9998258791628332,0.9999291702305632,0.9999927600983842,0.9999927199422862,0.9994241162755795,0.9999765716411412,0.9999993577025659,0.9997989286331316,0.9998271651623996,0.9999941321604482,0.999994840476428,0.9999907505166139,0.9999863257270066,0.9999604072479754,0.9999377904424628,0.9999992808747251,0.9999584098477745,0.999645548596037,0.9999990920220414,0.9999919252611736,0.999752739695104,0.9198016401817334,0.9999828406925326,4.8311281797380215e-05,0.678182598613325,0.9888868996913661,3.9584729985379835e-05,0.9970205685346014,0.9820566010074736,0.9999807750970165,0.9999321338203752,0.9980352341038881,0.9999496055443003,0.9999356421736008,0.9999964477261095,0.9999621566256823,0.3860488602221067,0.4759262697920885,0.9910804632537006,0.9991899071629152,0.012518189225527795,0.9999437730438937,0.9974111096562751,0.9998151335151585,0.9580539437230702,0.9996016621428397,0.9999905152181986,0.9999931457997926,0.9995920876710737,0.9999995480975786,0.9999085509765789,0.9999773933400556,0.9995740051234003
used,rgb,0.8038899025622457,0.2593215183499212,0.6123194556844629,0.6334711971474195,0.9999999999282307,0.9999999999999978,1.2118067249447297e-24,0.9999999983023471,0.9999999999998015,2.1090411150901979e-22,0.006743244779950545,0.593944538245486,0.7845921004349292,0.24568887814022639,0.2782894358306424,0.290386142020874,0.8243168431738994,0.9999999999999969,0.6596126311367858,3.358852537955697e-24,0.9999999999999893,0.9999999982837544,0.9998614408518205,0.03605405168739611,0.9996277296080338,8.160111753562364e-05,0.9996984911695487,0.00045393673737654524,1.7588620608613906e-05,0.00032489519659019135,0.030283445996719848,0.7227038357438481,0.9998259880180309,0.9998826860789131,0.9997910812220371,0.8118656287056614,0.9996944616878339,0.9997897769765187,0.9996166863330618,0.9994144953538376,0.00021660101512814873,0.9994973883771737,0.0009062028144198465,0.9995929619576379,0.9997423177227049,0.5710135024640366,0.7404640988143694,4.2834055558487714e-24,0.9999999998664311,0.9999999997933455,1.913467259660567e-22,0.9999999999999978,0.9997490072243874,0.9998024708969134,0.9998554801062616
used,shape,0.9999990866363773,0.9967694182568883,0.9999992677372445,0.9999993960828234,0.15933525390709563,0.08490072315076022,0.31740565992036746,0.8323818153324616,0.8348753378929522,0.5129373823141617,0.8261263452266581,0.9999941394067575,0.9999980889956936,0.84686964674777,0.999473841236663,0.9999941319803994,0.9999984718979945,0.47215751250566845,0.9999987833082995,0.8552516285439135,0.7403077253017128,0.6894522385222503,0.9999693714316261,0.9990188070701538,0.9999320460250517,0.9999590672442001,0.999989578041616,8.222634457684565e-05,0.9219826129634712,7.863744382868324e-05,0.9995095676025596,0.9998486363854558,0.9999484282256721,0.9999861938495489,0.9999358452416237,0.9999984718979945,0.9999795082466907,0.9997453080782442,0.9999727612578101,0.999911440128398,9.345733038864443e-05,0.3830424652932815,0.6260419378913359,0.9998792660254943,0.9999579406409073,0.9991561326190034,0.9999479411192601,0.6066959552690634,0.8388148102927085,0.5997632253603234,0.8834076962399425,0.11295989012669487,0.9999975570584817,0.999979288169049,0.9997402831438185
used,object,0.9999948341358157,0.9913007344157044,0.9999949199420424,0.9999957285054765,0.9704280705672714,0.9943859387264798,8.010723112729427e-06,0.9966463533231695,0.9995096717663734,4.0253678173940666e-05,0.6012161969873242,0.9999682889820866,0.999988890626748,0.7746177303326429,0.9980587945240778,0.9999587356166278,0.9999916313804151,0.9990913613292587,0.9999919174789659,8.485227926108373e-05,0.9995836605270229,0.9925449460626987,0.9999782655838606,0.9942292069178467,0.9999378894828472,0.998688251418171,0.9999909913083191,6.795739303787965e-05,0.4748768084945643,6.675976970160508e-05,0.9969286242219118,0.9995498462612519,0.9999562220380508,0.999989618787902,0.9999437313061159,0.999991483551469,0.9999790698138372,0.9998301726759974,0.9999774181487634,0.999918656811734,8.086716427581941e-05,0.7602194009270388,0.29409218836319534,0.9998914421189529,0.9999688384127847,0.9976963332671727,0.999824874702301,2.7234171080303655e-05,0.9978819443425154,0.9935549510004241,0.00022967345300496327,0.9955758027188434,0.999997281311472,0.9999816850563971,0.9998444910761467
yellow,rgb,0.9997972452707079,0.999909878343737,0.9998658259551472,0.9998641213609293,1.721921377597782e-05,0.00036309766694976326,1.0,0.0002843867103541269,0.0035996655258853693,1.0,0.9998364373940949,0.9998671463339814,0.9997997976420224,0.9999099423857106,0.9998984504322613,0.9998978741595757,0.9997936240836517,0.0003249846515648552,0.9998616909221708,1.0,0.0007103241928477076,0.00016092161200708456,0.3997627111997047,0.9948841213567615,0.5463492203095786,0.9999913807110865,0.6985740279960235,0.99998669532091,0.9999908625899268,0.9999869971263966,0.9989117710871415,0.9998258473749144,0.32810955778729606,0.41414538836361153,0.5959369117239413,0.9997741091699005,0.7030031830652602,0.46289783745514296,0.7170416807190079,0.8193944944110026,0.9999903836566284,0.6467569082605225,0.9982571244929201,0.8070648346610003,0.5120568776823469,0.9998816611723466,0.9998056390146794,1.0,3.272253162767107e-05,4.136819901913076e-05,1.0,0.00030217075347744845,0.6629931810484176,0.42355710204810065,0.32555672186174384
yellow,shape,0.9999136988488856,0.9999383423160403,0.999982083922537,0.9999741966588962,0.00031967445081656354,0.7153277474864396,6.639263149200948e-05,0.0001857523942172153,0.0006367748227671229,0.10013207511098253,0.02278691914512605,0.9999937002109671,0.9999971465978867,0.9991521553712246,0.9999810236599801,0.9999675814734373,0.9999651333477767,0.003653443802526784,0.9999816314617984,0.000205466215128724,0.00046153992867135495,0.0003844027109275876,0.9998434094763443,0.9999304499620217,0.997923702753861,0.9999989704496733,0.9961900024013656,0.9998956734935774,0.9998930222346715,0.9999292642847252,0.999979590163512,0.9999900217635399,0.999964168587923,0.9992498849295813,0.9999882042130732,0.9999651333477767,0.9999971029094222,0.9999978210356496,0.9999713809514866,0.9999973952016901,0.9996858527702065,0.9999862280282212,0.9935562940717448,0.03068964341272558,0.9999912994961637,0.9999997619547367,0.9999992791358535,5.0831152357265694e-05,0.0002502408161905196,0.0002169893326674698,0.00011517615732240227,0.008010209399124016,0.9998569477839302,0.99998920382146,0.9999443643061771
yellow,object,0.9999571354614601,0.9999544472429843,0.9999926956765595,0.9999936565033356,3.667139668228555e-05,1.4188255327397757e-06,0.9999999999971736,7.88395720161225e-05,1.247654268921308e-06,0.9999999999931923,0.9993830756528067,0.9999852958169491,0.9999770535715299,0.9996212666208227,0.999962157031402,0.9999805732752081,0.9999589955832909,1.6998786445098116e-07,0.9999735573110061,0.9999999999980598,3.68781251207829e-07,9.865211927516665e-05,0.9971643120024778,0.9999944307726781,0.8707535957501115,0.9999999282926262,0.9936965578446303,0.9999692085522576,0.9999963749752567,0.999989234231337,0.9999937605654899,0.9999708221617815,0.9914334380648103,0.9954969687714647,0.9940760199219153,0.9999607577481404,0.9951094238809585,0.986391915922184,0.9969092884586629,0.9921828969444627,0.9999109234704927,0.873986269006257,0.9997799356712643,0.14370459319971343,0.9991179406760413,0.9999911241694722,0.9999842650349491,0.9999999999953209,4.359406962997005e-05,3.6339290948821315e-05,0.999999999980409,1.8274823274728421e-07,0.999002969155678,0.9979746202269973,0.9926294556005698
