Token,Type,0-banana/banana_2,1-banana/banana_2,0-corn/corn_4,1-corn/corn_4,2-corn/corn_4,3-corn/corn_4,4-corn/corn_4,0-cube/cube_4,1-cube/cube_4,2-cube/cube_4,3-cube/cube_4,4-cube/cube_4,0-cucumber/cucumber_4,1-cucumber/cucumber_4,2-cucumber/cucumber_4,3-cucumber/cucumber_4,4-cucumber/cucumber_4
green,rgb,0.9952334207998774,0.9990448430705533,0.00018869022633696757,0.00023876087706392946,0.00028908165070102784,0.00034160476279385566,0.0002573937527327195,6.085145678245721e-12,6.221859936992735e-12,4.2300575597522846e-12,6.280289214568703e-12,4.180489926345533e-12,0.9998999479579715,0.9997771090184139,0.9997147825984346,0.9996973520330549,0.9990071758362642
green,shape,0.999987166815308,0.9932283488349565,0.0017809112135035898,0.006348088931033049,0.010010270827540236,0.02944305204223511,0.05920652412269515,0.9999999997871938,0.9999999965044493,0.9999999515630477,0.999999989890949,0.9999999581609345,0.9999651568449686,0.9990278624273439,0.9999101992922507,0.9997104752210048,0.999882180022818
green,object,0.9999114636666991,0.9917460232783915,0.00028700242715170736,0.0006446711856490671,0.0009109376540187405,0.00139448669247715,0.0007524282626437194,0.0009194392765560539,0.00036410641289294195,0.0001548983274710664,0.00019349165485449217,0.00012635489436846675,0.9999259758082474,0.9994486851813354,0.9999147420913077,0.9998371875818006,0.9998765283810397
laying,rgb,0.9999999999172058,0.9999999999103399,0.9999999940519857,0.9999999942372584,0.9999999943679527,0.999999994469857,0.9999999953314704,1.0,1.0,1.0,1.0,1.0,0.9981370509966401,0.99879155794466,0.9990562174822131,0.9990856749337462,0.9996567757100396
laying,shape,0.9999947313292165,0.999994000639918,0.9999943193617943,0.9999992803551069,0.9999987923665621,0.9999919109684361,0.9998553420855069,1.037398919930918e-05,4.603769992151355e-05,3.503064306800151e-05,4.313203400099254e-05,1.8524921918279457e-05,0.9998925670781854,0.9999933893647559,0.9999962680182592,0.9999096757096124,0.9998414533919707
laying,object,0.9999982063117533,0.999998869038656,0.99999628928705,0.9999990836359391,0.9999986628892796,0.9999943306751291,0.9999103952548777,0.4330967277792853,0.7488034276547804,0.7628465639077243,0.8052152564293175,0.6967661713586547,0.9998842637603259,0.9999817728163347,0.9999867774194572,0.9998960320767682,0.9998288053804982
lying,rgb,0.9999981600501361,0.9999983422273855,0.9998419274878291,0.999848511079696,0.9998533665230579,0.9998572973168066,0.9998711160708966,1.0,1.0,1.0,1.0,1.0,0.725953949985104,0.7719113256016383,0.798748785225456,0.8016108287045346,0.8817392621763173
lying,shape,0.9999997583289193,0.9999960974310772,0.9999477883313058,0.9999999528012098,0.9999998529484692,0.9999912611524623,0.9999999485671913,4.721358501285164e-05,0.0001576042038771764,0.000593908429239476,0.0010343105860621286,0.0003534378973027217,0.9948056603554098,0.9999939528416797,0.9999737095319636,0.998459604893735,0.9996474371577502
lying,object,0.9999997246607252,0.9999987103764332,0.9999816021252749,0.9999995560989591,0.9999991546373158,0.9999920141260495,0.9999994145508123,0.9999998632967608,0.9999999178463487,0.9999999820429121,0.9999999866193765,0.9999999797749075,0.9788873988733516,0.999431526215829,0.9991862151852496,0.9904836051542065,0.9970624132210313
object,rgb,0.031799366961742424,0.020562895867623655,0.9999972305451175,0.9999957654571865,0.9999940584171974,0.9999920489041795,0.9999941366520307,1.0,1.0,1.0,1.0,1.0,0.9583761282139472,0.9674272620281215,0.9659454487088563,0.9666364964414415,0.9688264208777556
object,shape,0.001336899559437132,0.95662757267279,0.9968559609597181,0.9682454120482569,0.988252191391474,0.9841339728568366,0.38060289678158316,0.999942751429675,0.9999887767483961,0.9999940237666173,0.9999914495010446,0.9999946826723395,0.9998026980789447,0.9996348293444774,0.999657277003909,0.9998892972761393,0.9997510673872225
object,object,0.0008111708757931266,0.6413481062228819,0.9975041539017488,0.9804250810836489,0.9915874666506047,0.9898593759648079,0.5209566749170541,0.9798710733771061,0.9624294519697328,0.9777291574957789,0.9618512406189996,0.9536614461280609,0.9998393214279304,0.9996999202061824,0.9997158127859266,0.9999094631346223,0.9997855053904182
ripe,rgb,0.9999302025550282,0.9999834247607648,0.0006854112747603277,0.0008697382765885029,0.0010527925644711216,0.0012418238871839849,0.0011368783480172429,0.9999999999922293,0.9999999999929416,0.9999999999996503,0.9999999999997755,0.9999999999998799,0.033827953855948646,0.024774227160479372,0.025010954314057615,0.024431599696144668,0.02104736050794849
ripe,shape,0.9998362094386186,0.9998010847657732,7.508263818555609e-05,0.001266174917679017,0.001450376423369315,0.0001824503316780739,0.004926962469827055,0.0033134978458815765,0.00011332105085788203,0.0001285055164564,3.191709738159611e-05,0.00041500911192651497,0.005520726581978651,0.00010023552196424105,0.591743930981645,0.0003114214136434086,0.7374510625815781
ripe,object,0.9998982918539813,0.9999009950440575,9.707710599531804e-05,0.00038778305498700426,0.00047768350391451316,0.00019041689833259606,0.0017329338647460398,0.999781578097187,0.9985065277873235,0.999550333347561,0.9991979053837138,0.9998646990960764,0.010077037446759102,0.0005530669734068448,0.07749082359510039,0.0022170540002004243,0.12861264656660332
shape,rgb,0.09689489160333636,0.1967550976499959,0.00112958118762793,0.001167310840983739,0.0012004537481772955,0.0012312648667173187,0.0011516880777655738,0.997579339613893,0.9977844846033135,0.9999328271724671,0.9999514007511713,0.9999817627580669,0.4059956542915374,0.3245273546769331,0.29745083094572133,0.2921407677492063,0.1907186830989497
shape,shape,0.04805874699039042,4.909714719175686e-07,3.9525186156336316e-05,2.6822177299151323e-07,5.65000407824909e-07,8.903860142853486e-06,2.282095293987567e-06,0.9999771185050532,0.9999340464472222,0.99993839412178,0.9998439534413871,0.999969571256035,0.002221291436936747,2.691135957884946e-06,0.0008157168678440595,0.0024185318495506414,0.07599910166985846
shape,object,0.004478636861798845,2.5623196293136956e-07,2.815360267749114e-05,3.02238964048388e-07,6.216268106780554e-07,8.489029212091304e-06,2.552531143672208e-06,0.9999477214778161,0.9999021154215679,0.9999166530668122,0.9998477126224199,0.9999628779457708,0.001265491595644703,4.582562293666116e-06,0.0005930338617141986,0.0014439833456691513,0.04123368450141124
shaped,rgb,0.09929643738028537,0.20161729533957254,0.001126685028122674,0.001164821641839993,0.001198314196336026,0.001229446447046728,0.0011495202021381563,0.9976116047118727,0.997814379882602,0.9999340428936873,0.999952327254531,0.999982125606908,0.41172551901913285,0.32945020228112765,0.30207251454148365,0.29669418212892673,0.19384464035062818
shaped,shape,0.03378224955857569,5.367462309883981e-07,3.865126099518166e-05,1.9924384656032238e-07,4.473364411037693e-07,8.05813601692902e-06,2.351962072168432e-06,0.9999887124117949,0.999940613331358,0.9999376619427401,0.9998475365758429,0.9999688457006176,0.0030035713646268647,2.2996612554594365e-06,0.0006967801111281918,0.003474634774120344,0.12892232966792394
shaped,object,0.0051217267260841,4.085006891941457e-07,2.2783060668345942e-05,2.1777284794423882e-07,4.6360113171188166e-07,7.025143608369227e-06,2.4911856804267137e-06,0.9999695767633016,0.9999010110096622,0.9999237807981582,0.9998589379507143,0.9999655979175924,0.0016840875649211749,4.1873677143502205e-06,0.000549032536133038,0.002238301018159372,0.06740761674802224
side,rgb,0.9999999999998406,0.9999999999998663,0.9999999995574393,0.9999999995917321,0.9999999996162585,0.9999999996356306,0.9999999996932665,1.0,1.0,1.0,1.0,1.0,0.9997059583193406,0.999807830726996,0.9998545931954731,0.9998590368915581,0.9999515931837732
side,shape,0.9999999211153516,0.9999998830528843,0.9999939575660584,0.9999999354775212,0.9999998169145097,0.9999989350962477,0.9999999969881277,4.49901779071845e-05,3.122501346030197e-05,0.0002352816868269886,0.0003144347475873249,0.0005505938938563309,0.9999935289624077,0.9999804431548792,0.9998897918196925,0.9999993116204047,0.9999848190293117
side,object,0.9999999922392083,0.9999999982010999,0.9999999609681669,0.9999999947123175,0.9999999913791576,0.9999999661589072,0.9999999809826338,0.9999999898644861,0.999999981015696,0.9999999958729178,0.9999999975180964,0.9999999979519714,0.9999671037614271,0.999983955788664,0.9999556437137247,0.999994827612336,0.9999680404792837
square,rgb,0.0027507548725739534,0.005695201116208605,0.00021295181872010342,0.00021147392308327597,0.00021068486531335124,0.00021027529188657077,0.00020031828373358876,0.9960359310499095,0.9964079527862039,0.9999403895105337,0.9999567870623942,0.9999869998384514,0.0795830018264496,0.05825169996372432,0.05112856563609015,0.04997360124474167,0.028592051957643017
square,shape,1.830554730342467e-06,5.061571622065815e-07,1.0908764921608116e-05,8.005367191984131e-08,1.130622286469764e-07,4.1935253647281365e-06,1.847599626292647e-06,0.999989031714065,0.9999491743836295,0.9999246243387051,0.9998561330357977,0.9999667373034575,0.001701233207443804,6.08728514675221e-07,2.0360918792438604e-05,0.0031166263856162823,0.00697462093054306
square,object,1.4645739461016487e-06,3.8569125234902225e-07,6.8454823487704e-06,9.731006143130392e-08,1.4522132482397818e-07,3.5671440604608353e-06,2.190851110232552e-06,0.9999680626374993,0.9999076586139589,0.999900782037807,0.9998567855005674,0.9999604370895877,0.0008779605848656096,1.3216733716016306e-06,3.2218612955667616e-05,0.001649137732573815,0.0072256291051962605
white,rgb,0.9092612465294092,0.7946744626921893,0.9999449259204963,0.9999372954539671,0.9999302952827579,0.9999235289994829,0.9999362676136638,0.9999999999772569,0.9999999999770559,0.9999999999845846,0.9999999999805951,0.9999999999853921,0.12096248804952811,0.18759155934269522,0.21553579267779913,0.22207650355488825,0.39093372735056386
white,shape,0.9795581009312858,0.9999994959458018,0.999902008407159,0.9999999621502874,0.9999998069526232,0.9999910603623159,0.999999953152676,2.062363534294084e-05,0.0003591293075533561,0.0003648326410155421,0.0017356546454432202,0.0003736739951758129,0.9893400888238281,0.9999951659998242,0.9992262349041044,0.9979205578341688,0.9859299719284693
white,object,0.9813086305539152,0.999899995841849,0.999947964476847,0.9999993659336929,0.9999983160862714,0.9999881286557032,0.9999993680447937,0.9979588738652343,0.9996238959042432,0.9997009377575886,0.9998504733124802,0.9996838008067815,0.8674792645094096,0.9976296884574982,0.9713990347927361,0.9578988801154206,0.9113471539528765
yellow,rgb,0.9999999587174074,0.9999999667035209,0.9998138683418161,0.9998270153810966,0.9998364081869574,0.9998438253468491,0.9998727519413453,1.0,1.0,1.0,1.0,1.0,0.0012615345263159716,0.002027541803461386,0.002753185777387355,0.0028504148278910408,0.009245508921671062
yellow,shape,0.9999109102479845,0.9998404655663458,0.9997303154412934,0.9999342273796221,0.9997817524720528,0.9999886389461952,0.9999994891640589,0.8282887261892136,2.526858562766317e-05,0.0008264507201867299,0.000543845370058337,0.0003207378775823109,0.9994582951549763,0.9998732581713997,0.22758989708690677,0.5371401502532597,0.032103303787679796
yellow,object,0.9999821032720203,0.9999570847918474,0.999904278439575,0.99993236033084,0.9998452098493573,0.9999750275166968,0.9999809956557837,1.0,0.9999999999999993,1.0,1.0,1.0,0.7843525652660437,0.9879386543373121,0.10756043268049528,0.03764630306610017,0.00707488865650824
