Token,Type,2-corn/corn_3,2-corn/corn_1,2-corn/corn_4,1-corn/corn_4,0-cube/cube_3,4-cube/cube_4,0-cube/cube_1,4-cube/cube_3,0-cube/cube_4,3-corn/corn_4,3-corn/corn_3,3-corn/corn_1,1-corn/corn_1,0-corn/corn_1,0-corn/corn_3,0-corn/corn_4,3-cube/cube_4,3-cube/cube_1,3-cube/cube_3,2-cucumber/cucumber_2,2-cucumber/cucumber_1,0-banana/banana_2,0-banana/banana_3,2-cucumber/cucumber_4,0-banana/banana_1,1-banana/banana_3,1-banana/banana_2,1-banana/banana_1,2-cube/cube_3,0-cucumber/cucumber_1,0-cucumber/cucumber_2,0-cucumber/cucumber_4,1-corn/corn_3,3-cucumber/cucumber_4,3-cucumber/cucumber_2,3-cucumber/cucumber_1,4-cucumber/cucumber_4,2-banana/banana_1,4-cucumber/cucumber_1,4-corn/corn_4,4-corn/corn_3,2-cube/cube_4,1-cube/cube_1,2-cube/cube_1,1-cube/cube_4,1-cube/cube_3,1-cucumber/cucumber_4,1-cucumber/cucumber_1,1-cucumber/cucumber_2
,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
like,shape,0.9999734248440388,0.9999214788245906,0.9991966863053485,0.9997468895753687,0.9999430440850948,0.9999899070755537,0.9999600711296591,0.9999940229067992,0.9999568286014925,0.9999851218067434,0.9999403450429001,0.9999944525643064,0.9999580641306186,0.9999168578986966,0.9999792202779235,0.9999725150900225,0.9999887971020379,0.9999756823766517,0.9999933626474355,0.9834576362986082,0.9999620313608888,0.0006099841609713384,4.8830216222588653e-05,0.35841992249352034,0.873187154294673,3.8480243476454876e-05,0.008106277093189056,0.9968311367554464,0.9999896621603006,0.999947630841126,0.9999903865841057,0.9999414257522184,0.9997342677249736,0.9999925133075627,0.9999825794294236,0.6648940348112534,0.8744902035269461,0.9997479823565258,0.9997367612890797,0.999868707512547,0.9999981276803822,0.999991432355294,0.9999785832597169,0.9999894408087318,0.9999814020525332,0.999981159893768,0.9999006020903155,0.9999785168682949,0.2921891881215949
like,object,0.9999827499723764,0.9999298583890381,0.9992920092945323,0.9997419885688869,0.9999991541702409,0.9999908370129451,0.9998860866092767,0.9999999147944517,0.9999866693927482,0.9999870058438538,0.999969116582652,0.9999969164543073,0.9999697164328862,0.9999349447636922,0.9999832644457176,0.9999777868313567,0.9999917511812284,0.9998934115105135,0.9999999215446821,0.9901422029725967,0.9999532844583845,0.0005522201312814059,4.418321625855353e-05,0.3299026472727465,0.9273076476816936,3.705179652231248e-05,0.003446318812651108,0.996042530200716,0.9999998979329512,0.9998873132533954,0.9999868954227602,0.9999160289465953,0.9998470566206762,0.9999891783927958,0.9999753825370971,0.616063777593976,0.8930159108488331,0.9994075946763803,0.9998645239632697,0.999890532915159,0.9999985548604985,0.9999927634322785,0.9999335523305249,0.9999506110371733,0.9999887441522095,0.9999998996738749,0.9997558888688417,0.99994264949606,0.21797792081572973
looks,rgb,0.995811823058126,0.9757118690757489,0.9961246991412362,0.9964125928525143,1.0,8.295824560828836e-52,0.9962402645094384,1.0,5.417555278281001e-48,0.9958737926288852,0.995548045820042,0.9750546103743108,0.9839639687059947,0.9845694077817471,0.9980188949899998,0.9967668038875378,5.617001033502244e-51,0.9879875258088351,1.0,1.0,1.0,0.002226015323527938,0.0023653796894646246,0.9999999999999996,0.012766300903402203,0.002928981645558376,0.0025683295539034264,0.011391352856868004,1.0,1.0,1.0,1.0,0.9974446944802705,0.9999999999999993,1.0,0.9999999999999991,0.9999999999999931,0.0037495842566259026,0.9999999999999953,0.9938126549566679,0.9956077257163406,6.390055908331721e-51,0.9942486957077272,0.9941930888082695,4.6560420694453805e-48,1.0,0.9999999999999998,1.0,1.0
looks,shape,0.9999806457015392,0.9997904659932465,0.9998036659727486,0.9999261302117852,0.9999192181799174,0.9999737307933168,0.9999693739063333,0.9999905063774084,0.9999717610527027,0.9999929774363998,0.9996666842197399,0.9999928033780835,0.9999838349254868,0.9999455119705096,0.9999931479012907,0.9999432205057487,0.9999781868746126,0.999971640978236,0.9999841628815382,0.9443701052508374,0.999977335627107,0.0007274368711952037,5.278529298967694e-05,0.5673587734417228,0.9867049371775012,4.0550499273745065e-05,0.03944786521733353,0.9986057089324819,0.9999847243704691,0.999910349268038,0.9999944494249219,0.9999197094688357,0.9997190651688104,0.9999949718620157,0.9999930469839066,0.2660542275462891,0.30854375986041654,0.9972232752694049,0.9999286393860761,0.9997868621600753,0.9999965453461697,0.9999795088598022,0.9999815510908346,0.9999869431323016,0.9999653907521496,0.9999852888685273,0.9998965087025149,0.9999747202000181,0.3285280052131988
looks,object,0.999984809599212,0.9998004404261822,0.9998258791628332,0.9999291702305632,0.9999927199422862,0.9994241162755795,0.9999068450424761,0.9999993577025659,0.9997989286331316,0.9999941321604482,0.9997956215676628,0.9999907505166139,0.9999863257270066,0.9999604072479754,0.9999946553755601,0.9999584098477745,0.999645548596037,0.9998901523263218,0.9999990920220414,0.9776341230136137,0.9999828406925326,0.0006830165984885254,4.8311281797380215e-05,0.678182598613325,0.9888868996913661,3.9584729985379835e-05,0.020135796058501812,0.9970205685346014,0.9999992808747251,0.9999321338203752,0.999996251367635,0.9999496055443003,0.9998259116525653,0.9999964477261095,0.9999895112766117,0.3860488602221067,0.4759262697920885,0.9910804632537006,0.9999437730438937,0.9998151335151585,0.9999944755345734,0.9996016621428397,0.9999416902012309,0.9999487503244947,0.9995920876710737,0.9999995480975786,0.9999085509765789,0.9999773933400556,0.4241461818727523
used,rgb,0.5904410614987198,0.2593215183499212,0.6123194556844629,0.6334711971474195,0.9999999999999978,1.2118067249447297e-24,5.479943638920834e-06,0.9999999999998015,2.1090411150901979e-22,0.593944538245486,0.5759615117431636,0.24568887814022639,0.2782894358306424,0.290386142020874,0.7070885318426895,0.6596126311367858,3.358852537955697e-24,4.176247730888026e-06,0.9999999999999893,0.9997938689538015,0.9996277296080338,8.721451621508773e-05,8.160111753562364e-05,0.9996984911695487,0.00045393673737654524,1.7588620608613906e-05,4.9884160138102864e-05,0.00032489519659019135,0.9999999999999969,0.9998259880180309,0.9998948380543564,0.9997910812220371,0.6417399018587068,0.9996944616878339,0.9996966089096995,0.9996166863330618,0.9994144953538376,0.00021660101512814873,0.9995929619576379,0.5710135024640366,0.5752450777168215,4.2834055558487714e-24,4.749249155114443e-06,4.706828534447225e-06,1.913467259660567e-22,0.9999999999999978,0.9997490072243874,0.9998024708969134,0.9998106084347443
used,shape,0.9992843742776223,0.9967694182568883,0.9999992677372445,0.9999993960828234,0.08490072315076022,0.31740565992036746,0.5295763635495903,0.8348753378929522,0.5129373823141617,0.9999941394067575,0.9977103748405415,0.84686964674777,0.999473841236663,0.9999941319803994,0.9999965902083727,0.9999987833082995,0.8552516285439135,0.5332059186450612,0.7403077253017128,0.9996697106805423,0.9999320460250517,0.9984485253154819,0.9999590672442001,0.999989578041616,8.222634457684565e-05,0.9219826129634712,0.9999813541408347,7.863744382868324e-05,0.47215751250566845,0.9999484282256721,0.9999741369953492,0.9999358452416237,0.9998174519824404,0.9999795082466907,0.9998308083381438,0.9999727612578101,0.999911440128398,9.345733038864443e-05,0.9998792660254943,0.9991561326190034,0.7723507322949376,0.6066959552690634,0.6788125624340574,0.8750753651404037,0.8834076962399425,0.11295989012669487,0.9999975570584817,0.999979288169049,0.9999981409710935
used,object,0.9981098597834482,0.9913007344157044,0.9999949199420424,0.9999957285054765,0.9943859387264798,8.010723112729427e-06,0.084484750078728,0.9995096717663734,4.0253678173940666e-05,0.9999682889820866,0.9946419685006292,0.7746177303326429,0.9980587945240778,0.9999587356166278,0.9999817944830209,0.9999919174789659,8.485227926108373e-05,0.08559654057053193,0.9995836605270229,0.9997316758214999,0.9999378894828472,0.971970092518486,0.998688251418171,0.9999909913083191,6.795739303787965e-05,0.4748768084945643,0.9992948825667125,6.675976970160508e-05,0.9990913613292587,0.9999562220380508,0.999978661018376,0.9999437313061159,0.9994204982525997,0.9999790698138372,0.9998614768403847,0.9999774181487634,0.999918656811734,8.086716427581941e-05,0.9998914421189529,0.9976963332671727,0.7679032538397054,2.7234171080303655e-05,0.13070694779373182,0.3017349450846144,0.00022967345300496327,0.9955758027188434,0.999997281311472,0.9999816850563971,0.9999980215796471
yellow,rgb,0.9999864861917425,0.999984103511517,0.9999865121382518,0.9999865363911213,0.9999999573513225,6.75960503692356e-06,0.9999683025566023,0.9999999407759461,6.97705018803311e-05,0.9999864975575932,0.9999864391268511,0.999984147916998,0.9999851639440797,0.9999851760751548,0.9999874309958665,0.9999865792674428,1.1332291868095702e-05,0.9999635481389673,0.9999999602045755,0.9999998789557063,0.9999998800744292,0.9999360633996126,0.9999362918201663,0.9999998354263047,0.9999533722474986,0.9999289139211242,0.9999346390283126,0.9999520352906716,0.9999999689221529,0.9999999231352411,0.9999999035064704,0.999999869257463,0.9999873670875775,0.9999998336414998,0.9999998909003164,0.9999998275273647,0.9999997673929529,0.9999431420590411,0.9999997768483365,0.9999855440739469,0.9999864819376443,1.1969240703876964e-05,0.9999663139393067,0.9999662236071744,6.711055998000923e-05,0.9999999660782235,0.9999998486936865,0.9999999067489636,0.9999998937814014
yellow,shape,0.9999975167156189,0.9999371414800605,0.9999957895135949,0.9999941852879043,0.9167886069108928,0.00012110084572416524,0.9995296692037043,0.009436488632715618,0.00026231933099130826,0.9999984760581209,0.9998469192548187,0.9992456695457158,0.9999963800011324,0.9999622201414243,0.9999965265349267,0.9999884260396729,0.00013035447892407952,0.9995919831601723,0.001673314510313753,0.9999999962503212,0.9999390086577752,0.999993053706607,0.9999671160174308,0.9992247384152121,0.9998917021279912,0.9999456006727543,0.9999982545671863,0.99997855479824,0.6023537545512616,0.9999505986371842,0.9999995399569819,0.9999804147251758,0.9999923865911081,0.999999411327719,0.0800291718058628,0.9996749339592079,0.9999431846669216,0.9998190815823774,0.0424232721243888,0.9999910764497907,0.5927080527023257,0.00023082514275587953,0.9994996454053232,0.9994071428599866,4.179821945877001e-05,0.16164497140145728,0.9999337930021162,0.9999870100437528,0.9999319377168414
yellow,object,0.9999875019002179,0.9999840882147676,0.999990122994163,0.999990121616818,0.9999931276806624,1.3106492872164485e-05,0.999930022285042,0.999961121539832,5.808279630249475e-05,0.9999895174807543,0.9999719236610705,0.9998888116921054,0.9999870947873822,0.9999812568937484,0.9999881323279223,0.9999827687820738,1.3861571536060903e-05,0.9999456509379265,0.9999517221737366,0.9999999184361263,0.9999993308083772,0.9999896361482303,0.9999838960861097,0.9999996148988202,0.9999665029207713,0.999988432707315,0.9999914655386591,0.9999711438112229,0.9999901348771282,0.9999998086311792,0.9999997919215597,0.9999996840744939,0.9999866261970302,0.9999997479823723,0.9999954222599553,0.999999685560485,0.9999996290516221,0.999961599931639,0.9999860337252948,0.9999876572107533,0.9998465160708765,2.4637995893740932e-05,0.999929645100501,0.9999355831147373,3.745261435335994e-05,0.9999766313465654,0.9999996523865287,0.9999998231496812,0.9999998425937563
