Token,Type,2-corn/corn_2,2-corn/corn_3,2-corn/corn_4,0-cube/cube_3,4-cube/cube_4,0-cube/cube_1,4-cube/cube_3,0-cube/cube_4,3-banana/banana_4,3-corn/corn_4,3-corn/corn_3,3-corn/corn_2,0-corn/corn_2,0-corn/corn_3,0-corn/corn_4,3-cube/cube_4,3-cube/cube_1,3-cube/cube_3,2-cucumber/cucumber_2,2-cucumber/cucumber_3,0-banana/banana_4,0-banana/banana_2,0-banana/banana_3,2-cucumber/cucumber_4,1-banana/banana_3,1-banana/banana_2,1-banana/banana_4,2-cube/cube_3,5-corn/corn_2,1-corn/corn_4,0-cucumber/cucumber_2,0-cucumber/cucumber_3,0-cucumber/cucumber_4,1-corn/corn_3,1-corn/corn_2,3-cucumber/cucumber_4,3-cucumber/cucumber_3,3-cucumber/cucumber_2,4-cucumber/cucumber_4,5-cucumber/cucumber_3,2-banana/banana_4,4-cucumber/cucumber_3,4-corn/corn_4,4-corn/corn_2,4-corn/corn_3,2-cube/cube_4,1-cube/cube_1,2-cube/cube_1,1-cube/cube_4,1-cube/cube_3,1-cucumber/cucumber_4,1-cucumber/cucumber_3,1-cucumber/cucumber_2
like,shape,0.9998657486463205,0.9999734248440388,0.9991966863053485,0.9999430440850948,0.9999899070755537,0.9999600711296591,0.9999940229067992,0.9999568286014925,0.9999917409501037,0.9999851218067434,0.9999403450429001,0.9999954481962698,0.9999694322120519,0.9999792202779235,0.9999725150900225,0.9999887971020379,0.9999756823766517,0.9999933626474355,0.9834576362986082,0.9998629289180158,0.9889308288483524,0.0006099841609713384,4.8830216222588653e-05,0.35841992249352034,3.8480243476454876e-05,0.008106277093189056,0.9898267119132848,0.9999896621603006,0.9999918252349379,0.9997468895753687,0.9999903865841057,0.9996417427177656,0.9999414257522184,0.9997342677249736,0.9999694322120519,0.9999925133075627,0.9999132316097641,0.9999825794294236,0.8744902035269461,0.9987262017524636,0.04915810659098197,0.9907399924558072,0.999868707512547,0.9994915115582239,0.9999981276803822,0.999991432355294,0.9999785832597169,0.9999894408087318,0.9999814020525332,0.999981159893768,0.9999006020903155,0.9996545055329923,0.2921891881215949
like,object,0.9998874213873918,0.9999827499723764,0.9992920092945323,0.9999991541702409,0.9999908370129451,0.9998860866092767,0.9999999147944517,0.9999866693927482,0.999923932151362,0.9999870058438538,0.999969116582652,0.9999964727782484,0.9999768231715775,0.9999832644457176,0.9999777868313567,0.9999917511812284,0.9998934115105135,0.9999999215446821,0.9901422029725967,0.9996413922410003,0.9273600603758884,0.0005522201312814059,4.418321625855353e-05,0.3299026472727465,3.705179652231248e-05,0.003446318812651108,0.9712404829276351,0.9999998979329512,0.9999923893104841,0.9997419885688869,0.9999868954227602,0.9989942414758514,0.9999160289465953,0.9998470566206762,0.9999752731115504,0.9999891783927958,0.9999018292555303,0.9999753825370971,0.8930159108488331,0.9992702641437771,0.01064594768577935,0.982932075494214,0.999890532915159,0.9995635060778444,0.9999985548604985,0.9999927634322785,0.9999335523305249,0.9999506110371733,0.9999887441522095,0.9999998996738749,0.9997558888688417,0.9993326863504371,0.21797792081572973
look,rgb,0.991760637735068,0.9708115078742454,0.9764368322764568,1.0,1.0,0.9918989961599931,1.0,1.0,0.004639266851707238,0.9716765940624549,0.9670025528956874,0.9886354029629022,0.9942512183095513,0.9868453878168945,0.9855054938916045,1.0,0.9896884053028859,1.0,0.012142859465109004,0.009653204741051946,0.006870575957250917,0.028645770316629505,0.028337827753538852,0.01709971309200373,0.052390698094637984,0.03035826348722007,0.002398799674744713,1.0,0.9830685608109118,0.9809959734310608,0.015942479848163597,0.012076498609170944,0.014539536700028843,0.972827849936877,0.9882598420308178,0.017341741493764495,0.008090060259659974,0.006561008080787353,0.01983353393137707,0.006957618009841361,0.2745241318544819,0.007908223544356182,0.9777491214273922,0.9787345033745273,0.9660371194636057,1.0,0.9921419565110747,0.992270192966768,1.0,1.0,0.01716005153482387,0.00748185590817645,0.009970121183648357
look,shape,0.8177765378896441,0.9957830136428552,0.9996146940434255,0.9999996462156188,0.9999631792145633,0.9999983476240047,0.999998554402099,0.9999924113308802,0.9997735530930411,0.999614079672126,0.9961266683624185,0.994845623955845,0.9927637732531507,0.999449199630278,0.9985161139233709,0.9997486229359146,0.9999724256437806,0.9999333499007451,0.6476023504122083,0.4378579559952321,0.9499064271238552,0.019998054878004837,0.38541310695475384,0.0001417132317686278,0.0004140100117610669,0.9513949689509068,0.7847312840844036,0.9999902720014547,0.9967768034579307,0.9996698767488023,0.0024497628787907367,0.09921265382729441,9.556578411970967e-05,0.9957591719818671,0.9927637732531507,0.00018337666609096894,7.085408632820066e-05,0.9999989335579633,0.00018384538579806282,0.9999937974532739,0.013932075542614141,0.8822626542803477,0.9997664006459207,0.9934282277157112,0.9999052108836819,0.999973485495603,0.999994773694797,0.9998788928869169,0.9993645349951519,0.9999950803441673,0.0005276326325991401,0.07058534836190491,0.2952943437608839
look,object,0.9662691856501102,0.9997984256061307,0.9997009083200724,0.9999999999843756,0.9999999999992806,0.9999963384502796,0.9999999999643225,0.9999999999997744,0.9998598554431726,0.9997481592158256,0.9998647706926262,0.9975888834512892,0.9973820714854539,0.9997271221047176,0.9989768774356894,0.9999999999950295,0.9999643816367797,0.9999999992320363,0.4871738037036345,0.022676096561015678,0.12884591272777968,0.04584806533252066,0.16663258584508525,0.0001039288487526115,0.0015078535303769622,0.675143859575546,0.09037452849088516,0.9999999999034677,0.9997005375533777,0.9997455430934227,0.0015705641402737037,0.005762538046757017,7.079969636179948e-05,0.9994116099965223,0.9968286711305632,0.00015137263019396454,7.472295480852846e-05,0.9999978693700241,0.0001579625582783455,0.9999903394881396,0.0010384885559907115,0.14006933960918755,0.9998858824786818,0.9979746069820006,0.9999998927185969,0.9999999999995277,0.9999901393461393,0.9998898621274291,0.9999999999818365,0.9999999999617124,0.00036673098882100474,0.0027817434527924174,0.01208733704948853
salad,rgb,0.997138677636927,0.9854011275900456,0.9877994452189437,1.0,4.160534665858624e-27,1.4374622565507075e-10,1.0,2.7653802371875005e-24,0.00042240789144381815,0.9857930680679987,0.9836768420818267,0.9963580593049376,0.9978180771567194,0.9938603471036384,0.9918281466212329,1.3445413318280612e-26,1.2452367647831843e-10,1.0,0.9998209947811122,0.9998033651575745,0.00010456556755886469,3.079425597952627e-06,2.6025452771193553e-06,0.9998357349781677,9.133320884799551e-08,8.757037991974026e-07,0.000673158391609969,1.0,0.9938828159983276,0.9897830429854377,0.9999194605393927,0.999874454967007,0.9998539833497474,0.9889139937928446,0.9969700450018859,0.9998362156705636,0.9996700425912657,0.9994142312306306,0.9997473025401195,0.999292606582449,1.9849472055896683e-07,0.9996177669131313,0.9854266630476597,0.9940427900415283,0.98345422020492,2.0976167446973504e-26,1.2512997816447963e-10,1.2334396175248612e-10,2.4224932462488797e-24,1.0,0.9998588906378009,0.9996529735207396,0.9997785972291214
salad,shape,0.9998627263850941,0.8595169733496941,0.9997747816043452,0.9873743148254011,0.9983659936968169,0.9989130518473416,0.9991292215381576,0.9854606715598755,5.9860232037578475e-05,0.9999347461505947,0.9233936985453316,0.9999983109695576,0.9999819700564495,0.9997806334424179,0.9999936619806256,0.9993324249968073,0.9995639677528076,0.9983271915902641,0.9998245492315901,0.9997678018811808,0.0001015676150809315,0.013277551481171115,0.9962772811739042,0.9998434042494461,0.003107714992127304,0.998055013546297,0.00022790937996116492,0.999414840098344,0.8946710423561429,0.9996459417960847,0.9999861057117415,0.9997139624831025,0.9999981364120014,0.8151361051467678,0.9999819700564495,0.9999965701366703,0.9999125369101022,0.9998986603148574,0.9998437124968051,0.9999279297901009,8.96490336018067e-05,0.999691063181216,0.8615265018209899,0.9075968776991085,0.990985802746184,0.9992482340916754,0.9994739611045024,0.9999877221617306,0.9978856738440405,0.9495986826002204,0.9999937914915111,0.9996491007107593,0.9998438996674998
salad,object,0.9999424168403213,0.9908988271179654,0.9998711165389628,0.9999999999249061,3.4428343372890244e-05,0.061024541855456166,0.9999999998843709,4.725842037368815e-05,4.8790510396186414e-05,0.999955295150763,0.9937935917372538,0.9999981285847134,0.9999898438734791,0.9999147215053524,0.9999936345917895,0.00010048096701074385,0.0939940443954436,0.9999999999548268,0.9998849928607096,0.9998259666975441,6.539736400268395e-05,0.005251752380653784,0.5213069342180144,0.9999049056147906,0.0006757699391017871,0.46909620470535307,0.00017021458798411343,0.9999999999842915,0.9948241605884114,0.9998226282296984,0.999989666419202,0.999781589907905,0.9999978530479436,0.9874877816409309,0.9999880681713639,0.9999964314130044,0.9999410116621081,0.999910849849555,0.999906736776687,0.9999476676203017,5.2424376386016875e-05,0.9998021910600053,0.9857782697641382,0.9940556969085483,0.9979557375822157,9.364014687629299e-05,0.09258090400559037,0.5442061686769735,0.0001996921081197585,0.9999999997229148,0.9999907930125779,0.999737637469842,0.9998830709121581
use,rgb,0.9993753363494341,0.9992251250881659,0.9992331677330168,0.9999986273840167,1.1111096537507217e-05,0.9948892856992783,0.9999975535660431,7.17187091408658e-05,0.9987031161019398,0.9992266337321373,0.9992188880899618,0.9993680837128923,0.9993841148727584,0.999293375000338,0.9992511311620682,1.6568035869141568e-05,0.994350566716769,0.9999984885506442,0.9999731449244293,0.9999781715503474,0.9995249922923233,0.9949563728534951,0.9949267162966583,0.9999671704334141,0.993575871545584,0.9945574273897907,0.9993335734451175,0.9999988221048611,0.9993223209021018,0.9992409733372122,0.9999778172006675,0.9999782964049586,0.9999720112800029,0.9992693872637058,0.9994007641904474,0.9999669379868953,0.9999755167565597,0.9999734269215513,0.9999577440510689,0.9999671696824421,0.9988173816495413,0.9999736503463629,0.9991897183556933,0.9993517063234328,0.9992199867825835,1.755830658802444e-05,0.9946420774296086,0.9946288328933114,6.944183635001165e-05,0.9999987949449214,0.9999691960130687,0.9999796799718346,0.99997512836444
use,shape,0.9999990148850789,0.9990355154651077,0.9999977364827174,0.01761538707199072,6.536302100792854e-05,0.007206825851190338,0.0002538242574391006,9.256914642201125e-05,0.250313058060216,0.9999957903174129,0.9680959693562405,0.9999956544447274,0.9999951303398278,0.9999881592502944,0.9999988598074256,0.0001122838397967994,0.0009578374096013199,0.00019887716700744683,0.9997762581481099,0.9999649480910136,0.9876099335050881,0.9999932027169606,0.9997580153848409,0.9999823564358202,0.9999875347996959,0.9999885163896906,0.9999945321753055,0.0002010965735756435,0.9998190771867794,0.9999971797010458,0.9999950042359667,0.9999920899456711,0.9999541945390261,0.9986273850576124,0.9999951303398278,0.9999946565469525,0.9999537456370157,0.9997169318390999,0.9998900768815391,0.974507923797902,0.9997162675778756,0.9999530737361371,0.9979957211496345,0.999711047260882,0.023474098588400168,6.618049542306059e-05,0.015276357853140647,0.0008638195998187992,0.00013194488030644115,7.729421344271158e-05,0.9999871558894636,0.9999251984957765,0.99998180257204
use,object,0.9999754863628513,0.9996613841028911,0.9999513584564994,0.9996814045361337,1.2117315970486914e-05,0.8822744161823746,0.9991136822422347,4.188889534056316e-05,0.9947311420045537,0.9999511694688497,0.9987591111906488,0.9999689338434036,0.9999679627743199,0.9999426475780661,0.9999729780747196,2.1823687048328786e-05,0.8490413215394865,0.9993743913496413,0.9999275476693824,0.9999955502114309,0.9992743590307345,0.9995935665851029,0.9986830082847536,0.9999914082756808,0.9993193505771887,0.9994440279129707,0.9999541289421662,0.9994374413001923,0.9998114093534783,0.9999490445489929,0.9999953727211419,0.9999966046241476,0.9999951198868695,0.9996264402641983,0.9999686403841145,0.9999954385910749,0.9999933027122897,0.999905870182471,0.999950222798107,0.9997186839187537,0.9995855147025453,0.9999898777453656,0.9993686868758456,0.9997079086785471,0.9878783081125535,1.6908528456624002e-05,0.8983861098085111,0.8514174379389625,6.684815402647575e-05,0.9990645340503072,0.9999950425238043,0.9999954078972862,0.9999911664177281
yellow,rgb,0.9999889345547996,0.9999864861917425,0.9999865121382518,0.9999999573513225,6.75960503692356e-06,0.9999683025566023,0.9999999407759461,6.97705018803311e-05,0.9999880496864914,0.9999864975575932,0.9999864391268511,0.9999889455147969,0.9999889419855983,0.9999874309958665,0.9999865792674428,1.1332291868095702e-05,0.9999635481389673,0.9999999602045755,0.9999998789557063,0.9999999118523877,0.999997599948383,0.9999360633996126,0.9999362918201663,0.9999998354263047,0.9999289139211242,0.9999346390283126,0.9999954387917014,0.9999999689221529,0.9999881946551061,0.9999865363911213,0.9999999035064704,0.9999999096434593,0.999999869257463,0.9999873670875775,0.9999896507737221,0.9999998336414998,0.9999998992834541,0.9999998909003164,0.9999997673929529,0.9999998523763498,0.9999940385237648,0.999999888801525,0.9999855440739469,0.9999889343040209,0.9999864819376443,1.1969240703876964e-05,0.9999663139393067,0.9999662236071744,6.711055998000923e-05,0.9999999660782235,0.9999998486936865,0.9999999240726969,0.9999998937814014
yellow,shape,0.9999900211128616,0.9999975167156189,0.9999957895135949,0.9167886069108928,0.00012110084572416524,0.9995296692037043,0.009436488632715618,0.00026231933099130826,0.5147452166681374,0.9999984760581209,0.9998469192548187,0.9999959569544012,0.9999634338468149,0.9999965265349267,0.9999884260396729,0.00013035447892407952,0.9995919831601723,0.001673314510313753,0.9999999962503212,0.9997990817949982,0.998355152091732,0.999993053706607,0.9999671160174308,0.9992247384152121,0.9999456006727543,0.9999982545671863,0.9999442974742653,0.6023537545512616,0.999997572821458,0.9999941852879043,0.9999995399569819,0.9998844427915147,0.9999804147251758,0.9999923865911081,0.9999634338468149,0.999999411327719,0.9999979678110771,0.0800291718058628,0.9999431846669216,0.9999999996286006,0.9980873410172487,0.9999908854448952,0.9999910764497907,0.9999817696635287,0.5927080527023257,0.00023082514275587953,0.9994996454053232,0.9994071428599866,4.179821945877001e-05,0.16164497140145728,0.9999337930021162,0.99988343244421,0.9999319377168414
yellow,object,0.9999881117406756,0.9999875019002179,0.999990122994163,0.9999931276806624,1.3106492872164485e-05,0.999930022285042,0.999961121539832,5.808279630249475e-05,0.9999703639122935,0.9999895174807543,0.9999719236610705,0.9999856509260774,0.9999798485643714,0.9999881323279223,0.9999827687820738,1.3861571536060903e-05,0.9999456509379265,0.9999517221737366,0.9999999184361263,0.9999997548537548,0.999997841942876,0.9999896361482303,0.9999838960861097,0.9999996148988202,0.999988432707315,0.9999914655386591,0.999997120406992,0.9999901348771282,0.9999914496741019,0.999990121616818,0.9999997919215597,0.9999997907302152,0.9999996840744939,0.9999866261970302,0.9999814550638187,0.9999997479823723,0.9999997883816315,0.9999954222599553,0.9999996290516221,0.9999998834088759,0.9999977013176533,0.9999998698244542,0.9999876572107533,0.9999908258847165,0.9998465160708765,2.4637995893740932e-05,0.999929645100501,0.9999355831147373,3.745261435335994e-05,0.9999766313465654,0.9999996523865287,0.999999796517553,0.9999998425937563
