Token,Type,2-corn/corn_2,2-corn/corn_3,2-corn/corn_1,0-cube/cube_2,4-cube/cube_4,0-cube/cube_1,4-cube/cube_2,0-cube/cube_4,3-banana/banana_4,3-corn/corn_3,3-corn/corn_2,3-corn/corn_1,0-corn/corn_1,0-corn/corn_2,0-corn/corn_3,3-cube/cube_4,3-cube/cube_1,3-cube/cube_2,2-cucumber/cucumber_2,2-cucumber/cucumber_3,0-banana/banana_4,2-cucumber/cucumber_1,0-banana/banana_2,0-banana/banana_3,1-banana/banana_3,1-banana/banana_2,1-banana/banana_4,0-cucumber/cucumber_1,0-cucumber/cucumber_2,0-cucumber/cucumber_3,1-corn/corn_1,1-corn/corn_3,1-corn/corn_2,5-corn/corn_2,3-cucumber/cucumber_3,3-cucumber/cucumber_2,3-cucumber/cucumber_1,5-cucumber/cucumber_3,2-banana/banana_4,4-cucumber/cucumber_1,4-cucumber/cucumber_3,4-corn/corn_2,4-corn/corn_3,2-cube/cube_4,1-cube/cube_2,1-cube/cube_1,2-cube/cube_1,2-cube/cube_2,1-cube/cube_4,1-cucumber/cucumber_1,1-cucumber/cucumber_3,1-cucumber/cucumber_2
corn,rgb,0.9999783216257341,0.9999287145399309,0.9991175127343855,1.0622559634062908e-06,0.9999993116496952,1.6444461853847265e-12,2.8933646812359585e-05,0.9999997444188957,0.0005312217846050638,0.9999189149774312,0.9999705004998881,0.998901998867568,0.9990033387189731,0.999984523679329,0.9999675519663991,0.99999920364315,2.8891002222856666e-12,2.093632149043855e-06,0.0010371861984230478,0.00017869463431735856,1.2944736168406331e-08,0.00014483003577499308,0.001353240393699459,0.0010307556091686716,9.858532740351814e-06,0.0002217680893001143,7.9024625484533e-06,2.213136886205137e-05,0.0010075596438322574,0.0003847089849817558,0.9988357446038408,0.9999325898574382,0.9999687307879493,0.9999574293826571,0.00016949859612090933,0.00011227874508619504,0.0040593471903974925,0.0004064452647819697,4.93588911366326e-11,0.0337455166232403,0.00022878227303815425,0.9999452298662412,0.9999163176915395,0.9999995035589972,3.0599659846014563e-06,1.820862743136104e-12,1.800642623239643e-12,2.410343233274153e-06,0.9999997316612058,9.820179889245096e-05,3.6247823848135965e-05,0.0003939955262482101
corn,shape,0.999528896444022,0.999989160040277,0.9999121912623415,0.08484761003392816,0.9539271626327893,0.05997757251278947,0.836170216691231,0.35852708241844383,0.9999858083148282,0.9999209861148315,0.9999002274133948,0.9996685874395129,0.99951374245657,0.9991635941380641,0.9999788802144989,0.8506225334368442,0.44146043447095334,0.9014650945539517,0.4803386675379332,0.000570564991524957,0.9764619129505314,0.15346914452785654,3.448514374717925e-07,0.00019502531327609773,1.5575266109066858e-08,0.027536781014064416,3.5725865076361423e-05,0.008251464914200257,0.3632983029756163,0.00044577689852285665,0.9999577939871139,0.9996853199602999,0.9991635941380641,0.9998135518679975,0.0002389756381409515,0.9194994974279386,0.5751788984401067,0.00018478027234927654,1.228275556611355e-06,0.061348450010941254,0.0005375022216789877,0.9997804069510184,0.9999100588782877,0.974819718898147,0.4665951271790994,0.07559807609378794,0.7665176850795182,0.8719614202929344,0.941596173729497,0.7599267175125628,0.0001448085364244678,0.3880030514575176
corn,object,0.9998331476393758,0.9999865138471793,0.9998996440034987,4.962532008446994e-05,0.9999999773176248,4.953480757701196e-06,0.003626407135218112,0.9999997735961434,0.9722070914741187,0.9999551864673971,0.9999432318570419,0.9998049306186549,0.9996748704987193,0.9997107699855339,0.9999857381830289,0.9999999464584506,3.300143372842949e-05,0.0014003899937209937,0.01232121065674045,0.00025256512760640434,0.0004789222174118523,0.0038351402867335582,0.000114332964326772,0.0001249670968251109,3.4668105422044737e-06,0.0021578751091564747,3.255376694678606e-05,0.0002772165132915812,0.013350205531389697,0.00020772834284382225,0.9999373505817322,0.9998547954545707,0.9995931809171663,0.9999530492611141,0.00012897636034544147,0.025584433496851782,0.01242135104623803,0.00013668411094290523,8.28325667361274e-08,0.028784827121847142,0.0002599107177210813,0.9998126354701417,0.9999711926929575,0.9999999838938665,0.0003210935166237949,6.499815256145324e-06,5.086048964872782e-05,0.001106122525902697,0.9999999593936776,0.015373804970318353,5.4297305848293156e-05,0.0022000349666709516
cube,rgb,1.9096478556931591e-07,1.6028580093474318e-07,1.7394784332686446e-07,0.9996826028875203,0.9999989804245383,0.9987130044513861,0.9619511460756859,0.9960061437821054,3.42055929372052e-05,1.607165740972857e-07,1.911912135876037e-07,1.7960842077949387e-07,1.8702664798255643e-07,1.9177348283562236e-07,1.6802755018775937e-07,0.9999942930316894,0.9976756886444177,0.9923659848570513,0.0015209796133292403,0.004957146548231719,0.08748487886859359,0.0034662000571539344,1.4763336330877112e-05,1.7352889869607457e-05,0.00038439417627080994,4.495505587719132e-05,0.0006436194807756156,0.015576309379922744,0.002169778911966912,0.0034824644459975638,1.9091212487570584e-07,1.7051930717814069e-07,2.0480268514505898e-07,1.7972824049699441e-07,0.004160311538906007,0.004438874265818591,0.0005483983985456149,0.001660705656463295,0.9311012478707318,0.00018876703315875645,0.0031678432785245433,1.9291274177655408e-07,1.614417750946203e-07,0.9999907901875403,0.9988877421726764,0.998588519978328,0.9986083300539899,0.9985972353684797,0.9965414219908425,0.005910806102479524,0.012566511705631863,0.002703348308901966
cube,shape,2.140854024682958e-06,0.016757179753668507,0.024229930180309323,0.9999399318605283,0.9999888014638516,0.9998929762394242,0.999711158709862,0.999998223638433,0.9953986351324374,0.26686985151890097,3.0190174874544114e-06,0.9999314462805802,3.862112057016678e-05,1.5702762291574015e-06,2.082578626645879e-05,0.9999894212652966,0.9999103242965207,0.9999772761020757,0.08005344568282395,6.753191235298486e-06,0.07995574291106784,0.10168323374466398,5.90051700892671e-06,4.950208378266642e-05,2.8945160963635604e-05,2.201548994240426e-05,2.047043095729624e-06,2.1679892255267396e-05,0.0010926009528216803,4.3884211223130434e-06,0.012528769695003494,0.005476071941652774,1.570276229157407e-06,0.001722475212419818,0.00012350140619942743,0.9970693280864626,0.00012102082835933385,0.00022049277829815347,0.0008320433788730348,0.9976905096627786,3.8447917111485665e-05,0.0007551843910612392,0.9997641092698217,0.9999976544893338,0.9999929059919301,0.9999059538538023,0.999954692498776,0.9999777336432812,0.9999919291036228,8.018926705872679e-06,1.4059298126344709e-05,2.378267977963537e-05
cube,object,1.6604222035093817e-06,0.009781741043018011,0.013342748138207669,0.9999324138546744,0.9999897267474368,0.9998979019817658,0.9997178186075878,0.9999976514199216,0.9707601181797484,0.16799929095630994,2.2410831772692306e-06,0.9997682565127218,3.231098049563896e-05,1.2016948309787635e-06,1.5199277110343874e-05,0.9999908991085061,0.9999118459746305,0.9999709419164273,0.06464664527649891,7.593944233335422e-06,0.04306912804688498,0.07170230740754613,3.3422287612993973e-06,3.7752691970196665e-05,2.0977764004347352e-05,1.5230528206990704e-05,2.268765652932183e-06,2.0583886737179103e-05,0.0007878828217679292,4.6882902418151525e-06,0.007581500986299265,0.0034564141759074298,1.2046551547761094e-06,0.0009761717770475377,0.00011882196517399518,0.9927997754128236,0.00011696890591750533,0.00021019074759903223,0.0006303389187351018,0.9937049721135458,4.2929822980309845e-05,0.0005014979204895021,0.9991800931253685,0.9999973966053273,0.9999908288317675,0.9999061570917114,0.9999561573995566,0.9999721699094741,0.999991052874174,8.593206528498222e-06,1.4110966885346383e-05,2.638546967825257e-05
cucumber,rgb,0.0003227598209211133,0.00023453967161728061,0.0002569746515565221,0.9999999999986411,6.965275451638038e-29,0.6829742474908125,0.9999999998062543,5.988844879869241e-27,0.02548644202728749,0.00023859173749783978,0.00034426644044282547,0.00027202996020962906,0.00032063068207705664,0.0003024619463315022,0.00024451518400789106,2.0486820948364778e-28,0.5448432877316464,0.9999999999570843,0.9998762118958437,0.9999695035527859,0.9843547077586551,0.9999298417087544,0.00022521435707021235,0.0002471982130790406,0.0008217672186967688,0.00037324210625328756,0.5656903573924377,0.9999886385973409,0.9999364479225601,0.9999595388109038,0.000331291950716351,0.00028005999596941234,0.0004194615139279894,0.00030820452692627797,0.9999557575028678,0.9999503043351882,0.9995030704159652,0.9998297138734255,0.9771253454599307,0.9981774307432032,0.9999359453813664,0.00038926702715736636,0.00024230624676028985,1.9742458003816355e-28,0.9999999999954423,0.6388072702108428,0.6382854369193983,0.9999999999939526,5.603367479680846e-27,0.999969615064102,0.9999873707020664,0.9999348490830505
cucumber,shape,0.0006637069299011837,0.03293479336794278,0.0029575061258711706,0.9999997807550899,0.9999998419762092,0.9999998075238441,0.99999853988987,0.9999999882031393,0.06773164192870576,0.28526950973829485,0.0004271610128487613,0.9999984101892863,0.9942636911728916,0.0005210664913577982,0.09888792819625002,0.9999999869307217,0.9999999775562031,0.9999999863334814,0.9998873887506043,0.999233166018414,0.09514114852296181,0.9999310523438589,9.834858670139316e-05,0.00032887610358671297,0.0004134819988265869,0.04391025919360329,0.9440453253239961,0.9997933790301422,0.999957496866734,0.9988076057370907,0.5075015100400557,0.24520949411802656,0.0005210664913578002,0.00037979662612979494,0.9999253980110967,0.999902074734727,0.9996901997810839,0.9997609660062375,0.7517153618443945,0.9999892620128198,0.9994441735542732,0.0001507637804106606,0.999996005397133,0.9999998297646103,0.999999996567251,0.9999999174586621,0.9999999980154293,0.9999999942248836,0.9999999885663237,0.9993378676499085,0.9997095192531247,0.9993967337458705
cucumber,object,0.0002577819286593502,0.001327014261959367,0.0005564533839652482,0.9999999996294298,5.695942838377436e-11,0.999996381043383,0.9999999865542117,7.447448796477331e-10,0.1821978783028281,0.002356844090217751,0.00019850944290630135,0.8300552273125357,0.09674999067494956,0.00017046805925537408,0.002272362363454788,2.547515343635088e-10,0.9999983442002148,0.9999999997269218,0.9999563437863869,0.9997224889658742,0.9759141928378516,0.9999743562703307,3.394283021339478e-05,0.00020575675977074022,0.00022449360048629603,0.01007447012788013,0.8813768134273059,0.9999650294336333,0.999984339254412,0.9995725679079636,0.012299243986998467,0.0019219323589212826,0.00022366583724554696,0.00015380339072403894,0.9999696572619707,0.9999794656093193,0.9998087256645892,0.9999026758175462,0.9868324859203732,0.9999332194769815,0.9997577448784553,6.806290750876998e-05,0.7540984469243026,8.950974664051637e-11,0.9999999999174078,0.9999978885112855,0.9999997238498878,0.9999999999233777,1.0315074213029221e-09,0.9997756520025829,0.9998964400402399,0.9997745784256726
ear,rgb,0.9999783216257341,0.9999287145399309,0.9991175127343855,1.0622559634062908e-06,0.9999993116496952,1.6444461853847265e-12,2.8933646812359585e-05,0.9999997444188957,0.0005312217846050638,0.9999189149774312,0.9999705004998881,0.998901998867568,0.9990033387189731,0.999984523679329,0.9999675519663991,0.99999920364315,2.8891002222856666e-12,2.093632149043855e-06,0.0010371861984230478,0.00017869463431735856,1.2944736168406331e-08,0.00014483003577499308,0.001353240393699459,0.0010307556091686716,9.858532740351814e-06,0.0002217680893001143,7.9024625484533e-06,2.213136886205137e-05,0.0010075596438322574,0.0003847089849817558,0.9988357446038408,0.9999325898574382,0.9999687307879493,0.9999574293826571,0.00016949859612090933,0.00011227874508619504,0.0040593471903974925,0.0004064452647819697,4.93588911366326e-11,0.0337455166232403,0.00022878227303815425,0.9999452298662412,0.9999163176915395,0.9999995035589972,3.0599659846014563e-06,1.820862743136104e-12,1.800642623239643e-12,2.410343233274153e-06,0.9999997316612058,9.820179889245096e-05,3.6247823848135965e-05,0.0003939955262482101
ear,shape,0.999528896444022,0.999989160040277,0.9999121912623415,0.08484761003392816,0.9539271626327893,0.05997757251278947,0.836170216691231,0.35852708241844383,0.9999858083148282,0.9999209861148315,0.9999002274133948,0.9996685874395129,0.99951374245657,0.9991635941380641,0.9999788802144989,0.8506225334368442,0.44146043447095334,0.9014650945539517,0.4803386675379332,0.000570564991524957,0.9764619129505314,0.15346914452785654,3.448514374717925e-07,0.00019502531327609773,1.5575266109066858e-08,0.027536781014064416,3.5725865076361423e-05,0.008251464914200257,0.3632983029756163,0.00044577689852285665,0.9999577939871139,0.9996853199602999,0.9991635941380641,0.9998135518679975,0.0002389756381409515,0.9194994974279386,0.5751788984401067,0.00018478027234927654,1.228275556611355e-06,0.061348450010941254,0.0005375022216789877,0.9997804069510184,0.9999100588782877,0.974819718898147,0.4665951271790994,0.07559807609378794,0.7665176850795182,0.8719614202929344,0.941596173729497,0.7599267175125628,0.0001448085364244678,0.3880030514575176
ear,object,0.9998331476393758,0.9999865138471793,0.9998996440034987,4.962532008446994e-05,0.9999999773176248,4.953480757701196e-06,0.003626407135218112,0.9999997735961434,0.9722070914741187,0.9999551864673971,0.9999432318570419,0.9998049306186549,0.9996748704987193,0.9997107699855339,0.9999857381830289,0.9999999464584506,3.300143372842949e-05,0.0014003899937209937,0.01232121065674045,0.00025256512760640434,0.0004789222174118523,0.0038351402867335582,0.000114332964326772,0.0001249670968251109,3.4668105422044737e-06,0.0021578751091564747,3.255376694678606e-05,0.0002772165132915812,0.013350205531389697,0.00020772834284382225,0.9999373505817322,0.9998547954545707,0.9995931809171663,0.9999530492611141,0.00012897636034544147,0.025584433496851782,0.01242135104623803,0.00013668411094290523,8.28325667361274e-08,0.028784827121847142,0.0002599107177210813,0.9998126354701417,0.9999711926929575,0.9999999838938665,0.0003210935166237949,6.499815256145324e-06,5.086048964872782e-05,0.001106122525902697,0.9999999593936776,0.015373804970318353,5.4297305848293156e-05,0.0022000349666709516
green,rgb,0.0006242266300447855,0.0003698399089528224,0.0005726627795598732,1.0,1.7398001376227688e-58,0.9999879724323314,1.0,8.143558331076886e-54,0.9479955636482532,0.0003884112982266485,0.0007383179771790294,0.0006569862687688732,0.0009146245864884764,0.0005252083266265885,0.0003695903353917876,2.3319790780873e-57,0.9999600906783649,1.0,0.9999999999997287,0.9999999999999856,0.9999999949435587,0.9999999999999232,0.0008150356634584406,0.0009925879044507466,0.01180044749928789,0.0023562312648726957,0.999984893263109,0.9999999999999982,0.9999999999999298,0.9999999999999736,0.0009923788978183556,0.0005295597832887829,0.0011147936548575488,0.000613080581957849,0.9999999999999696,0.9999999999999623,0.9999999999950338,0.9999999999995084,0.9999999847800747,0.9999999999191618,0.9999999999999345,0.0010185500522822658,0.0004023068512378703,2.2310172818742373e-57,1.0,0.9999818389870119,0.9999817282044784,1.0,6.934362332031525e-54,0.9999999999999862,0.9999999999999978,0.9999999999999303
green,shape,0.00046763400812010634,0.13639908211421056,0.01970321772647425,0.9999999928725911,0.9999999873319295,0.9999999803230298,0.9999999677060359,0.9999999998018594,0.9997734256854683,0.7217540491222544,0.00024982013568821255,0.9999988893888629,0.9929419706183098,0.0003567478152618134,0.12683984528869394,0.9999999984793122,0.9999999974680853,0.9999999955404122,0.9999544422684146,0.9994174691537746,0.9996291598731027,0.9999348671674323,6.6325989257875e-05,0.00024414468822247425,0.0003567788626629717,0.03954382404788943,0.999561827099069,0.99981143372423,0.9999700636028523,0.9988377417440576,0.8017210820624384,0.6390274062151233,0.0003567478152618134,0.00034603146657548724,0.9999592450016169,0.9999298175318838,0.9996349421095476,0.9997593274158924,0.9996349103355889,0.9999898214499899,0.9994976434167308,0.0001563289808218411,0.9999998940638254,0.9999999783352238,0.9999999994362181,0.9999999894159782,0.9999999991846145,0.9999999984505068,0.9999999995200506,0.9992948549651619,0.9998216046400639,0.9994424279991903
green,object,0.00016780907102726598,0.0030246530319327936,0.0013145005865573363,0.9999999998910134,5.971413682562569e-09,0.9999999534750209,0.9999999979612737,7.572736367131903e-08,0.9998054559190234,0.004688760300674149,0.00011858121206846544,0.9182819385334117,0.056720967592116825,0.00010594451949699071,0.0027946165423887843,1.638634863710655e-08,0.9999999852905816,0.9999999998776699,0.999964083678458,0.9998317023841473,0.9998758486829802,0.9999892791048003,3.5142116678711564e-05,0.0001682449817944248,0.00021987268784585511,0.019239639314570147,0.9996481200268674,0.9999802553116264,0.9999911145503209,0.9996631510449457,0.022318932902106542,0.003437088632007323,0.00014897861559807276,0.00014942201948824177,0.999985311153734,0.999991597571552,0.9997870307334096,0.9998545366234506,0.9998735862152659,0.9998879444601985,0.9998013281116255,5.802900570853075e-05,0.9778370430232772,7.2865425974036885e-09,0.9999999999514837,0.9999999743479437,0.9999999954845569,0.9999999999634765,8.186353373157267e-08,0.9998245721354577,0.9999644837979762,0.9997834535193094
on,rgb,0.9989708126429891,0.9996511988405946,0.9998978130870873,2.809033041898696e-13,1.0,0.9999996942666314,4.584509772833222e-11,1.0,0.9999756174983907,0.999666755734956,0.9990466596162114,0.9999017100944144,0.9998700138444037,0.9988721810522555,0.9994356610105048,1.0,0.9999998166170064,2.3313244963298446e-11,0.0007305516595674093,0.0002705039882536865,0.9961182016447026,0.0009585929570759606,0.9999999436094696,0.999999944575108,0.9999999758159991,0.9999999569996011,0.9994328199294703,0.000211734278100687,0.0002950181843901977,0.00026498214935561217,0.9998749151238167,0.9995406122394633,0.998785943650509,0.9993284151799877,0.0004656376933726421,0.0006821301344115733,0.0023956520896174396,0.0018771845610716308,0.9998837045938626,0.004560289706932016,0.0006613334779182702,0.9991900801399266,0.9996652866882091,1.0,8.506058200994569e-13,0.9999997541865897,0.9999997564071728,1.4310140918985712e-12,1.0,0.0003711534232831489,0.0001880890543983808,0.0005056773298180136
